env_id,axis,stress_factor,model_label,baseline_vanilla_nominal_median,catastrophe_threshold,mean_return,median_return,reliability_at_threshold,failure_rate_at_threshold,reliability_auc_0_to_1x_nominal,reliability_auc_0_to_1p25x_nominal,median_delta_vs_same_seed_vanilla,mean_delta_vs_same_seed_vanilla,win_rate_vs_same_seed_vanilla
Walker2d-v5,action_noise,0.5,klprho0,3867.792311293875,1933.8961556469376,2222.5886984334265,2205.2726667543484,0.5333333333333333,0.4666666666666667,0.5592333333333332,0.4598000000000001,476.0584980924086,231.28999931530095,0.5666666666666667
Walker2d-v5,action_noise,0.5,klprho0p05,3867.792311293875,1933.8961556469376,2012.0347636462984,1989.5673192343536,0.5333333333333333,0.4666666666666667,0.5102333333333333,0.4147,104.94560627613282,20.73606452817271,0.5333333333333333
Walker2d-v5,action_noise,0.5,vanilla,3867.792311293875,1933.8961556469376,1991.2986991181258,1838.1923487121037,0.4,0.6,0.5091,0.4119333333333334,0.0,0.0,0.0
Walker2d-v5,action_replace,0.5,klprho0,3867.385279475495,1933.6926397377474,185.43923666012685,186.15498560335334,0.0,1.0,0.0478,0.03846666666666666,11.84134142397302,15.979214632036948,0.7
Walker2d-v5,action_replace,0.5,klprho0p05,3867.385279475495,1933.6926397377474,203.63671941996728,205.13447758022136,0.0,1.0,0.05273333333333334,0.0422,48.720729120544334,34.1766973918774,0.7
Walker2d-v5,action_replace,0.5,vanilla,3867.385279475495,1933.6926397377474,169.4600220280899,170.36894761945643,0.0,1.0,0.043800000000000006,0.035133333333333336,0.0,0.0,0.0
Walker2d-v5,actuator_gain,0.5,klprho0,3914.512573037072,1957.256286518536,368.0146627002793,354.5855895099909,0.0,1.0,0.09413333333333332,0.07533333333333334,26.382929017866644,51.980796579224446,0.6333333333333333
Walker2d-v5,actuator_gain,0.5,klprho0p05,3914.512573037072,1957.256286518536,471.25026780655685,363.8033946644974,0.03333333333333333,0.9666666666666667,0.12029999999999999,0.09636666666666664,53.724713863870136,155.216401685502,0.7333333333333333
Walker2d-v5,actuator_gain,0.5,vanilla,3914.512573037072,1957.256286518536,316.0338661210549,324.848440634616,0.0,1.0,0.08079999999999998,0.06446666666666664,0.0,0.0,0.0
Walker2d-v5,damping,0.5,klprho0,3914.512573037072,1957.256286518536,4131.047345793996,4056.0159059840103,1.0,0.0,0.9692666666666667,0.8342,122.23640306622133,174.859493277946,0.5666666666666667
