env_id,axis,stress_factor,seed,best_model,best_return,vanilla_return,best_minus_vanilla,num_models_above_vanilla
Walker2d-v5,action_noise,0.5,6,klprho0p05,2388.5827068209005,669.2111189163688,1719.3715879045317,2
Walker2d-v5,action_noise,0.5,7,vanilla,3074.054685696721,3074.054685696721,0.0,0
Walker2d-v5,action_noise,0.5,8,klprho0,3135.825110601644,1869.7193430539749,1266.1057675476693,2
Walker2d-v5,action_noise,0.5,9,klprho0,1659.8335944594266,1014.1533023973412,645.6802920620854,1
Walker2d-v5,action_noise,0.5,10,vanilla,2447.204699822908,2447.204699822908,0.0,0
Walker2d-v5,action_noise,0.5,11,klprho0,3242.83693055132,2896.252494855366,346.5844356959542,1
Walker2d-v5,action_noise,0.5,12,klprho0,4052.590324986126,735.9010509618067,3316.6892740243193,2
Walker2d-v5,action_noise,0.5,13,vanilla,2752.817903957384,2752.817903957384,0.0,0
Walker2d-v5,action_noise,0.5,14,klprho0,2411.3566706987663,697.2960173575507,1714.0606533412156,2
Walker2d-v5,action_noise,0.5,15,klprho0,4537.224893666616,2769.9551543511293,1767.2697393154863,2
Walker2d-v5,action_noise,0.5,16,klprho0,2373.5198373323333,1384.5588783443611,988.9609589879722,2
Walker2d-v5,action_noise,0.5,17,vanilla,3020.517285357052,3020.517285357052,0.0,0
Walker2d-v5,action_noise,0.5,18,vanilla,2781.712372559733,2781.712372559733,0.0,0
Walker2d-v5,action_noise,0.5,19,klprho0,3224.252600712557,1466.0896840248918,1758.1629166876653,1
Walker2d-v5,action_noise,0.5,20,klprho0,2103.4222755356745,943.1282487410516,1160.2940267946228,2
Walker2d-v5,action_noise,0.5,21,vanilla,3458.1990743403426,3458.1990743403426,0.0,0
Walker2d-v5,action_noise,0.5,22,klprho0,3334.3512028911164,2728.8186424022533,605.532560488863,2
Walker2d-v5,action_noise,0.5,23,klprho0p05,3454.693830211606,2905.492502016091,549.2013281955151,1
Walker2d-v5,action_noise,0.5,24,vanilla,1828.403112731601,1828.403112731601,0.0,0
Walker2d-v5,action_noise,0.5,25,klprho0p05,5033.532862104445,1847.9815846926065,3185.551277411838,1
Walker2d-v5,action_noise,0.5,26,klprho0p05,2947.7866798909263,1920.98717678215,1026.7995031087762,1
Walker2d-v5,action_noise,0.5,27,klprho0p05,3079.5469694948306,664.9972671670089,2414.5497023278217,2
Walker2d-v5,action_noise,0.5,28,vanilla,4531.493594598851,4531.493594598851,0.0,0
Walker2d-v5,action_noise,0.5,29,vanilla,1725.427085141914,1725.427085141914,0.0,0
Walker2d-v5,action_noise,0.5,30,klprho0,2876.961823289501,1756.6979209418064,1120.2639023476945,2
Walker2d-v5,action_noise,0.5,31,klprho0p05,3616.9844107906174,858.0435150663164,2758.940895724301,2
Walker2d-v5,action_noise,0.5,32,klprho0p05,3130.970978160913,1168.51478624799,1962.456191912923,2
Walker2d-v5,action_noise,0.5,33,klprho0,3213.971047502009,1637.7353703465155,1576.2356771554932,1
Walker2d-v5,action_noise,0.5,34,klprho0p05,2708.409410760027,1717.09892120939,991.3104895506372,1
Walker2d-v5,action_noise,0.5,35,klprho0,4800.843250287948,2466.498179461296,2334.345070826652,1
Walker2d-v5,action_replace,0.5,6,klprho0,222.42296035889385,48.99993346805582,173.42302689083803,2
Walker2d-v5,action_replace,0.5,7,vanilla,249.01790020310173,249.01790020310173,0.0,0
Walker2d-v5,action_replace,0.5,8,klprho0p05,266.65233780171314,116.22217283022184,150.4301649714913,2
Walker2d-v5,action_replace,0.5,9,klprho0,242.35027479624736,240.76197286845627,1.5883019277910932,1
Walker2d-v5,action_replace,0.5,10,klprho0p05,282.4294756421344,138.45865301234113,143.97082262979325,2
Walker2d-v5,action_replace,0.5,11,klprho0p05,198.66635115545705,170.7117396664951,27.954611488961945,1
Walker2d-v5,action_replace,0.5,12,vanilla,274.05418419453434,274.05418419453434,0.0,0
