env_id,model_label,reference_label,support_alignment_contrast,ci95_low,ci95_high,probability_contrast_positive
Walker2d-v5,klprho0p05,vanilla,0.05051852258552392,0.01176369286234967,0.09274249996348653,0.9956
Walker2d-v5,klprho0p05,klprho0,0.026473809479577004,-0.014713927877558536,0.0700650143451912,0.8915
Walker2d-v5,klprho0,vanilla,0.024044713105946913,-0.006634838806578952,0.05658449190225097,0.9353
