env_id,model_label,seed,support_class,reliability_auc,catastrophe_prob_t0p5,cvar20
Walker2d-v5,vanilla,27,related_physics,0.6264168507811059,0.3328042328042328,0.31218642801996227
Walker2d-v5,vanilla,28,direct_support,0.5901504880901072,0.4476190476190476,0.05677242838573576
Walker2d-v5,vanilla,28,out_of_support,0.8918337943454008,0.1148148148148148,0.8154371581821663
Walker2d-v5,vanilla,28,related_physics,0.8089316122778276,0.21005291005291005,0.42074691200960074
Walker2d-v5,vanilla,29,direct_support,0.4665789901454066,0.55,0.025935452342411264
Walker2d-v5,vanilla,29,out_of_support,0.862645396308856,0.14444444444444446,0.6443384638264755
Walker2d-v5,vanilla,29,related_physics,0.7697352761558067,0.2417989417989418,0.40291117028960116
Walker2d-v5,vanilla,30,direct_support,0.34637261150105014,0.7238095238095238,0.03519911120536113
Walker2d-v5,vanilla,30,out_of_support,0.7962198561679312,0.2185185185185185,0.5650829857202438
Walker2d-v5,vanilla,30,related_physics,0.6794713607696062,0.3492063492063492,0.37323535547172226
Walker2d-v5,vanilla,31,direct_support,0.4058449322304398,0.6214285714285714,0.021849033097411028
Walker2d-v5,vanilla,31,out_of_support,0.7734571631140226,0.21481481481481482,0.509327146629436
Walker2d-v5,vanilla,31,related_physics,0.6364118585941614,0.355026455026455,0.30150932324299023
Walker2d-v5,vanilla,32,direct_support,0.5087913571070217,0.4809523809523809,0.008599256065825876
Walker2d-v5,vanilla,32,out_of_support,0.8261597391827427,0.18148148148148147,0.6390668841953999
Walker2d-v5,vanilla,32,related_physics,0.754081696696847,0.2634920634920635,0.42929869593554665
Walker2d-v5,vanilla,33,direct_support,0.425564535810096,0.5523809523809524,0.03567446459354512
Walker2d-v5,vanilla,33,out_of_support,0.7963490127312983,0.1703703703703704,0.5754018392253939
Walker2d-v5,vanilla,33,related_physics,0.7227276244906312,0.22645502645502644,0.43272468371931927
Walker2d-v5,vanilla,34,direct_support,0.4872813200990197,0.4809523809523809,0.024884071482167685
Walker2d-v5,vanilla,34,out_of_support,0.8670621642162896,0.14444444444444446,0.6604887827043858
Walker2d-v5,vanilla,34,related_physics,0.8085862836370048,0.18095238095238095,0.5228684874963848
Walker2d-v5,vanilla,35,direct_support,0.4730512522587017,0.5523809523809524,0.028333736919357064
Walker2d-v5,vanilla,35,out_of_support,0.8464653288938008,0.14444444444444446,0.6119385060238057
Walker2d-v5,vanilla,35,related_physics,0.747567791908335,0.2417989417989418,0.42295648100557043
