env_id,model_label,seed,axis,support_class,reliability_auc,catastrophe_prob_t0p5,cvar20
Walker2d-v5,klprho0p05,31,thigh_left_mass,related_physics,1.0,0.0,1.070314890695898
Walker2d-v5,klprho0p05,32,thigh_left_mass,related_physics,0.9985862625491946,0.0,1.0678726032618877
Walker2d-v5,klprho0p05,33,thigh_left_mass,related_physics,0.9129404744560039,0.0,0.6464218160092422
Walker2d-v5,klprho0p05,34,thigh_left_mass,related_physics,0.8351316764761121,0.0,0.690157781446902
Walker2d-v5,klprho0p05,35,thigh_left_mass,related_physics,0.9928279443828101,0.0,0.9712710758574389
Walker2d-v5,vanilla,6,friction_damping,out_of_support,0.5993160195505746,0.4,0.048093119272443446
Walker2d-v5,vanilla,7,friction_damping,out_of_support,0.6170018656090773,0.3333333333333333,0.05899658791449306
Walker2d-v5,vanilla,8,friction_damping,out_of_support,0.561420964106041,0.26666666666666666,0.05526866267336095
Walker2d-v5,vanilla,9,friction_damping,out_of_support,0.6784123105612019,0.26666666666666666,0.07703435437842143
Walker2d-v5,vanilla,10,friction_damping,out_of_support,0.7273798442347814,0.26666666666666666,0.056641334393540965
Walker2d-v5,vanilla,11,friction_damping,out_of_support,0.6597033876905865,0.4,0.07373247337250144
Walker2d-v5,vanilla,12,friction_damping,out_of_support,0.6722807806461807,0.3333333333333333,0.06628265654491507
Walker2d-v5,vanilla,13,friction_damping,out_of_support,0.7622135708006457,0.26666666666666666,0.1611886830724639
Walker2d-v5,vanilla,14,friction_damping,out_of_support,0.6819548831330668,0.3333333333333333,0.05591866771621786
Walker2d-v5,vanilla,15,friction_damping,out_of_support,0.6283971030201259,0.3333333333333333,0.048946558490642784
Walker2d-v5,vanilla,16,friction_damping,out_of_support,0.6131306168309936,0.4,0.05063691818295516
Walker2d-v5,vanilla,17,friction_damping,out_of_support,0.7251755441758084,0.2,0.09593680509445003
Walker2d-v5,vanilla,18,friction_damping,out_of_support,0.7072755953791553,0.26666666666666666,0.06219969984797654
Walker2d-v5,vanilla,19,friction_damping,out_of_support,0.5839894612566826,0.4,0.05197439361426096
Walker2d-v5,vanilla,20,friction_damping,out_of_support,0.7070709356531016,0.26666666666666666,0.053351355941406886
Walker2d-v5,vanilla,21,friction_damping,out_of_support,0.7308890911734782,0.26666666666666666,0.05240372678125272
Walker2d-v5,vanilla,22,friction_damping,out_of_support,0.647547655890134,0.3333333333333333,0.06434836837336456
Walker2d-v5,vanilla,23,friction_damping,out_of_support,0.7728308613172408,0.13333333333333333,0.22790572521105243
Walker2d-v5,vanilla,24,friction_damping,out_of_support,0.6454525254895783,0.2,0.05319338930690881
Walker2d-v5,vanilla,25,friction_damping,out_of_support,0.7803067660947686,0.2,0.08880090405551959
Walker2d-v5,vanilla,26,friction_damping,out_of_support,0.6263065746176405,0.4,0.05148207108240447
Walker2d-v5,vanilla,27,friction_damping,out_of_support,0.6026516035763634,0.3333333333333333,0.06848692289350654
Walker2d-v5,vanilla,28,friction_damping,out_of_support,0.753597080406561,0.26666666666666666,0.06721165786857543
Walker2d-v5,vanilla,29,friction_damping,out_of_support,0.7898643780488138,0.2,0.07064233318985684
Walker2d-v5,vanilla,30,friction_damping,out_of_support,0.5882460160988158,0.4666666666666667,0.05483815992925762
Walker2d-v5,vanilla,31,friction_damping,out_of_support,0.5952629809917951,0.4,0.06392063859695953
Walker2d-v5,vanilla,32,friction_damping,out_of_support,0.661177749665751,0.3333333333333333,0.046040443683098474
Walker2d-v5,vanilla,33,friction_damping,out_of_support,0.6893031581990743,0.26666666666666666,0.052002760319988926
Walker2d-v5,vanilla,34,friction_damping,out_of_support,0.7851959812480321,0.2,0.07801468960773718
Walker2d-v5,vanilla,35,friction_damping,out_of_support,0.7444258726019946,0.26666666666666666,0.0830883223596681
Walker2d-v5,klprho0,6,friction_damping,out_of_support,0.728867146278596,0.26666666666666666,0.08370553044147672
Walker2d-v5,klprho0,7,friction_damping,out_of_support,0.694569384113836,0.3333333333333333,0.06386932966289224
Walker2d-v5,klprho0,8,friction_damping,out_of_support,0.7849840288727739,0.2,0.09322433867695758
Walker2d-v5,klprho0,9,friction_damping,out_of_support,0.6429730980240833,0.4,0.056578625034502394
Walker2d-v5,klprho0,10,friction_damping,out_of_support,0.3737012650859976,0.7333333333333333,0.0566097513209465
Walker2d-v5,klprho0,11,friction_damping,out_of_support,0.6203715753911478,0.4,0.06202985675976954
Walker2d-v5,klprho0,12,friction_damping,out_of_support,0.8531183452744099,0.13333333333333333,0.26559172637204925
Walker2d-v5,klprho0,13,friction_damping,out_of_support,0.5482357541611481,0.4,0.059934850780776074
Walker2d-v5,klprho0,14,friction_damping,out_of_support,0.7517869437987386,0.26666666666666666,0.06289239971286556
Walker2d-v5,klprho0,15,friction_damping,out_of_support,0.7810509898904251,0.2,0.07269012620797008
