damping_scale,friction_scale,mass_scale,tv90_max_return,tv90_mean_return,tv90_median_return,tv90_min_return,tv90_std_return,vanilla_max_return,vanilla_mean_return,vanilla_median_return,vanilla_min_return,vanilla_std_return
1.2,0.9,1.1,1908.23974609375,1232.8794250488281,1232.8794250488281,557.5191040039062,955.1037255103761,7960.1650390625,5584.2677001953125,5584.2677001953125,3208.370361328125,3360.0262394321217
1.2,0.9,0.9,1649.161376953125,1416.4664916992188,1416.4664916992188,1183.7716064453125,329.08026262092534,9204.11328125,6359.36376953125,6359.36376953125,3514.6142578125,4023.083341026896
