timestamp,run_name,algo,env_id,seed,eval_episodes,is_perturbed,model_label,scenario_label,model_path,norm_stats_path,eval_raw_rewards,xml_perturb,action_noise_std,xml_body_mass_scale,xml_geom_friction_scale,xml_joint_damping_scale,mean_return,std_return,median_return,iqm_return,min_return,max_return
1775522220,eval__Walker2d-v4__ppo_cont__a3p20__action_noise_0p05__seed3__pid1302503,ppo_cont,Walker2d-v4,3,20,1,a3p20,action_noise_0p05,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_a3p20__3__1774497949/ppo_alpha_a3p20.cleanrl_model,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_a3p20__3__1774497949/ppo_alpha_a3p20.cleanrl_model.norm_stats.npz,1,0,0.05,1.0,1.0,1.0,2655.126470948222,707.9836797010266,2773.8891193199242,2695.796581418622,1477.8475702018413,3655.0222947261577
