env_id,model_label,seed,reliability_auc,catastrophe_prob_t0p5,nominal_retention
Walker2d-v5,tvc100,30,0.12627799697769365,1.0,0.13323856943960732
Walker2d-v5,tvc150,1,0.16376701212374928,1.0,0.2030113891678138
Walker2d-v5,tvc150,2,0.17740490803908987,1.0,0.2190814081662568
Walker2d-v5,tvc150,3,0.1349620203535765,1.0,0.14774685341878624
Walker2d-v5,tvc150,4,0.28869822621798424,0.9583333333333334,0.41491021932983263
Walker2d-v5,tvc150,5,0.1558150140738896,1.0,0.17205581964038688
Walker2d-v5,tvc150,6,0.21289277252382727,0.9964285714285713,0.22922368517462785
Walker2d-v5,tvc150,7,0.11822993715059785,1.0,0.12823511227016732
Walker2d-v5,tvc150,8,0.14705632934411025,1.0,0.1764605190116849
Walker2d-v5,tvc150,9,0.13943731181258573,1.0,0.18438983753600227
Walker2d-v5,tvc150,10,0.11909576041777732,1.0,0.1391597398719512
Walker2d-v5,tvc150,11,0.1803534489559675,1.0,0.22532894036219142
Walker2d-v5,tvc150,12,0.09904742305124314,1.0,0.11819111188876866
Walker2d-v5,tvc150,13,0.12565444228335856,1.0,0.16415541070157677
Walker2d-v5,tvc150,14,0.165497067574101,1.0,0.1873847817964607
Walker2d-v5,tvc150,15,0.111349361669466,1.0,0.13085637385160614
Walker2d-v5,tvc150,16,0.17641332472882693,1.0,0.23533604102387737
Walker2d-v5,tvc150,17,0.16975837201972735,1.0,0.2135158670206249
Walker2d-v5,tvc150,18,0.12730182842421797,1.0,0.13784333373512428
Walker2d-v5,tvc150,19,0.16563069409223904,1.0,0.2093473977008983
Walker2d-v5,tvc150,20,0.21898372608945005,0.9964285714285713,0.26963563619745107
Walker2d-v5,tvc150,21,0.15180550393585962,1.0,0.16522295872348253
Walker2d-v5,tvc150,22,0.1409721621000347,1.0,0.1535310102673343
Walker2d-v5,tvc150,23,0.19660695937500847,1.0,0.25232431397232297
Walker2d-v5,tvc150,24,0.1723094512428785,1.0,0.22531776030867923
Walker2d-v5,tvc150,25,0.12547610846178067,1.0,0.1271783650723214
Walker2d-v5,tvc150,26,0.12809368297546547,1.0,0.14741990567109908
Walker2d-v5,tvc150,27,0.22370199454316078,1.0,0.29333839027150116
Walker2d-v5,tvc150,28,0.1292556987625994,1.0,0.14055323919973456
Walker2d-v5,tvc150,29,0.13263653066873043,1.0,0.15978552748980812
Walker2d-v5,tvc150,30,0.17174976300871445,1.0,0.2216343096979693
Walker2d-v5,tvc200,1,0.4160067792981321,0.5554761904761905,0.6066704830174743
Walker2d-v5,tvc200,2,0.38093737190003185,0.6780952380952381,0.49396261993997637
Walker2d-v5,tvc200,3,0.1565130988617512,1.0,0.1881513332167632
Walker2d-v5,tvc200,4,0.36567030207439827,0.7292857142857143,0.5511006809115867
Walker2d-v5,tvc200,5,0.3397866472205057,0.8169047619047619,0.4178940809415509
Walker2d-v5,tvc200,6,0.17513261528714721,0.9964285714285713,0.19403503378270254
Walker2d-v5,tvc200,7,0.1969139896910152,1.0,0.26853694664564765
Walker2d-v5,tvc200,8,0.24966273648241044,0.9859523809523809,0.2624573183023479
Walker2d-v5,tvc200,9,0.25353476127380414,0.9716666666666667,0.2953229245260725
Walker2d-v5,tvc200,10,0.14320786241622988,1.0,0.1573267748719614
Walker2d-v5,tvc200,11,0.3047561113892232,0.9361904761904762,0.366863093157142
Walker2d-v5,tvc200,12,0.22273390494461745,0.9966666666666667,0.3149861678909833
Walker2d-v5,tvc200,13,0.16829150954679428,1.0,0.19230617196149122
Walker2d-v5,tvc200,14,0.20958179150889328,1.0,0.2438998909993373
Walker2d-v5,tvc200,15,0.4692392150658007,0.37857142857142856,0.5806481624093894
Walker2d-v5,tvc200,16,0.4038937649163873,0.5966666666666667,0.4567412757314988
Walker2d-v5,tvc200,17,0.3903846554494744,0.6428571428571429,0.4459230261030946
Walker2d-v5,tvc200,18,0.20820508666056856,0.9826190476190476,0.2263388903754665
Walker2d-v5,tvc200,19,0.2946168617505231,0.9857142857142858,0.42395191830810613
Walker2d-v5,tvc200,20,0.27929998096606995,0.9647619047619047,0.3416938879603963
Walker2d-v5,tvc200,21,0.22811446700807406,1.0,0.2943201687381513
Walker2d-v5,tvc200,22,0.22290576602522028,1.0,0.24200152707411884
Walker2d-v5,tvc200,23,0.44889760856724176,0.4628571428571429,0.593110586885357
Walker2d-v5,tvc200,24,0.358555816832391,0.6614285714285715,0.5808582251499803
Walker2d-v5,tvc200,25,0.3213720878737686,0.9152380952380952,0.39316285922976674
Walker2d-v5,tvc200,26,0.14068828714711754,1.0,0.15992102720716134
Walker2d-v5,tvc200,27,0.22414301904207418,1.0,0.24244058236973304
Walker2d-v5,tvc200,28,0.28780186697596377,0.8800000000000001,0.36498761266708685
Walker2d-v5,tvc200,29,0.25592117200439124,0.9823809523809525,0.35288991860383634
Walker2d-v5,tvc200,30,0.286608434509505,0.9752380952380953,0.37946137242047673
Walker2d-v5,tvc225,1,0.4611395515721658,0.44261904761904763,0.6381680133754157
Walker2d-v5,tvc225,2,0.446695619083507,0.4980952380952381,0.6023685690987043
Walker2d-v5,tvc225,3,0.3669449248529818,0.7776190476190477,0.40420981599932226
Walker2d-v5,tvc225,4,0.48850376809343404,0.42595238095238097,0.7535108925044197
Walker2d-v5,tvc225,5,0.434949702538222,0.5114285714285713,0.5350673820125599
Walker2d-v5,tvc225,6,0.22619397169709438,0.9721428571428572,0.27070070587733913
Walker2d-v5,tvc225,7,0.20409356168902631,0.9964285714285713,0.22605464813437137
Walker2d-v5,tvc225,8,0.22566590058467514,1.0,0.26286975069090496
Walker2d-v5,tvc225,9,0.24143116675973797,0.9928571428571429,0.32324647078063806
Walker2d-v5,tvc225,10,0.2076014093035921,1.0,0.24811401915723302
Walker2d-v5,tvc225,11,0.23209502349582328,0.968095238095238,0.2973687525641159
Walker2d-v5,tvc225,12,0.2704263661441061,0.9859523809523809,0.3929025220588134
Walker2d-v5,tvc225,13,0.27149362269456884,0.9647619047619047,0.30493920461518165
Walker2d-v5,tvc225,14,0.42364987136111765,0.5152380952380952,0.4968834720219381
Walker2d-v5,tvc225,15,0.5450399757691626,0.31547619047619047,0.6608148297703688
Walker2d-v5,tvc225,16,0.5840025514127121,0.2569047619047619,0.8044936391462306
Walker2d-v5,tvc225,17,0.4488570135844715,0.45404761904761903,0.6507213446290602
Walker2d-v5,tvc225,18,0.19804434166859977,0.9790476190476192,0.21504020652727748
Walker2d-v5,tvc225,19,0.29790158661363586,0.9411904761904761,0.4110616597537084
Walker2d-v5,tvc225,20,0.18038233326412265,1.0,0.2160341308192685
Walker2d-v5,tvc225,21,0.5220493673981402,0.3438095238095238,0.6613889089425015
Walker2d-v5,tvc225,22,0.40246745719269555,0.5671428571428572,0.5268170551833886
Walker2d-v5,tvc225,23,0.5786320967001063,0.3388095238095238,0.8802161988026926
Walker2d-v5,tvc225,24,0.26642716962343593,0.9821428571428571,0.3320538086252841
Walker2d-v5,tvc225,25,0.5258152323870401,0.3392857142857143,0.7518156450094183
Walker2d-v5,tvc225,26,0.26283560635670944,1.0,0.37472638214786114
Walker2d-v5,tvc225,27,0.36551565623158117,0.7135714285714286,0.47425761926906324
Walker2d-v5,tvc225,28,0.3412847759248813,0.8226190476190476,0.3800587517147275
Walker2d-v5,tvc225,29,0.2792971800889237,0.925952380952381,0.2684593836381426
Walker2d-v5,tvc225,30,0.41073986267356466,0.5497619047619048,0.6008434553210377
Walker2d-v5,tvc250,1,0.482206476529606,0.3795238095238095,0.7382048839183804
Walker2d-v5,tvc250,2,0.4980016453715853,0.3492857142857143,0.4791075889466028
Walker2d-v5,tvc250,3,0.5852260322893972,0.3395238095238095,0.7778766705135471
Walker2d-v5,tvc250,4,0.5179247582851183,0.3811904761904762,0.7430190844857243
Walker2d-v5,tvc250,5,0.596252905218049,0.30547619047619046,0.8536295314706487
Walker2d-v5,tvc250,6,0.4678904331019159,0.4154761904761905,0.6268918013059419
Walker2d-v5,tvc250,7,0.5228842158859346,0.3659523809523809,0.8248781557264515
Walker2d-v5,tvc250,8,0.3657731278009132,0.8897619047619048,0.39129314164961093
Walker2d-v5,tvc250,9,0.5821763383147052,0.3,0.8005330833614617
Walker2d-v5,tvc250,10,0.24652895964751803,0.9664285714285714,0.275288190487728
Walker2d-v5,tvc250,11,0.49881449221401375,0.38476190476190475,0.6240961308335491
Walker2d-v5,tvc250,12,0.6652315056456682,0.23857142857142857,0.8066327176660142
Walker2d-v5,tvc250,13,0.677919763504077,0.2509523809523809,0.8315893113009233
Walker2d-v5,tvc250,14,0.7240877868354249,0.2480952380952381,0.9867843549402996
Walker2d-v5,tvc250,15,0.6084549357438083,0.2657142857142857,0.8636621339816564
Walker2d-v5,tvc250,16,0.4043550560253527,0.6973809523809524,0.5498422934501684
Walker2d-v5,tvc250,17,0.6070307655610543,0.28095238095238095,0.811689656790744
Walker2d-v5,tvc250,18,0.27461398697408496,0.9023809523809524,0.281159250075989
Walker2d-v5,tvc250,19,0.5900564591158847,0.29238095238095235,0.8385955738012285
Walker2d-v5,tvc250,20,0.5651331974955853,0.2388095238095238,0.7328907418423082
Walker2d-v5,tvc250,21,0.3816642932970077,0.6466666666666667,0.4677004191868275
Walker2d-v5,tvc250,22,0.6539331936278744,0.3157142857142857,0.8965049579237153
Walker2d-v5,tvc250,23,0.5373605271542082,0.3466666666666667,0.7484237099301514
Walker2d-v5,tvc250,24,0.2374428097536283,1.0,0.3507754610621309
Walker2d-v5,tvc250,25,0.68682969810617,0.2488095238095238,0.9506087085125071
Walker2d-v5,tvc250,26,0.31467254754092666,0.9335714285714285,0.40898143634511797
Walker2d-v5,tvc250,27,0.6042304427325621,0.3130952380952381,0.778937167196071
Walker2d-v5,tvc250,28,0.5989561252658927,0.28785714285714287,0.8567115989700879
Walker2d-v5,tvc250,29,0.42311116599056947,0.520952380952381,0.6052568288982987
Walker2d-v5,tvc250,30,0.5791493473055773,0.35547619047619045,0.8575084667033781
Walker2d-v5,tvc275,1,0.5400876776221252,0.3176190476190476,0.7351492970677662
Walker2d-v5,tvc275,2,0.6209433633036933,0.2545238095238095,0.8104446017842609
Walker2d-v5,tvc275,3,0.67751756690275,0.28261904761904766,0.9419711215948088
Walker2d-v5,tvc275,4,0.5828645432369426,0.2814285714285715,0.7761112198101348
Walker2d-v5,tvc275,5,0.6312280641271344,0.32357142857142857,0.9200030431913397
Walker2d-v5,tvc275,6,0.6093762710711365,0.36809523809523814,0.9296946262983108
Walker2d-v5,tvc275,7,0.476844224817185,0.43809523809523815,0.7294462322255841
Walker2d-v5,tvc275,8,0.5309941885481628,0.2630952380952381,0.6717391712427435
Walker2d-v5,tvc275,9,0.6308069959032409,0.33690476190476193,0.9309341632301011
Walker2d-v5,tvc275,10,0.33866768368549327,0.7804761904761904,0.4444471515047763
Walker2d-v5,tvc275,11,0.6581469906251983,0.31999999999999995,0.9513345592124481
Walker2d-v5,tvc275,12,0.39719621720945725,0.6259523809523809,0.5472293728163442
Walker2d-v5,tvc275,13,0.47015446650108095,0.45809523809523806,0.5683471055685221
Walker2d-v5,tvc275,14,0.6259454174559498,0.2842857142857143,0.8320093544097169
Walker2d-v5,tvc275,15,0.6474815286042308,0.2785714285714286,0.881119238411447
Walker2d-v5,tvc275,16,0.7420983562329123,0.17738095238095236,0.930355932357655
Walker2d-v5,tvc275,17,0.4719907545665416,0.48047619047619045,0.6619356140026325
Walker2d-v5,tvc275,18,0.5831117239258077,0.3185714285714286,0.7702035343283402
Walker2d-v5,tvc275,19,0.5990253943241785,0.3157142857142857,0.8267875228439727
Walker2d-v5,tvc275,20,0.5966437750207972,0.21857142857142856,0.7301173358844268
Walker2d-v5,tvc275,21,0.6401079250276516,0.27285714285714285,0.8587558238302679
Walker2d-v5,tvc275,22,0.7379541902439783,0.2566666666666667,1.0143646134072999
Walker2d-v5,tvc275,23,0.6645110695082963,0.2826190476190476,0.9260725943141921
Walker2d-v5,tvc275,24,0.6550105309090101,0.26476190476190475,0.8688202275136401
Walker2d-v5,tvc275,25,0.2124009269777854,1.0,0.2847229197409984
Walker2d-v5,tvc275,26,0.6901527262562058,0.22714285714285715,0.8976310926701266
Walker2d-v5,tvc275,27,0.20385205040394783,0.9828571428571429,0.241914863755924
Walker2d-v5,tvc275,28,0.5984173088276619,0.28809523809523807,0.8360286069100598
Walker2d-v5,tvc275,29,0.5777995190359437,0.3569047619047619,0.8930293493222607
Walker2d-v5,tvc275,30,0.7134396079779851,0.22547619047619047,0.94382153517662
Walker2d-v5,tvc300,1,0.5224224846158405,0.36476190476190473,0.7264789015116797
Walker2d-v5,tvc300,2,0.6402614287028984,0.2876190476190476,0.8876101675694192
Walker2d-v5,tvc300,3,0.6618112989563818,0.3152380952380952,0.9800287578256376
Walker2d-v5,tvc300,4,0.6047713454968293,0.2735714285714286,0.8266945965010984
Walker2d-v5,tvc300,5,0.6433842900629403,0.28833333333333333,0.8762179857190275
Walker2d-v5,tvc300,6,0.667315320352292,0.22404761904761905,0.8726592565377891
Walker2d-v5,tvc300,7,0.6447634474071073,0.310952380952381,0.9042503248111342
Walker2d-v5,tvc300,8,0.6919061304737132,0.2176190476190476,0.8696150272901707
Walker2d-v5,tvc300,9,0.6361017870659946,0.22976190476190475,0.8027397817369183
Walker2d-v5,tvc300,10,0.5578471012607784,0.38095238095238093,0.8732407378761226
Walker2d-v5,tvc300,11,0.5879418502840179,0.34714285714285714,0.8572222309132431
Walker2d-v5,tvc300,12,0.5257479333456884,0.38333333333333336,0.7267288179221774
Walker2d-v5,tvc300,13,0.7530757591265882,0.24166666666666664,0.9841783009394101
Walker2d-v5,tvc300,14,0.6123286786471478,0.30333333333333334,0.7843525805599947
Walker2d-v5,tvc300,15,0.6705717353048317,0.25595238095238093,0.9677418689972564
Walker2d-v5,tvc300,16,0.708124635439711,0.20976190476190476,0.849320477834315
Walker2d-v5,tvc300,17,0.7239906572231668,0.20428571428571426,0.9106337329105887
Walker2d-v5,tvc300,18,0.7561922157505742,0.19880952380952382,0.9131633318477723
Walker2d-v5,tvc300,19,0.6024148185420577,0.2942857142857143,0.8260710648357336
Walker2d-v5,tvc300,20,0.5840454308723647,0.2480952380952381,0.7727396192805756
Walker2d-v5,tvc300,21,0.6229015915446656,0.28904761904761905,0.8273893400876073
Walker2d-v5,tvc300,22,0.6824541246879561,0.31,1.0314782396631914
Walker2d-v5,tvc300,23,0.5812398510278769,0.3492857142857143,0.831598653326534
Walker2d-v5,tvc300,24,0.683316793399186,0.2671428571428571,0.9325696062837775
Walker2d-v5,tvc300,25,0.8057275619549646,0.20238095238095238,1.0210486127336476
Walker2d-v5,tvc300,26,0.7607112929624864,0.19904761904761906,0.989044131230838
Walker2d-v5,tvc300,27,0.7121418055283464,0.23333333333333334,0.879298693500134
Walker2d-v5,tvc300,28,0.7129365665138898,0.2566666666666667,0.9757905853443838
Walker2d-v5,tvc300,29,0.5466008347158815,0.33476190476190476,0.7089359433062956
Walker2d-v5,tvc300,30,0.7002226916071952,0.25142857142857145,0.9692706789298735
Walker2d-v5,tvc400,1,0.6461290028070089,0.370952380952381,1.0011978998753757
Walker2d-v5,tvc400,2,0.640009408439824,0.31595238095238093,0.8987408040384761
Walker2d-v5,tvc400,3,0.6900486848748782,0.31833333333333336,0.9898164141807169
Walker2d-v5,tvc400,4,0.6236635281430118,0.34904761904761905,0.9163812671666332
Walker2d-v5,tvc400,5,0.5104481666194948,0.42523809523809525,0.7335583425502847
Walker2d-v5,tvc400,6,0.8027187013932486,0.19404761904761905,1.0363601978160193
Walker2d-v5,tvc400,7,0.8294904307061979,0.18071428571428572,1.1238117641781917
Walker2d-v5,tvc400,8,0.7569093991614446,0.2342857142857143,1.08708182769653
Walker2d-v5,tvc400,9,0.7853031263685002,0.2092857142857143,1.0240030387985044
Walker2d-v5,tvc400,10,0.7862670238756444,0.22428571428571428,1.093717714730467
Walker2d-v5,tvc400,11,0.7732206400390236,0.2230952380952381,1.093055333152158
Walker2d-v5,tvc400,12,0.7954359893172686,0.18523809523809526,1.030365693087316
Walker2d-v5,tvc400,13,0.8183673618237999,0.18119047619047618,1.1102384989418725
Walker2d-v5,tvc400,14,0.7995107273632014,0.19714285714285712,1.1466028732922577
Walker2d-v5,tvc400,15,0.7732845356098565,0.2314285714285714,1.0364842750760495
Walker2d-v5,tvc400,16,0.7915348541880733,0.19214285714285714,1.163597401720096
Walker2d-v5,tvc400,17,0.6406324396768053,0.27904761904761904,0.8726636645814215
Walker2d-v5,tvc400,18,0.8461505681733336,0.1530952380952381,1.1523219775483466
Walker2d-v5,tvc400,19,0.6011570276900067,0.32571428571428573,0.8417798536895563
Walker2d-v5,tvc400,20,0.7328748363854933,0.2645238095238095,1.01672806847043
Walker2d-v5,tvc400,21,0.7793406753391704,0.2235714285714286,1.045716282741409
Walker2d-v5,tvc400,22,0.7378400727827611,0.22857142857142856,1.0047248994215527
Walker2d-v5,tvc400,23,0.7634661905356308,0.25,1.063937602901897
Walker2d-v5,tvc400,24,0.17017942455677668,1.0,0.202863869341876
Walker2d-v5,tvc400,25,0.7370486013508266,0.23928571428571427,0.9533645328932185
Walker2d-v5,tvc400,26,0.6755195246879364,0.3026190476190476,0.950091276269192
Walker2d-v5,tvc400,27,0.7908753519048158,0.20857142857142855,1.1219641497317197
Walker2d-v5,tvc400,28,0.709761537078249,0.25166666666666665,0.9470900746394396
Walker2d-v5,tvc400,29,0.7276931760270873,0.27,1.0207563388180634
Walker2d-v5,tvc400,30,0.6868679429666489,0.3395238095238095,1.015138759109524
Walker2d-v5,tvc500,1,0.6678623494820023,0.3426190476190476,1.0055449973181978
Walker2d-v5,tvc500,2,0.6422631487060129,0.30547619047619046,0.8998782810864118
Walker2d-v5,tvc500,3,0.6919821352991781,0.3219047619047619,0.9896641510554172
Walker2d-v5,tvc500,4,0.6227478175802935,0.35404761904761906,0.9164957251740703
Walker2d-v5,tvc500,5,0.508185199752357,0.43357142857142855,0.74199277960656
Walker2d-v5,tvc500,6,0.8038048468031928,0.18904761904761905,0.9849790427098813
Walker2d-v5,tvc500,7,0.6662259240166448,0.29238095238095235,0.9189162724398664
Walker2d-v5,tvc500,8,0.5871203600870871,0.22904761904761903,0.7394741446180751
Walker2d-v5,tvc500,9,0.7562920920040079,0.2564285714285714,1.0203746148985324
Walker2d-v5,tvc500,10,0.22561459705859033,0.9964285714285713,0.25269722272538775
Walker2d-v5,tvc500,11,0.7790064197796023,0.23976190476190476,1.1485454647693998
Walker2d-v5,tvc500,12,0.6999047478303887,0.29238095238095235,0.9800611594040138
Walker2d-v5,tvc500,13,0.8236055939919769,0.17666666666666667,1.1802515564102687
Walker2d-v5,tvc500,14,0.741728946881951,0.25166666666666665,0.9751170960853082
Walker2d-v5,tvc500,15,0.652752068304834,0.2945238095238095,0.9205102497388296
Walker2d-v5,tvc500,16,0.8120102630951422,0.1730952380952381,1.0394105763755908
Walker2d-v5,tvc500,17,0.6418082054695338,0.27904761904761904,0.8745202098602881
Walker2d-v5,tvc500,18,0.7857033389458261,0.22547619047619047,1.1774941557524292
Walker2d-v5,tvc500,19,0.6290037115014397,0.28380952380952384,0.8544327672230877
Walker2d-v5,tvc500,20,0.5737410221016259,0.33666666666666667,0.6374594164362746
Walker2d-v5,tvc500,21,0.7564723434072254,0.24047619047619045,1.015431931826565
Walker2d-v5,tvc500,22,0.7291359941487021,0.2576190476190476,0.9844890545913956
Walker2d-v5,tvc500,23,0.7387647719176622,0.23666666666666666,0.9908950969786938
Walker2d-v5,tvc500,24,0.17021057908895745,1.0,0.20283244001118883
Walker2d-v5,tvc500,25,0.7378155159617186,0.23595238095238097,0.9533645328932185
Walker2d-v5,tvc500,26,0.674331044487296,0.3026190476190476,0.950091276269192
Walker2d-v5,tvc500,27,0.708760112882247,0.25,0.9549411254795134
Walker2d-v5,tvc500,28,0.5898221195160824,0.35404761904761906,0.8713918448065402
Walker2d-v5,tvc500,29,0.694031112299684,0.30095238095238097,0.9678727406241284
Walker2d-v5,tvc500,30,0.7026585684960684,0.26261904761904764,0.9893800121864125
Walker2d-v5,vanilla,1,0.6664085440692349,0.3492857142857143,1.0038073597155999
Walker2d-v5,vanilla,2,0.6419530642716827,0.30904761904761907,0.8982429114585623
Walker2d-v5,vanilla,3,0.6895784733450745,0.31833333333333336,0.9898164141807169
Walker2d-v5,vanilla,4,0.623930751425356,0.34714285714285714,0.9158184440026168
Walker2d-v5,vanilla,5,0.5089721175691986,0.4373809523809523,0.7254128565209012
Walker2d-v5,vanilla,6,0.802673994027389,0.19404761904761905,1.0363601978160193
Walker2d-v5,vanilla,7,0.8054420894073605,0.17761904761904762,1.1093528083380322
Walker2d-v5,vanilla,8,0.7604841461630388,0.23452380952380952,1.0814665068238742
Walker2d-v5,vanilla,9,0.7796693706138532,0.2111904761904762,1.039498833362952
Walker2d-v5,vanilla,10,0.7781103231457004,0.2314285714285714,1.1012250870956848
Walker2d-v5,vanilla,11,0.7774979214494996,0.195,0.9802708353273321
Walker2d-v5,vanilla,12,0.7003541143801202,0.29238095238095235,0.9801463588064127
Walker2d-v5,vanilla,13,0.8332115977265145,0.1611904761904762,1.1464047754999804
Walker2d-v5,vanilla,14,0.7980020278093793,0.1911904761904762,1.196502448013211
Walker2d-v5,vanilla,15,0.7643629589810363,0.2335714285714286,1.0873206329327556
Walker2d-v5,vanilla,16,0.6364497408922309,0.26976190476190476,0.884060337539375
Walker2d-v5,vanilla,17,0.737724398682376,0.2621428571428571,1.008127583377001
Walker2d-v5,vanilla,18,0.7235491405681004,0.23904761904761904,0.9462700428750072
Walker2d-v5,vanilla,19,0.714468372075683,0.24976190476190477,0.9542579254852143
Walker2d-v5,vanilla,20,0.7329128115273166,0.26095238095238094,1.01672806847043
Walker2d-v5,vanilla,21,0.7820149763463539,0.2123809523809524,1.058422598328117
Walker2d-v5,vanilla,22,0.7481565143369571,0.21023809523809525,1.0237496228759049
Walker2d-v5,vanilla,23,0.746152380868476,0.2542857142857143,1.0905044107406723
Walker2d-v5,vanilla,24,0.16991214471672145,1.0,0.202863869341876
Walker2d-v5,vanilla,25,0.738555919960528,0.23595238095238097,0.9533645328932185
Walker2d-v5,vanilla,26,0.6733631798782833,0.305952380952381,0.950091276269192
Walker2d-v5,vanilla,27,0.7813045220947477,0.18571428571428572,0.9478701922793978
Walker2d-v5,vanilla,28,0.6648717953302465,0.2861904761904762,0.8922490655925271
Walker2d-v5,vanilla,29,0.7261426400525676,0.2733333333333333,1.0207563388180634
Walker2d-v5,vanilla,30,0.6856568108766145,0.3364285714285714,0.9961926402844002
