env_id,axis,model_label,n_seeds,n_factors,seed_main_variance,perturbation_main_variance,seed_perturbation_interaction_variance,total_decomposed_variance,seed_fraction,perturbation_fraction,interaction_fraction
Walker2d-v5,friction_mass,tvc225,30,14,0.006194656263258295,0.03642613161410884,0.008934130331414944,0.05155491820878208,0.12015645603726458,0.7065500805683339,0.17329346339440158
Walker2d-v5,friction_mass,tvc250,30,14,0.006623631781545233,0.06929178388917252,0.011672030596872022,0.08758744626758978,0.07562307229861767,0.7911154719305105,0.13326145577087176
Walker2d-v5,friction_mass,tvc275,30,14,0.007251768653450108,0.07871016130607768,0.01593069266018384,0.10189262261971163,0.07117069388345705,0.7724814543231789,0.156347851793364
Walker2d-v5,friction_mass,tvc300,30,14,0.0056284271162451004,0.09511210382706735,0.019124404522270204,0.11986493546558266,0.046956410516411744,0.7934939726754143,0.15954961680817387
Walker2d-v5,friction_mass,tvc400,30,14,0.014627162709503953,0.12410025934609457,0.025577172627037233,0.16430459468263575,0.08902467236389341,0.7553060800630788,0.15566924757302794
Walker2d-v5,friction_mass,tvc500,30,14,0.013484681337201552,0.10439801048471908,0.02613994708119405,0.1440226389031147,0.09362890056661728,0.7248722234214063,0.1814988760119763
Walker2d-v5,friction_mass,vanilla,30,14,0.011633398827355671,0.1186890709795665,0.02634550848304559,0.15666797828996776,0.07425511552733566,0.7575834722261605,0.16816141224650388
Walker2d-v5,friction_mass_damping,tvc100,30,14,0.00022914849119179647,0.0014768741320894427,0.000296847519692228,0.002002870142973467,0.114410058982457,0.737378874646796,0.14821106637074696
Walker2d-v5,friction_mass_damping,tvc150,30,14,0.001095180100182604,0.004867183939962576,0.0017716863244453746,0.007734050364590555,0.14160498685097242,0.6293188834464292,0.2290761297025984
Walker2d-v5,friction_mass_damping,tvc200,30,14,0.0034882919500595316,0.024701638178783947,0.007160736313311326,0.0353506664421548,0.09867683699167348,0.6987601837494031,0.2025629792589235
Walker2d-v5,friction_mass_damping,tvc225,30,14,0.005655896199024042,0.03426766954571879,0.008754133269030847,0.04867769901377368,0.1161907056745568,0.7039706115940797,0.17983868273136341
Walker2d-v5,friction_mass_damping,tvc250,30,14,0.006285072292137069,0.07062751510943718,0.011427392298592366,0.08833997970016662,0.0711464086076218,0.7994966191881973,0.129356972204181
Walker2d-v5,friction_mass_damping,tvc275,30,14,0.007090872953273196,0.0790438327645856,0.015618521272308214,0.101753226990167,0.0696869589596252,0.7768189285262084,0.15349411251416645
Walker2d-v5,friction_mass_damping,tvc300,30,14,0.00553852851784494,0.09720853476874637,0.017532483143476465,0.12027954643006777,0.04604713504689776,0.8081884048778384,0.1457644600752639
Walker2d-v5,friction_mass_damping,tvc400,30,14,0.014721147786997195,0.12434906543185553,0.025859301865461707,0.16492951508431444,0.0892572065071041,0.7539527741186071,0.15679001937428874
Walker2d-v5,friction_mass_damping,tvc500,30,14,0.01462763776254094,0.10362642553587499,0.02642123742084616,0.1446753007192621,0.10110666913992053,0.7162689486089877,0.18262438225109168
Walker2d-v5,friction_mass_damping,vanilla,30,14,0.012061963111951025,0.11903815718964258,0.025537333294057357,0.15663745359565096,0.07700561286630828,0.7599597315781932,0.16303465555549865
Walker2d-v5,leg_left_actuator_gain,tvc100,30,15,0.00048456927003583995,9.73555051650774e-05,0.0001537923124938913,0.0007357170876948088,0.6586353343431514,0.13232736712710763,0.2090372985297409
Walker2d-v5,leg_left_actuator_gain,tvc150,30,15,0.001427527125908507,0.0009440588045857769,0.0009287337367237125,0.0033003196672179965,0.4325420776926862,0.28605071622700445,0.2814072060803093
Walker2d-v5,leg_left_actuator_gain,tvc200,30,15,0.008206110091125457,0.006374360868446281,0.00594386297117713,0.02052433393074887,0.3998234543841317,0.31057577263915137,0.2896007729767169
Walker2d-v5,leg_left_actuator_gain,tvc225,30,15,0.01750084368952292,0.011859017322604323,0.010037487809821673,0.03939734882194892,0.4442137405898975,0.3010105420087929,0.25477571740130955
Walker2d-v5,leg_left_actuator_gain,tvc250,30,15,0.018131727264208128,0.03682295695752423,0.014279356535282667,0.06923404075701503,0.2618903514218323,0.5318620227116124,0.20624762586655515
Walker2d-v5,leg_left_actuator_gain,tvc275,30,15,0.021481831261877412,0.039304929627394174,0.018305052416332707,0.07909181330560429,0.27160625561679025,0.49695319887942313,0.23144054550378665
Walker2d-v5,leg_left_actuator_gain,tvc300,30,15,0.007933504505838051,0.05918962950768028,0.012317037790894771,0.0794401718044131,0.09986766551022647,0.7450843592509974,0.15504797523877623
Walker2d-v5,leg_left_actuator_gain,tvc400,30,15,0.023415038753818798,0.060206753519597735,0.013884256728866807,0.09750604900228335,0.24013934513201818,0.6174668560120598,0.14239379885592196
Walker2d-v5,leg_left_actuator_gain,tvc500,30,15,0.03237597207601907,0.05001876878766009,0.019517843435764924,0.10191258429944408,0.3176837512126133,0.4908007105451543,0.19151553824223247
Walker2d-v5,leg_left_actuator_gain,vanilla,30,15,0.022857797568411498,0.05291467907707038,0.015466212315715617,0.09123868896119748,0.25052746623893946,0.5799587837082385,0.16951375005282218
Walker2d-v5,leg_left_damping,tvc100,30,15,0.0006645879757049329,1.5616271088941198e-06,4.030940513203771e-05,0.0007064590079458647,0.9407311227261748,0.0022104992523696238,0.057058378021455684
Walker2d-v5,leg_left_damping,tvc150,30,15,0.0031616985859179805,2.84221127347169e-06,0.00016833266550500743,0.0033328734626964594,0.9486404513419511,0.0008527810327284975,0.05050676762532052
Walker2d-v5,leg_left_damping,tvc200,30,15,0.019380134801279772,1.9686231127003435e-05,0.0012093176965060892,0.020609138728912867,0.940366070421521,0.0009552185263999087,0.05867871105207902
Walker2d-v5,leg_left_damping,tvc225,30,15,0.034044282043970336,6.614554041413995e-05,0.001491547985278218,0.03560197556966269,0.9562469918939076,0.0018579176957388896,0.04189509041035358
Walker2d-v5,leg_left_damping,tvc250,30,15,0.040400877991943134,6.899035811123637e-05,0.0017711783619268364,0.0422410467119812,0.9564364791292891,0.0016332539906419514,0.04193026688006908
Walker2d-v5,leg_left_damping,tvc275,30,15,0.03774278749268698,2.466862598687811e-05,0.000786544434972755,0.03855400055364661,0.97895904317813,0.0006398460764805077,0.020401110745389563
