env_id,axis,model_label,n_shifted_rows,nominal_retention,reliability_auc,return_cvar10,return_cvar20,return_q10,return_min,catastrophe_prob_t0p25,catastrophe_prob_t0p5,catastrophe_prob_t0p75
Walker2d-v5,action_noise,tvc100,150,0.14104258942555725,0.135650139294062,0.10383714726787231,0.10834228674927086,0.10934399752233666,0.09748219053458172,1.0,1.0,1.0
Walker2d-v5,action_noise,tvc150,150,0.19052566738209561,0.1654354855357516,0.09707836685112299,0.10619746644649704,0.11081480220211154,0.06084590656820951,0.94,1.0,1.0
Walker2d-v5,action_noise,tvc200,150,0.3632753034910417,0.2990050212057152,0.13062233439067963,0.14854748182944463,0.15231709378901157,0.10309858768307019,0.4533333333333333,0.8933333333333333,1.0
Walker2d-v5,action_noise,tvc225,150,0.4951869212838787,0.39308616562261706,0.14714161143128157,0.17257707843588296,0.1777258125331956,0.11009952124743513,0.32,0.72,0.9266666666666666
Walker2d-v5,action_noise,tvc250,150,0.7964041064693494,0.596800052550588,0.20361574930294282,0.24232281219518004,0.24005947905151742,0.1643713946719219,0.10666666666666667,0.36,0.6733333333333333
Walker2d-v5,action_noise,tvc275,150,0.8520267629928906,0.6790595151145002,0.189523172964032,0.25433973277800725,0.2491230366626025,0.13164736601491434,0.10666666666666667,0.24666666666666667,0.44666666666666666
Walker2d-v5,action_noise,tvc300,150,0.8966360684856804,0.763308561880742,0.2761528778187358,0.39011966135989556,0.35734823981999897,0.18765923593058423,0.03333333333333333,0.14666666666666667,0.31333333333333335
Walker2d-v5,action_noise,tvc400,150,1.0252519776923195,0.8618169199718301,0.26785414318816597,0.4623685937821486,0.4459651392843215,0.15274650186448185,0.06,0.10666666666666667,0.17333333333333334
Walker2d-v5,action_noise,tvc500,150,0.9432115800866562,0.7893180519209918,0.21308635457291963,0.30150884286623914,0.2696272590939704,0.15274650186448185,0.08,0.17333333333333334,0.24666666666666667
Walker2d-v5,action_noise,vanilla,150,1.0,0.8482907242167018,0.23971157037827057,0.41985000289978874,0.4217304218576234,0.15274650186448185,0.06666666666666667,0.11333333333333333,0.20666666666666667
Walker2d-v5,action_replace,tvc100,300,0.14028986657708173,0.10314033603658088,0.06983975705174421,0.07515937046523223,0.07638513844498043,0.056184539700796045,1.0,1.0,1.0
Walker2d-v5,action_replace,tvc150,300,0.19052566738209561,0.09743166763887588,0.03899999245542018,0.047160671297353345,0.051185925588206845,0.016670022998630206,0.99,1.0,1.0
Walker2d-v5,action_replace,tvc200,300,0.3632753034910417,0.1278403584067534,0.028023673758110386,0.03470255951343547,0.03651711370556161,0.01351362847940042,0.8766666666666667,0.9866666666666667,1.0
Walker2d-v5,action_replace,tvc225,300,0.49981781161949634,0.15374656084121824,0.03224759114986943,0.040093613429171615,0.041227486475896115,0.011431109356105393,0.83,0.9566666666666667,1.0
Walker2d-v5,action_replace,tvc250,300,0.7783404332358299,0.22093896117626552,0.032274746119119374,0.040653719825430236,0.04309576066932493,0.010202804725871473,0.6966666666666667,0.8566666666666667,0.9633333333333334
Walker2d-v5,action_replace,tvc275,300,0.851172956053021,0.24031472970497333,0.03416916729558566,0.041731632620034854,0.0423350985427224,0.022517139672451322,0.7,0.8266666666666667,0.9233333333333333
Walker2d-v5,action_replace,tvc300,300,0.9038170947777215,0.29312106235576046,0.032209627641069404,0.04128913148337602,0.043066448046499214,0.018326481913286414,0.6133333333333333,0.7533333333333333,0.8866666666666667
Walker2d-v5,action_replace,tvc400,300,1.0258196824080925,0.3369584029441461,0.036284902154491226,0.045301577146488685,0.044735009799227676,0.012690081344099614,0.5933333333333334,0.7133333333333334,0.81
Walker2d-v5,action_replace,tvc500,300,0.9432115800866562,0.2769978300602178,0.034260408684480874,0.04383782222739808,0.044331343482587486,0.012690081344099614,0.66,0.7966666666666666,0.89
Walker2d-v5,action_replace,vanilla,300,1.0,0.3099075989833937,0.03586243800256537,0.046158486609078286,0.045288514288279486,0.024906731059695625,0.6233333333333333,0.7533333333333333,0.8433333333333334
Walker2d-v5,actuator_gain,tvc100,450,0.1318096838621525,0.1022752220818312,0.03605208423534501,0.05099344211946325,0.063076960921719,0.02244497069021072,1.0,1.0,1.0
Walker2d-v5,actuator_gain,tvc150,450,0.18042517827384358,0.11956920799144491,0.007120559098499668,0.023585459480215037,0.022904724150122634,-0.00016642437124136792,0.9155555555555556,1.0,1.0
Walker2d-v5,actuator_gain,tvc200,450,0.3472259997788797,0.18611361480764477,0.0008236975524861165,0.001657316970758502,0.0014125757930506652,0.00021160424319070594,0.6866666666666666,0.9066666666666666,0.9977777777777778
Walker2d-v5,actuator_gain,tvc225,450,0.4076357378765153,0.22468311856048812,0.0009228169806777282,0.0035602194906097086,0.0016368237723148862,9.965674008994878e-05,0.6466666666666666,0.84,0.9577777777777777
Walker2d-v5,actuator_gain,tvc250,450,0.7627767510105717,0.30153328022987586,0.0009679164706272253,0.005354052858345366,0.0017757229440759936,0.0003218029454580653,0.5822222222222222,0.7022222222222222,0.88
Walker2d-v5,actuator_gain,tvc275,450,0.8339700848819503,0.32187258833986343,0.0010780371608160955,0.005059747060745488,0.0018886108701341047,-5.9317023943388655e-05,0.5711111111111111,0.6688888888888889,0.8333333333333334
Walker2d-v5,actuator_gain,tvc300,450,0.8746225079490728,0.3755960128591817,0.0011281295320662841,0.007658171779898839,0.0022428150183575594,-0.00010627287419523935,0.5333333333333333,0.5955555555555555,0.7511111111111111
Walker2d-v5,actuator_gain,tvc400,450,1.0213849290516674,0.4157148657337348,0.0012700044272513189,0.005561781793041238,0.0019182144743332288,0.0004165385244939423,0.5222222222222223,0.58,0.6755555555555556
Walker2d-v5,actuator_gain,tvc500,450,0.9661925585925543,0.37248942732279305,0.0010570996158273543,0.0060576144850435784,0.0018668020667223055,-0.00010262140385149109,0.5555555555555556,0.6377777777777778,0.7377777777777778
Walker2d-v5,actuator_gain,vanilla,450,1.0,0.4059115095460331,0.001129615756035536,0.005308895912429546,0.0018254368928907743,0.00036496374855882224,0.5288888888888889,0.5911111111111111,0.68
Walker2d-v5,damping,tvc100,450,0.1318742150691079,0.13905075735279493,0.10186997680364372,0.10864925054070776,0.1101398435305086,0.0904535024394725,1.0,1.0,1.0
Walker2d-v5,damping,tvc150,450,0.18051351058887538,0.19258837669333995,0.12502482933087178,0.12914925211700243,0.129946064371458,0.11100498684013811,0.8755555555555555,0.9977777777777778,1.0
Walker2d-v5,damping,tvc200,450,0.3473959942147624,0.356728660373655,0.16842455059168152,0.18592152881214832,0.18863930678751853,0.14384383957317146,0.2644444444444444,0.8022222222222222,0.9977777777777778
Walker2d-v5,damping,tvc225,450,0.4078353076303646,0.46887127388856314,0.21585949054004808,0.23874012284614396,0.23729120225158745,0.1783425751968743,0.1288888888888889,0.5733333333333334,0.9044444444444445
Walker2d-v5,damping,tvc250,450,0.7631501902218493,0.7016534056379852,0.2955868900112842,0.36369077994709836,0.3749118047928212,0.2261656246456157,0.017777777777777778,0.21555555555555556,0.4955555555555556
Walker2d-v5,damping,tvc275,450,0.833337986059868,0.7779181059877549,0.32624149688197884,0.45528815471783496,0.4937597683764292,0.23811194199456714,0.035555555555555556,0.10444444444444445,0.3466666666666667
Walker2d-v5,damping,tvc300,450,0.8750507044549329,0.87635979837022,0.7272455049696144,0.7589511520952098,0.7683135866356579,0.6466460605678912,0.0,0.0,0.07777777777777778
Walker2d-v5,damping,tvc400,450,1.0218849773053804,0.9431857484914432,0.5998680338744549,0.7460698313070471,0.8574137803886545,0.19039883623274037,0.03333333333333333,0.03333333333333333,0.051111111111111114
Walker2d-v5,damping,tvc500,450,0.9666655858401008,0.890023215038825,0.39418231444759777,0.6030227895520776,0.7377240351710105,0.19039883623274037,0.03333333333333333,0.06666666666666667,0.12
Walker2d-v5,damping,vanilla,450,1.0,0.9416740222122146,0.6050314348073454,0.7534224514161162,0.8722672191459725,0.18947641073588392,0.03333333333333333,0.03333333333333333,0.04888888888888889
Walker2d-v5,foot_left_actuator_gain,tvc100,450,0.1318096838621525,0.11809515867024445,0.0738124931457958,0.08077945023771368,0.08207139614126346,0.025650024361315447,1.0,1.0,1.0
Walker2d-v5,foot_left_actuator_gain,tvc150,450,0.18042517827384358,0.14600811129292057,0.06216171829423741,0.06948267858060204,0.07147570394504507,0.04923561349189899,0.9022222222222223,1.0,1.0
Walker2d-v5,foot_left_actuator_gain,tvc200,450,0.3472259997788797,0.23935302026241262,0.05214242032752566,0.06416791727955815,0.06672853612729093,0.03631326628260216,0.6333333333333333,0.8977777777777778,0.9955555555555555
Walker2d-v5,foot_left_actuator_gain,tvc225,450,0.4076357378765153,0.2931323527799143,0.053104741989385515,0.06627256221825092,0.06685897152328917,0.03733561019126665,0.52,0.8266666666666667,0.9711111111111111
Walker2d-v5,foot_left_actuator_gain,tvc250,450,0.7627767510105717,0.43452911188034854,0.05657676300561924,0.07038084437256144,0.07308966388355174,0.0014174928824120542,0.3688888888888889,0.5555555555555556,0.82
Walker2d-v5,foot_left_actuator_gain,tvc275,450,0.8339700848819503,0.45450834386271816,0.05652463820133573,0.06640073557810565,0.06869153627077958,0.043876709585738076,0.4111111111111111,0.5088888888888888,0.7533333333333333
