model_label,axis,factor,scenario_label,n,mean_return_mean,mean_return_ci95,median_return_mean,median_return_ci95,iqm_return_mean,iqm_return_ci95,seed_iqm_of_mean_return
klprho0,foot_left_actuator_gain,0.0,foot_left_actuator_gain_0,30,378.6736887449525,89.96939400150988,354.0611597286944,89.4043795258526,358.1885808715531,85.32391967141562,329.5955798926616
klprho0,foot_left_actuator_gain,0.1,foot_left_actuator_gain_0p1,30,850.0101268635742,387.4590957709596,817.6309615818835,401.21217274219003,822.750859854668,400.60180146609963,443.1858799652434
klprho0,foot_left_actuator_gain,0.2,foot_left_actuator_gain_0p2,30,1221.0767069887236,487.1855518835997,1209.1779462324198,509.0807296552122,1213.9610306587963,504.31197943448126,618.111132240568
klprho0,foot_left_actuator_gain,0.3,foot_left_actuator_gain_0p3,30,1471.3584531624963,528.9745239695826,1433.7836202862627,564.915194135326,1453.0745976470616,563.6690723606222,871.8947392988132
klprho0,foot_left_actuator_gain,0.4,foot_left_actuator_gain_0p4,30,1794.2680782747227,555.8550119919197,1824.5168034931476,627.4658787144479,1814.1396219665219,589.7244425203469,1387.580918757146
klprho0,foot_left_actuator_gain,0.5,foot_left_actuator_gain_0p5,30,2257.9890832029746,608.7992511278271,2323.8743372039444,660.8568844985862,2275.218695872648,639.0798129382073,2093.610953034515
klprho0,foot_left_actuator_gain,0.6,foot_left_actuator_gain_0p6,30,2682.852157626938,559.0645667955882,2793.2003035000685,633.0146991280052,2728.426418516909,615.3295366749577,2702.6635606054037
klprho0,foot_left_actuator_gain,0.7,foot_left_actuator_gain_0p7,30,3401.513409810824,476.8644104397444,3495.5845913891535,500.2012131449696,3499.5799102772858,490.7679396129985,3694.016447865885
klprho0,foot_left_actuator_gain,0.8,foot_left_actuator_gain_0p8,30,3930.080939423978,328.4838104233996,4012.643986345831,349.5248069144474,4009.05443830341,345.0812664919617,4001.559811010181
klprho0,foot_left_actuator_gain,0.9,foot_left_actuator_gain_0p9,30,4147.818241949476,229.71555749484529,4196.95989627314,232.0521639624012,4196.93262824735,227.922852796653,4097.339530846107
klprho0,foot_left_actuator_gain,1.0,foot_left_actuator_gain_1,30,4134.915666816267,221.20990227050038,4196.783683820691,218.26602219916128,4198.328109344688,214.93876797701796,4046.503631399103
klprho0,foot_left_actuator_gain,1.1,foot_left_actuator_gain_1p1,30,4109.426447952423,224.74955769025948,4161.823493599207,240.44784141596077,4165.666504850521,235.0068779960218,4034.9730847805063
klprho0,foot_left_actuator_gain,1.3,foot_left_actuator_gain_1p3,30,3962.678888139073,260.1460370405646,4013.158528384598,280.48546241744697,4017.905572351187,276.41692458931595,3950.5856915868053
klprho0,foot_left_actuator_gain,1.5,foot_left_actuator_gain_1p5,30,3882.805946532754,269.91717448979097,4002.021869369573,273.3684910080205,3990.586405956939,279.22006738675793,3888.9816798909596
klprho0,foot_left_actuator_gain,1.7,foot_left_actuator_gain_1p7,30,3799.3645054680883,243.3255751531734,3951.021344818989,250.96932653516834,3937.083148278321,247.61598636615173,3861.2154701642103
klprho0,foot_left_actuator_gain,2.0,foot_left_actuator_gain_2,30,3638.586539934503,271.6253319769653,3774.6613731415314,305.93413562736697,3779.881984670303,286.4807591372446,3734.410463195668
klprho0,foot_left_damping,0.0,foot_left_damping_0,30,4153.67034959478,220.5936705191451,4185.25588159207,227.84384837070175,4193.483593730797,219.61893435617927,4081.8866913110214
klprho0,foot_left_damping,0.1,foot_left_damping_0p1,30,4104.464204527017,230.5375071416329,4171.608112852415,241.3541883853464,4169.998232213811,234.55427668564042,4000.2906850623363
klprho0,foot_left_damping,0.2,foot_left_damping_0p2,30,4132.852844879731,212.24423183647917,4185.412985325724,228.79772344569588,4196.185462118404,214.90967714669299,4061.3894616420002
klprho0,foot_left_damping,0.3,foot_left_damping_0p3,30,4088.6374922603727,250.53725474866638,4165.601047218498,249.8671068857732,4160.985928975031,248.66906802690536,4020.133975009315
klprho0,foot_left_damping,0.4,foot_left_damping_0p4,30,4099.324878412803,224.77283921574647,4173.782678016633,237.17455539168836,4173.228224850142,238.95108810188378,4063.1337513170133
klprho0,foot_left_damping,0.5,foot_left_damping_0p5,30,4105.288096205543,224.25711316845567,4179.1077195077005,233.49246249815232,4186.320820390764,224.3035168481208,4019.97545580433
klprho0,foot_left_damping,0.6,foot_left_damping_0p6,30,4139.483673116611,227.15229380387228,4185.2285890794055,230.9083013375454,4183.1497032736825,231.11700107798225,4058.3406462920393
klprho0,foot_left_damping,0.7,foot_left_damping_0p7,30,4136.941312579255,224.54853526300477,4184.241250254394,226.04375226887043,4183.31415627688,227.63390427579446,4057.028601611951
klprho0,foot_left_damping,0.8,foot_left_damping_0p8,30,4140.371341098603,229.2295963929724,4171.881217798673,242.23854858832755,4179.126771245514,235.20054876999464,4092.474413729612
klprho0,foot_left_damping,0.9,foot_left_damping_0p9,30,4113.883867249947,224.54217808805254,4180.650006240788,234.59290661244034,4179.858218051664,233.79356055687214,4059.2959886207577
klprho0,foot_left_damping,1.0,foot_left_damping_1,30,4131.940741620426,226.62471054240106,4182.030415414662,228.91601360511547,4180.875774288766,229.02588788275864,4048.552574258986
klprho0,foot_left_damping,1.1,foot_left_damping_1p1,30,4169.348462961297,217.98230912152746,4181.230741802246,229.77839714507917,4182.666216115622,228.37377549825476,4117.85304764146
klprho0,foot_left_damping,1.3,foot_left_damping_1p3,30,4108.110657023058,237.98322711561136,4177.732873607764,236.09102096165947,4172.374573716114,237.8136875535242,4054.756359402913
klprho0,foot_left_damping,1.5,foot_left_damping_1p5,30,4158.269309127844,226.97086279961954,4176.2042107106545,241.36660273736317,4179.499263258959,236.96224736086947,4093.418197488136
klprho0,foot_left_damping,1.7,foot_left_damping_1p7,30,4156.4992817981065,209.52592022398224,4202.270940957498,211.7910878604948,4206.964179717129,207.6696538263824,4088.7516648229894
klprho0,foot_left_damping,2.0,foot_left_damping_2,30,4139.56141173563,217.2863565114581,4195.369848637538,224.28493705725583,4191.6573835152185,220.31743232447445,4059.5584090620528
klprho0,foot_left_friction,0.0,foot_left_friction_0,30,4010.650822579403,194.91967102210538,4175.73825366335,162.9809869528385,4140.9511521195045,161.4434211548368,3989.2972237587824
klprho0,foot_left_friction,0.1,foot_left_friction_0p1,30,4010.650822579403,194.91967102210538,4175.73825366335,162.9809869528385,4140.9511521195045,161.4434211548368,3989.2972237587824
klprho0,foot_left_friction,0.2,foot_left_friction_0p2,30,4010.650822579403,194.91967102210538,4175.73825366335,162.9809869528385,4140.9511521195045,161.4434211548368,3989.2972237587824
klprho0,foot_left_friction,0.3,foot_left_friction_0p3,30,4010.650822579403,194.91967102210538,4175.73825366335,162.9809869528385,4140.9511521195045,161.4434211548368,3989.2972237587824
klprho0,foot_left_friction,0.4,foot_left_friction_0p4,30,4071.6599479120287,190.19924149705398,4192.680486559411,163.2318071278003,4169.868468554845,175.2102620764652,4050.2469829766
klprho0,foot_left_friction,0.5,foot_left_friction_0p5,30,4110.586464798121,178.85156471146394,4209.032590381634,167.10593281123053,4202.092769842943,163.25236342134605,4070.8843435255917
klprho0,foot_left_friction,0.6,foot_left_friction_0p6,30,4148.184530086688,191.64419307334904,4224.307330433412,174.19924807561836,4218.993732982787,174.67598051211098,4086.934542045019
klprho0,foot_left_friction,0.7,foot_left_friction_0p7,30,4168.85934218006,177.34732026570106,4231.365294295648,176.66220953482113,4228.414716713946,175.76131889434077,4087.761592006079
klprho0,foot_left_friction,0.8,foot_left_friction_0p8,30,4126.5017914789805,202.76541425666872,4226.12107875371,185.35051724913393,4218.239300883679,189.5646407257837,4086.62334774915
klprho0,foot_left_friction,0.9,foot_left_friction_0p9,30,4121.364923732034,220.73520892052977,4190.592332649564,218.9572140902574,4194.898085616873,215.0040004340803,4035.2008750440436
klprho0,foot_left_friction,1.0,foot_left_friction_1,30,4131.940741620426,226.62471054240106,4182.030415414662,228.91601360511547,4180.875774288766,229.02588788275864,4048.552574258986
klprho0,foot_left_friction,1.1,foot_left_friction_1p1,30,4106.1503055386165,240.27051092711807,4174.107191324726,241.45552460372087,4169.482392377884,245.48758833232847,4055.407139182508
klprho0,foot_left_friction,1.3,foot_left_friction_1p3,30,4041.2676413441145,291.9011857065058,4095.4918170479727,297.38183869127863,4096.484834419457,289.6712132820834,4044.3422899333095
klprho0,foot_left_friction,1.5,foot_left_friction_1p5,30,3614.0389057421935,445.9543898168181,3720.872798508513,452.68555333768774,3698.7149489731974,453.3079416123174,3822.19895914117
klprho0,foot_left_friction,1.7,foot_left_friction_1p7,30,3274.022966084916,476.1637131866341,3498.2078225846003,505.8969890371843,3442.400094981279,504.7094650394161,3519.5836229664174
klprho0,foot_left_friction,2.0,foot_left_friction_2,30,2457.142459921762,557.8725207968464,2494.6442422088517,597.3825722429892,2517.0234137990697,591.1080973064792,2439.9702725701354
klprho0,foot_left_mass,0.1,foot_left_mass_0p1,30,2465.1983307463784,434.039188424854,2554.098155451674,499.056964286214,2527.6424812036653,480.21184269300755,2338.4546653280495
klprho0,foot_left_mass,0.2,foot_left_mass_0p2,30,2937.394127798881,424.82638711626873,3010.9916773863692,472.2794824086655,3006.849078471089,463.7941301351056,2964.5953861912126
klprho0,foot_left_mass,0.3,foot_left_mass_0p3,30,3347.091074734124,362.2393630365642,3453.54296598518,429.97903446430234,3454.316712723164,406.96685371861986,3484.2864871820716
klprho0,foot_left_mass,0.4,foot_left_mass_0p4,30,3599.442733838341,299.79433707280793,3816.7241065638973,335.48672703098083,3765.4683503408837,324.7162420193889,3592.112576206181
klprho0,foot_left_mass,0.5,foot_left_mass_0p5,30,3866.212459830999,258.7943253522634,4021.4774210030387,260.7300313797992,3991.7735066499786,257.81807335594544,3894.012310192013
klprho0,foot_left_mass,0.6,foot_left_mass_0p6,30,4009.592902545743,238.4064825312364,4122.191766244087,260.03859415026665,4112.965938559068,249.83601996992604,3986.742959085198
klprho0,foot_left_mass,0.7,foot_left_mass_0p7,30,4098.196449642449,234.1022582221419,4157.847318621513,245.13095507633344,4155.122451700549,244.60823049580705,4057.408467057195
klprho0,foot_left_mass,0.8,foot_left_mass_0p8,30,4116.764382224255,227.49844353703156,4143.627558781494,250.08110375745065,4152.51578266871,241.16654807593102,4091.987094057186
klprho0,foot_left_mass,0.9,foot_left_mass_0p9,30,4160.735759267858,209.27639906146476,4207.977765260918,211.8153770360887,4196.397409699388,214.10464130276034,4096.983284057192
klprho0,foot_left_mass,1.0,foot_left_mass_1,30,4134.915666816267,221.20990227050038,4196.783683820691,218.26602219916128,4198.328109344688,214.93876797701796,4046.503631399103
klprho0,foot_left_mass,1.1,foot_left_mass_1p1,30,4102.956184638163,232.6229136164934,4170.681023521017,227.2027288983097,4167.422787807391,227.59369998554016,4050.4849765405315
klprho0,foot_left_mass,1.3,foot_left_mass_1p3,30,4087.716457943473,215.42227232962512,4121.715012130446,229.1549839102011,4121.53982805273,227.3588463972938,4012.1369893454657
klprho0,foot_left_mass,1.5,foot_left_mass_1p5,30,3997.2372112640346,227.7929853808583,4067.4803296900604,226.54523155923306,4053.2576286945955,229.94954348577286,3955.5603748974204
klprho0,foot_left_mass,1.7,foot_left_mass_1p7,30,3938.4586225043577,224.349903784669,4006.5405590537725,228.92828482314934,4002.6678250450186,229.4914610274274,3899.3652230273306
klprho0,foot_left_mass,2.0,foot_left_mass_2,30,3730.3597592758542,270.5459867217815,3827.000447539262,274.4181147532158,3817.1665209031135,272.9841631482781,3757.1470465397592
klprho0,leg_left_actuator_gain,0.0,leg_left_actuator_gain_0,30,996.4875618254483,259.31915941307875,941.8951218556181,313.24441379478407,951.3586946118818,298.5754558850877,829.4547487778664
klprho0,leg_left_actuator_gain,0.1,leg_left_actuator_gain_0p1,30,1701.1129500443928,383.6132466430229,1676.4733782045562,444.3817936995295,1707.2718935271746,444.8988054573151,1496.7975748991564
klprho0,leg_left_actuator_gain,0.2,leg_left_actuator_gain_0p2,30,2622.4170834591328,438.4462865785308,2798.5746632402684,496.6599171794377,2733.210452848531,487.74274236137376,2809.7849818662366
klprho0,leg_left_actuator_gain,0.3,leg_left_actuator_gain_0p3,30,3198.0164962869635,369.7451470279604,3345.406001031811,444.91835782414404,3303.874174500649,436.3206984031857,3485.966306917767
