model_label,axis,factor,scenario_label,n,drop_mean_return_mean,drop_mean_return_ci95,drop_median_return_mean,drop_median_return_ci95,drop_iqm_return_mean,drop_iqm_return_ci95,rel_drop_mean_return_mean,rel_drop_mean_return_ci95
klprho0,foot_left_actuator_gain,0.0,foot_left_actuator_gain_0,30,3756.241978071315,235.41208877473179,3842.722524091997,233.418293544548,3840.1395284731334,229.62837694559934,0.9070789307881847,0.020297759930790953
klprho0,foot_left_actuator_gain,0.1,foot_left_actuator_gain_0p1,30,3284.9055399526924,423.2420186060267,3379.1527222388086,448.1456971720699,3375.5772494900184,445.7834892224831,0.7956579284759614,0.09294111191332334
klprho0,foot_left_actuator_gain,0.2,foot_left_actuator_gain_0p2,30,2913.838959827544,475.43889988089313,2987.605737588272,507.41704293671944,2984.367078685891,499.1367139613442,0.7126129065195551,0.11247947885567033
klprho0,foot_left_actuator_gain,0.3,foot_left_actuator_gain_0p3,30,2663.5572136537708,500.3836991682274,2763.000063534429,544.7425692915986,2745.2535116976255,540.5642675612211,0.6549609629007789,0.12094046592421365
klprho0,foot_left_actuator_gain,0.4,foot_left_actuator_gain_0p4,30,2340.6475885415452,511.06459625801034,2372.2668803275446,582.2329241562187,2384.1884873781655,546.1066547993023,0.5788770998393554,0.12742575299873976
klprho0,foot_left_actuator_gain,0.5,foot_left_actuator_gain_0p5,30,1876.926583613293,524.8927347332262,1872.9093466167483,561.2662775798208,1923.1094134720386,553.373310940536,0.47400138161010574,0.13437109088491286
klprho0,foot_left_actuator_gain,0.6,foot_left_actuator_gain_0p6,30,1452.0635091893294,444.82993297641167,1403.5833803206233,517.119666511657,1469.901690827778,496.06333211320737,0.37319112943105076,0.1167683671209131
klprho0,foot_left_actuator_gain,0.7,foot_left_actuator_gain_0p7,30,733.4022570054433,362.31011468298686,701.1990924315386,391.32030395882197,698.7481990674015,374.7761961018489,0.1917927741822435,0.09677227990212926
klprho0,foot_left_actuator_gain,0.8,foot_left_actuator_gain_0p8,30,204.83472739228876,208.99243127513253,184.13969747486092,224.8623951560447,189.27367104127688,220.8216024124475,0.054597804400155825,0.057493692007015894
klprho0,foot_left_actuator_gain,0.9,foot_left_actuator_gain_0p9,30,-12.902575133208847,62.423527338780865,-0.17621245244807446,45.720212298426105,1.3954810973376803,45.6544942565242,-0.002262246558928261,0.017854496767841344
klprho0,foot_left_actuator_gain,1.0,foot_left_actuator_gain_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
klprho0,foot_left_actuator_gain,1.1,foot_left_actuator_gain_1p1,30,25.489218863845476,52.99655773733078,34.96019022148577,35.01491137112153,32.66160449416581,32.22912035179022,0.006553632950402951,0.014513939357451804
klprho0,foot_left_actuator_gain,1.3,foot_left_actuator_gain_1p3,30,172.23677867719465,128.38445704175217,183.6251554360937,139.9793515719995,180.42253699350056,137.38691964439926,0.04352616783495676,0.03425911805407971
klprho0,foot_left_actuator_gain,1.5,foot_left_actuator_gain_1p5,30,252.10972028351333,133.92583252907377,194.76181445111905,122.03174892418555,207.74170338774744,133.10170972626474,0.06466674392943997,0.036735107396945584
klprho0,foot_left_actuator_gain,1.7,foot_left_actuator_gain_1p7,30,335.5511613481792,178.44853303507537,245.76233900170337,164.3100202222771,261.2449610663656,152.00235950885968,0.07841259171192934,0.04217150489675934
klprho0,foot_left_actuator_gain,2.0,foot_left_actuator_gain_2,30,496.32912688176486,202.10509980715912,422.1223106791607,213.3496880643155,418.4461246743844,192.19386195628073,0.11956003183811022,0.048476389581406515
klprho0,foot_left_damping,0.0,foot_left_damping_0,30,-21.729607974355016,34.28142593412471,-3.2254661774088316,6.504205360940839,-12.607819442031662,18.840526485301265,-0.006895659831761198,0.010348460966338378
klprho0,foot_left_damping,0.1,foot_left_damping_0p1,30,27.4765370934101,29.47572035747491,10.422302562247683,19.212164901973473,10.877542074953878,15.907912726910299,0.006614382137323501,0.007682949462949828
klprho0,foot_left_damping,0.2,foot_left_damping_0p2,30,-0.9121032593044522,38.369140522129754,-3.3825699110613945,6.428406818632427,-15.309687829639111,26.460912777231385,-0.0027857036650783557,0.01224836984267795
klprho0,foot_left_damping,0.3,foot_left_damping_0p3,30,43.30324936005306,41.03253018608574,16.429368196164386,32.02177512207381,19.889845313733904,31.384695603378862,0.014052252681920794,0.014715790410749857
