env_id,axis,model_label,n_seeds,n_factors,seed_main_variance,perturbation_main_variance,seed_perturbation_interaction_variance,total_decomposed_variance,seed_fraction,perturbation_fraction,interaction_fraction
Walker2d-v5,friction_mass_damping,klprho0p05,30,14,0.0255379775260669,0.11224717033362466,0.029762260835408633,0.1675474086951002,0.15242239629346016,0.6699427416265809,0.1776348620799589
Walker2d-v5,friction_mass_damping,vanilla,30,14,0.006816050729507371,0.13679254599501658,0.017816171275142657,0.1614247679996666,0.04222431795300117,0.8474074188869153,0.11036826316008368
Walker2d-v5,leg_left_actuator_gain,klprho0,30,15,0.017130604046347506,0.05881010771806594,0.0195601634732444,0.09550087523765785,0.1793764088938169,0.6158070025192395,0.20481658858694363
Walker2d-v5,leg_left_actuator_gain,klprho0p05,30,15,0.05752388299806545,0.04746946446079646,0.020177341185435446,0.12517068864429737,0.45956352578304815,0.37923786291287703,0.16119861130407467
Walker2d-v5,leg_left_actuator_gain,vanilla,30,15,0.011261908874766456,0.06602902307096246,0.01776137152874474,0.09505230347447366,0.1184811778684653,0.6946598941570584,0.18685892797447634
Walker2d-v5,leg_left_damping,klprho0,30,15,0.024758307450372725,1.9491771225139917e-05,0.0004239568850467351,0.025201756106644598,0.9824040573047624,0.0007734290873484325,0.016822513607889264
Walker2d-v5,leg_left_damping,klprho0p05,30,15,0.07477932400422668,1.262903412150265e-05,0.0004014706243461746,0.07519342366269435,0.9944928740001885,0.0001679539713227379,0.00533917202848892
Walker2d-v5,leg_left_damping,vanilla,30,15,0.01036420534785221,6.076554726004899e-06,0.00014904967176248394,0.0105193315743407,0.985253223991258,0.0005776559739619909,0.014169120034779933
Walker2d-v5,leg_left_mass,klprho0,30,14,0.02476928961771565,0.00024988717629158887,0.0031318513139708907,0.028151028107978128,0.8798715813400763,0.008876662526608388,0.11125175613331542
Walker2d-v5,leg_left_mass,klprho0p05,30,14,0.07809686762022736,0.00019044682206689135,0.005110580138985252,0.08339789458127951,0.9364369210078106,0.0022835926856796373,0.06127948630650964
Walker2d-v5,leg_left_mass,vanilla,30,14,0.009736429837072383,0.0002896611252308248,0.002230001917039912,0.012256092879343119,0.7944154742399618,0.02363405108646252,0.18195047467357572
Walker2d-v5,mass,klprho0,30,14,0.0182172723232475,0.13921842165516593,0.023389402189061152,0.18082509616747458,0.10074526550438126,0.7699065262834212,0.12934820821219759
Walker2d-v5,mass,klprho0p05,30,14,0.030817587438321824,0.10755829739423475,0.027694301953044977,0.16607018678560156,0.18556965602807243,0.6476677089133024,0.1667626350586251
Walker2d-v5,mass,vanilla,30,14,0.010060789771837305,0.1370382208329706,0.01729369215421617,0.16439270275902407,0.061199734556253195,0.833602821372484,0.10519744407126284
Walker2d-v5,mass_damping,klprho0,30,14,0.016449879075616503,0.13820776225334333,0.02240548369404628,0.1770631250230061,0.0929040367579593,0.7805564384757456,0.12653952476629504
Walker2d-v5,mass_damping,klprho0p05,30,14,0.030699648114960756,0.1050972112794787,0.026843851785913277,0.16264071118035273,0.18875746356592005,0.6461925216432196,0.16505001479086043
Walker2d-v5,mass_damping,vanilla,30,14,0.00920860359899295,0.1357370996261261,0.01676270837244635,0.16170841159756538,0.05694573033040411,0.8393941804581407,0.10366008921145523
Walker2d-v5,thigh_left_actuator_gain,klprho0,30,15,0.01704047254375912,0.10322634266684476,0.022379830466380094,0.14264664567698399,0.11945932876926103,0.7236506836662358,0.15688998756450306
Walker2d-v5,thigh_left_actuator_gain,klprho0p05,30,15,0.05551841174939418,0.054921272402867115,0.02544724368827994,0.13588692784054124,0.40856330061816676,0.4041689165812578,0.1872677828005754
Walker2d-v5,thigh_left_actuator_gain,vanilla,30,15,0.01208855485432563,0.08847190543207205,0.020381389345287153,0.12094184963168483,0.09995344780272504,0.7315243292665322,0.1685222229307427
Walker2d-v5,thigh_left_damping,klprho0,30,15,0.024583232655784285,7.20164054750787e-06,0.00030584621918607876,0.02489628051551787,0.9874259185207017,0.00028926572156106136,0.012284815757737167
Walker2d-v5,thigh_left_damping,klprho0p05,30,15,0.07400890637881047,1.7610153147579036e-05,0.00047854483772188976,0.07450506136967994,0.9933406538864837,0.0002363618366838302,0.006422984276832433
Walker2d-v5,thigh_left_damping,vanilla,30,15,0.010113602009905607,7.0554576965013075e-06,0.00023856617978147254,0.01035922364738358,0.9762895709332418,0.0006810797736067121,0.023029349293151615
Walker2d-v5,thigh_left_mass,klprho0,30,14,0.019000588476477773,0.004036881393520946,0.010612956098021209,0.033650425968019926,0.5646462988175901,0.119965238994521,0.31538846218788896
Walker2d-v5,thigh_left_mass,klprho0p05,30,14,0.07001412214731566,0.0011765966865149048,0.006035290550056391,0.07722600938388695,0.9066132343998078,0.01523575665636297,0.07815100894382926
Walker2d-v5,thigh_left_mass,vanilla,30,14,0.010292254283195967,0.0018476443374212386,0.008166266977309475,0.02030616559792668,0.5068536565193202,0.09098932678899696,0.40215701669168274
