env_id,model_label,seed,reliability_auc,catastrophe_prob_t0p5,nominal_retention
Walker2d-v5,klprho0p05,8,0.703262149017531,0.27214285714285713,0.9498959246937768
Walker2d-v5,klprho0p05,9,0.5901639796939331,0.31238095238095237,0.8090282882692276
Walker2d-v5,klprho0p05,10,0.7129455764145094,0.32404761904761903,1.0290273428717924
Walker2d-v5,klprho0p05,11,0.688910005248728,0.30142857142857143,0.9681324996107824
Walker2d-v5,klprho0p05,12,0.7902810166072781,0.22000000000000003,1.06150073796799
Walker2d-v5,klprho0p05,13,0.5253672552024887,0.4004761904761905,0.8158999207137959
Walker2d-v5,klprho0p05,14,0.6475558576101633,0.24571428571428572,0.8277927039998195
Walker2d-v5,klprho0p05,15,0.7453086420852766,0.26785714285714285,1.0020097374069257
Walker2d-v5,klprho0p05,16,0.7367289280120946,0.26166666666666666,1.0505981386816963
Walker2d-v5,klprho0p05,17,0.7692531860340474,0.24166666666666664,1.121334833479302
Walker2d-v5,klprho0p05,18,0.7272538203732888,0.2445238095238095,0.9649053388702229
Walker2d-v5,klprho0p05,19,0.21657611197328777,1.0,0.2585253673958801
Walker2d-v5,klprho0p05,20,0.30676842220667855,0.9583333333333334,0.4028106704852701
Walker2d-v5,klprho0p05,21,0.4995536347742549,0.38285714285714284,0.7120879673652257
Walker2d-v5,klprho0p05,22,0.7947994594583113,0.21738095238095237,1.1561127388533616
Walker2d-v5,klprho0p05,23,0.7888772814396124,0.20880952380952383,1.118989824930549
Walker2d-v5,klprho0p05,24,0.6283736579929387,0.32333333333333336,0.845043801941616
Walker2d-v5,klprho0p05,25,0.8774348932907271,0.11952380952380952,1.3831811248874146
Walker2d-v5,klprho0p05,26,0.7565159761704523,0.24928571428571428,1.0888925295056295
Walker2d-v5,klprho0p05,27,0.7724427024147498,0.23761904761904762,1.02962599531678
Walker2d-v5,klprho0p05,28,0.631456368961852,0.31547619047619047,0.8568698595037517
Walker2d-v5,klprho0p05,29,0.6056181231471144,0.2790476190476191,0.7965410977024089
Walker2d-v5,klprho0p05,30,0.7262327578435274,0.24928571428571428,0.9468519025279458
Walker2d-v5,klprho0p05,31,0.8191267771952603,0.18523809523809526,1.0800021759998568
Walker2d-v5,klprho0p05,32,0.8062115183749927,0.1911904761904762,1.2198260029711359
Walker2d-v5,klprho0p05,33,0.7661614109484205,0.2426190476190476,1.0397846286192667
Walker2d-v5,klprho0p05,34,0.680971809402713,0.27714285714285714,0.9375264354489679
Walker2d-v5,klprho0p05,35,0.7745372468714973,0.2269047619047619,1.08125697332746
Walker2d-v5,vanilla,6,0.6941849697661009,0.3026190476190476,1.001367350002122
Walker2d-v5,vanilla,7,0.6923082572178982,0.2873809523809524,0.9545799865306925
Walker2d-v5,vanilla,8,0.6066374330195777,0.24095238095238095,0.7650523431046979
Walker2d-v5,vanilla,9,0.7251673499944433,0.24500000000000002,0.9300775753041176
Walker2d-v5,vanilla,10,0.7593849336677755,0.24904761904761905,1.130827220815627
Walker2d-v5,vanilla,11,0.7633980684279915,0.25571428571428567,1.0523390527826393
Walker2d-v5,vanilla,12,0.7049297618958771,0.29095238095238096,0.9779582405620568
Walker2d-v5,vanilla,13,0.7988299409953988,0.20690476190476187,1.0557048044352382
Walker2d-v5,vanilla,14,0.6403270716248132,0.38309523809523804,1.0075217086725545
Walker2d-v5,vanilla,15,0.7128301486968234,0.2419047619047619,0.9011559084304668
Walker2d-v5,vanilla,16,0.708061042045978,0.2816666666666667,0.9532369291456481
Walker2d-v5,vanilla,17,0.7547852988308816,0.20023809523809524,0.9331314355769768
Walker2d-v5,vanilla,18,0.789970209670143,0.21690476190476188,1.2175187073722284
Walker2d-v5,vanilla,19,0.6524770290591436,0.28380952380952384,0.8840995330125787
Walker2d-v5,vanilla,20,0.741275278435036,0.26095238095238094,1.0522249037830245
Walker2d-v5,vanilla,21,0.7918880495944619,0.19214285714285714,0.9986326499978779
Walker2d-v5,vanilla,22,0.7456350613117044,0.22095238095238096,1.0699044311219812
Walker2d-v5,vanilla,23,0.7677189550358536,0.20261904761904762,0.9862504359636118
Walker2d-v5,vanilla,24,0.6340481220246506,0.31547619047619047,0.8611550681660697
Walker2d-v5,vanilla,25,0.740082609675496,0.2673809523809524,1.2184545655843149
Walker2d-v5,vanilla,26,0.7669337474227074,0.24595238095238098,1.1231674440545558
Walker2d-v5,vanilla,27,0.6475169949160384,0.30833333333333335,0.8781415705921685
Walker2d-v5,vanilla,28,0.8243594817894635,0.19095238095238093,1.2219795673765916
Walker2d-v5,vanilla,29,0.7812292016236388,0.2288095238095238,1.045159747810223
Walker2d-v5,vanilla,30,0.6986983087719969,0.32785714285714285,1.030972526065455
Walker2d-v5,vanilla,31,0.6750255529917268,0.3185714285714286,0.9733287316426895
Walker2d-v5,vanilla,32,0.7619877818565175,0.24833333333333335,1.114554167475288
Walker2d-v5,vanilla,33,0.7261409403308778,0.23380952380952383,0.9382788308336031
Walker2d-v5,vanilla,34,0.8027699335438845,0.19452380952380952,1.0575534606634196
Walker2d-v5,vanilla,35,0.7646200295868313,0.22904761904761903,0.9798885152947565
