model_label,axis,factor,scenario_label,n,mean_return_mean,mean_return_ci95,median_return_mean,median_return_ci95,iqm_return_mean,iqm_return_ci95,seed_iqm_of_mean_return
tvc100,foot_left_actuator_gain,0.0,foot_left_actuator_gain_0,30,393.8867698115294,64.89437859583586,385.46510525021154,73.80192058368752,385.4829918148525,71.1663647423208,374.5201114336555
tvc100,foot_left_actuator_gain,0.1,foot_left_actuator_gain_0p1,30,365.3802974567831,34.74361889554276,349.8976031345748,34.75124177038382,354.5403878055095,34.054647096417646,348.8730559028034
tvc100,foot_left_actuator_gain,0.2,foot_left_actuator_gain_0p2,30,370.3612872929759,29.21115280093162,359.9070448067341,27.71421381749734,361.4778898136341,27.65234859813359,363.3358327530842
tvc100,foot_left_actuator_gain,0.3,foot_left_actuator_gain_0p3,30,387.26675107999216,37.2902867911925,388.8216716407462,46.22041112151811,387.52656951431607,41.05404336153752,379.5556377534809
tvc100,foot_left_actuator_gain,0.4,foot_left_actuator_gain_0p4,30,395.09623343547645,38.34537927432793,396.34074012094317,46.26099518557329,390.42123223432776,38.420844605246636,388.8433844236166
tvc100,foot_left_actuator_gain,0.5,foot_left_actuator_gain_0p5,30,393.4980327577822,33.54159410278743,381.20507496033497,27.570331489011274,383.52125899740525,29.195183255990422,393.01918779964024
tvc100,foot_left_actuator_gain,0.6,foot_left_actuator_gain_0p6,30,404.06306927236284,32.94513893244824,390.28614918187844,31.12887672540924,395.38034984068946,30.736994225226567,392.22801258737115
tvc100,foot_left_actuator_gain,0.7,foot_left_actuator_gain_0p7,30,414.7100650055912,39.06497161055475,398.49220152809266,33.819068504476405,400.2965820185299,33.38807107165501,391.6238404432407
tvc100,foot_left_actuator_gain,0.8,foot_left_actuator_gain_0p8,30,420.02097488397925,42.914719956186104,408.69321210842395,36.76388089759384,411.51430651919054,38.026526004702774,401.14998771834286
tvc100,foot_left_actuator_gain,0.9,foot_left_actuator_gain_0p9,30,429.1994448510604,40.908055356535755,417.5456660560366,34.849463240837565,422.94063189669833,37.78120126078338,404.9105572735167
tvc100,foot_left_actuator_gain,1.0,foot_left_actuator_gain_1,30,438.0913734904676,46.046577899829906,423.34972883249714,41.163470492049214,425.70813241861765,41.539643348320624,412.45345137725855
tvc100,foot_left_actuator_gain,1.1,foot_left_actuator_gain_1p1,30,447.3385059458491,49.32630627758795,440.45154456947216,48.55046950017173,438.1983755909186,46.73848414140651,416.65720150500294
tvc100,foot_left_actuator_gain,1.3,foot_left_actuator_gain_1p3,30,448.3643124970162,42.56550381128206,439.22317625245074,40.46616304518677,436.94295706233953,37.979192508639244,432.1368978869567
tvc100,foot_left_actuator_gain,1.5,foot_left_actuator_gain_1p5,30,446.1543974838276,38.62660959945575,420.69347385070574,30.952880847625377,425.04628208330394,30.706197398668788,424.6095733361753
tvc100,foot_left_actuator_gain,1.7,foot_left_actuator_gain_1p7,30,443.2544766724403,37.36395764777792,425.4240792725308,32.489389984801676,429.82619780093324,32.39745904508069,415.5998142464277
tvc100,foot_left_actuator_gain,2.0,foot_left_actuator_gain_2,30,441.02059935874695,40.08813933151541,425.90903487847123,33.65215527188014,428.6620736619644,35.172025706694775,420.08590211002655
tvc100,foot_left_damping,0.0,foot_left_damping_0,30,439.2958707311494,47.74564069462177,429.1452069382264,44.48602971798084,432.2056674159267,44.941437497621145,407.26073679813896
tvc100,foot_left_damping,0.1,foot_left_damping_0p1,30,435.0181226743987,39.96910011725382,421.3673202580834,33.448763912850275,423.4402993391847,34.663586446657284,412.48110698056433
