model_label,axis,factor,scenario_label,n,drop_mean_return_mean,drop_mean_return_ci95,drop_median_return_mean,drop_median_return_ci95,drop_iqm_return_mean,drop_iqm_return_ci95,rel_drop_mean_return_mean,rel_drop_mean_return_ci95
klb0p5,foot_left_actuator_gain,0.0,foot_left_actuator_gain_0,5,61.25638372300955,117.50516632422783,51.58654486125408,98.41233803635437,58.506131524914096,101.5881709885208,0.13619050210553288,0.2782522852645642
klb0p5,foot_left_actuator_gain,0.1,foot_left_actuator_gain_0p1,5,52.738717617996244,96.4675303233788,31.390359791697147,72.5272447989571,31.465411405223357,84.40519720674831,0.11072779703165839,0.2043373701668745
klb0p5,foot_left_actuator_gain,0.2,foot_left_actuator_gain_0p2,5,72.30686127448269,117.40460743119074,72.01689867765859,107.72143189280766,73.04968847735468,104.97796430033063,0.1768657261625112,0.30706554741796876
klb0p5,foot_left_actuator_gain,0.3,foot_left_actuator_gain_0p3,5,83.9801278044637,111.9064525283187,65.0641324240834,108.20851473039023,69.82791688376574,104.73559628143248,0.2082301813513497,0.30338253386218345
klb0p5,foot_left_actuator_gain,0.4,foot_left_actuator_gain_0p4,5,75.84686269110674,108.41910186287214,55.70136481676533,107.8739279526581,58.21745551819134,106.31481477876359,0.18887607866483996,0.29272720903509447
klb0p5,foot_left_actuator_gain,0.5,foot_left_actuator_gain_0p5,5,59.12009114993746,95.98139967540249,49.653275641308134,79.19326173708527,49.854971064848385,82.9858148031507,0.1492137340801812,0.25699323459600554
klb0p5,foot_left_actuator_gain,0.6,foot_left_actuator_gain_0p6,5,41.55917066937201,93.67272918517725,39.80371001641889,80.26956535321735,33.73721549009364,83.31136728633102,0.09774664876708715,0.26496873055831494
klb0p5,foot_left_actuator_gain,0.7,foot_left_actuator_gain_0p7,5,21.362213298981413,80.67558481806049,28.295355730331153,77.39984762418557,22.535162905075747,75.61097905354522,0.04703763037114174,0.2382444107734693
klb0p5,foot_left_actuator_gain,0.8,foot_left_actuator_gain_0p8,5,-16.271249918350396,59.85760582773425,4.3491523068368165,69.13944743700098,1.3011132690499039,60.0865438316443,-0.05358949997050595,0.1757599684976848
klb0p5,foot_left_actuator_gain,0.9,foot_left_actuator_gain_0p9,5,2.6168402726606814,47.81689150293807,-9.178631194724028,36.647486192854394,-5.291762585445485,32.98480403064252,0.0012034803454492788,0.14754461015509981
klb0p5,foot_left_actuator_gain,1.0,foot_left_actuator_gain_1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
klb0p5,foot_left_actuator_gain,1.1,foot_left_actuator_gain_1p1,5,17.513198073923412,38.45858817978284,30.895455845216542,35.81026694697419,29.865255789124564,24.702707945019007,0.05068080075086302,0.11476472347448907
klb0p5,foot_left_actuator_gain,1.3,foot_left_actuator_gain_1p3,5,-15.095298065494632,53.663813069733074,-15.527725426485295,52.531896196966805,-14.254391554854982,43.849628450633176,-0.03760154392454436,0.15691237156131943
klb0p5,foot_left_actuator_gain,1.5,foot_left_actuator_gain_1p5,5,-1.518016706495814,78.76161380917934,13.324893644275118,66.4771836056707,12.83339430718171,63.91384433554923,0.006590763221063678,0.23059255445786112
klb0p5,foot_left_actuator_gain,1.7,foot_left_actuator_gain_1p7,5,-17.09698135852286,81.37020126375664,-2.651621007530662,77.96888608300365,-19.841862015917588,80.8349687875732,-0.0436526287579563,0.23116567914056493
klb0p5,foot_left_actuator_gain,2.0,foot_left_actuator_gain_2,5,-9.251480518107911,89.1329104285222,14.755306407842692,86.41603829264962,12.630250117779543,85.7949418211647,-0.021312358792269726,0.26025092343558
klb0p5,foot_left_damping,0.0,foot_left_damping_0,5,17.753287404222988,41.99529083524585,19.66493103929024,35.81252888222981,22.283316033058533,31.592805586172734,0.04595270051782695,0.11084788562407723
klb0p5,foot_left_damping,0.1,foot_left_damping_0p1,5,18.671830691340894,36.849037027662774,27.082432807179043,41.212331277992,20.601023123987318,33.509422057633714,0.05489451197517048,0.10393187055979523
klb0p5,foot_left_damping,0.2,foot_left_damping_0p2,5,5.849203158151374,32.3090656075927,14.048848559048043,32.52329760517051,14.485677198403641,26.077921914763603,0.00974117107373118,0.0860774370418556
klb0p5,foot_left_damping,0.3,foot_left_damping_0p3,5,25.631568181422743,15.439568653870278,24.87814711784274,15.772815725040463,25.452890036877978,14.713737686122046,0.06965882833810927,0.04467282215949801
klb0p5,foot_left_damping,0.4,foot_left_damping_0p4,5,-0.8934569487265435,28.06918786443099,-2.989618746967392,18.797881768523485,-5.831309254262931,18.062197328444157,0.004145681983755489,0.0794624845706394
klb0p5,foot_left_damping,0.5,foot_left_damping_0p5,5,22.273454702564855,16.343266228470306,22.86065766172867,24.45892089475956,15.890089893316475,21.02386556153395,0.05652750947136685,0.03750553197089698
klb0p5,foot_left_damping,0.6,foot_left_damping_0p6,5,4.783178769852361,22.150334788832353,6.125118008996447,46.73350146902376,8.275528998520803,38.22806712734531,0.015285536761289137,0.06349183138405866
klb0p5,foot_left_damping,0.7,foot_left_damping_0p7,5,6.2166244261627295,58.11253677981675,13.490445810896109,49.690826874843225,4.319539766458297,54.71314788744988,0.03120510000634944,0.13961259170127438
klb0p5,foot_left_damping,0.8,foot_left_damping_0p8,5,28.667276034170516,22.543448721628096,38.19838197347443,44.89113765235363,31.998432804261256,27.57035365710798,0.08159212703969287,0.06750299902991098
klb0p5,foot_left_damping,0.9,foot_left_damping_0p9,5,5.172443665146375,45.88997201683547,15.85457813337582,67.96698787651985,14.091101887481988,54.58887302419752,0.022335032834635494,0.12635072680808748
klb0p5,foot_left_damping,1.0,foot_left_damping_1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
