axis,model_label,nominal_mean_return,nominal_mean_return_ci95,avg_gain_mean_return,avg_gain_mean_return_ci95,positive_gain_scenarios,perturbed_scenarios
friction_mass,vanilla,2099.766793350815,1067.3391977917054,0.0,0.0,0,0
friction_mass,klb0p5,370.4520330445288,58.7305789828168,908.2901891982668,854.9309732720719,11,14
friction_mass,klb1,444.65573620782334,154.29671387681472,973.2497202724653,821.7816371795337,12,14
friction_mass,klb2,821.9750414724067,156.40214879375264,617.7884014119753,939.5169136721164,11,14
friction_mass,klb5,386.18238889784755,222.61641412735185,975.7943157847207,946.5005802639668,12,14
friction_mass,klb10,474.71397908789623,93.98484119815383,912.8252169598244,849.8094851648865,12,14
friction_mass,klb20,669.2794866473723,286.5305163530922,882.8574561630954,954.9136755688613,13,14
friction_mass,klb50,584.6075978216747,113.03369499206465,902.92293514894,873.8140575850346,12,14
friction_mass,klb100,603.9759513872974,124.08759294652711,895.4637013829321,828.9074012739754,13,14
friction_mass_damping,vanilla,2099.766793350815,1067.3391977917054,0.0,0.0,0,0
friction_mass_damping,klb0p5,368.94151974979434,53.520133744540416,951.1384479536216,874.7233192224188,12,14
friction_mass_damping,klb1,444.65573620782334,154.29671387681472,1017.37223555457,836.3100753624486,13,14
friction_mass_damping,klb2,821.9750414724067,156.40214879375264,655.4766572267581,964.7544318345447,11,14
friction_mass_damping,klb5,386.18238889784755,222.61641412735185,1006.6306728377422,969.6296802656367,13,14
friction_mass_damping,klb10,474.71397908789623,93.98484119815383,947.1502092716973,860.7363897640417,12,14
friction_mass_damping,klb20,669.2794866473723,286.5305163530922,922.4661640174598,962.8031517027695,13,14
friction_mass_damping,klb50,584.6075978216747,113.03369499206465,942.1289329158647,889.6160789311506,13,14
friction_mass_damping,klb100,603.9759513872974,124.08759294652711,929.8972966013961,846.8109871208011,13,14
mass_damping,vanilla,2151.99080132167,1174.634853132706,0.0,0.0,0,0
mass_damping,klb0p5,368.94151974979434,53.520133744540416,1084.038544365904,841.0790225301124,14,14
mass_damping,klb1,444.65573620782334,154.29671387681472,1124.3026745866975,833.3756034943717,14,14
mass_damping,klb2,821.9750414724067,156.40214879375264,831.1701945210485,963.1448020641923,12,14
mass_damping,klb5,392.0456164894925,225.6538213134421,1139.5598370100793,946.6972217415685,14,14
mass_damping,klb10,486.69034103525576,80.90105560895722,1082.5107153120478,780.6650238598751,14,14
mass_damping,klb20,669.2794866473723,286.5305163530922,1086.019978237849,964.8626926261251,14,14
mass_damping,klb50,584.6075978216747,113.03369499206465,1092.6964264683058,877.1199371625072,14,14
mass_damping,klb100,596.3818553910754,114.65911158211915,1045.3558387746232,842.6269295876053,14,14
