model_label,axis,factor,scenario_label,n,mean_return_mean,mean_return_ci95,median_return_mean,median_return_ci95,iqm_return_mean,iqm_return_ci95,seed_iqm_of_mean_return
tvc100,friction_damping,0.0,friction_damping_0,30,246.44756027388317,47.425163647118836,246.07237570618645,53.55718685201115,245.74318357908294,53.6102823371686,210.119124524595
tvc100,friction_damping,0.1,friction_damping_0p1,30,293.35330690888253,17.5066000515883,288.5124548514052,16.896190903969927,289.04039135110924,17.217621141574075,294.9357663452232
tvc100,friction_damping,0.2,friction_damping_0p2,30,353.73877290295974,22.71808056197571,351.18740921210457,23.380797365397463,350.8109664659605,22.432241230289996,343.4041639645667
tvc100,friction_damping,0.3,friction_damping_0p3,30,397.47936142613656,26.341519644287505,395.11604589504265,28.089425405517275,394.62710893152195,26.335146439412817,386.7361476672152
tvc100,friction_damping,0.4,friction_damping_0p4,30,451.88146702826873,37.70982691748793,443.6011896714396,37.330923317303224,446.0635236298575,37.30714345095277,428.9317609876479
tvc100,friction_damping,0.5,friction_damping_0p5,30,482.1932973041919,39.509713044358,469.8406175735967,38.82143941389959,474.7400722799753,39.394331566759426,459.82799727740843
tvc100,friction_damping,0.6,friction_damping_0p6,30,505.34702865651656,42.44288416870072,497.2716013099995,41.96550727609766,497.57036450692345,41.833204663520696,479.5461803919742
tvc100,friction_damping,0.7,friction_damping_0p7,30,528.633267161677,46.895241543535725,523.4996976861756,48.476151043424125,523.4757231276928,46.676686430205315,497.1907874292925
tvc100,friction_damping,0.8,friction_damping_0p8,30,540.6523016981308,41.124032250983284,528.7009450441661,40.300385435988105,532.4168340767799,41.197555951253435,514.721369058773
tvc100,friction_damping,0.9,friction_damping_0p9,30,559.9182689940623,45.219951481169154,559.750785788528,46.73196987989485,557.8719768795916,44.120638595652856,539.6862218436958
tvc100,friction_damping,1.0,friction_damping_1,30,559.060005262939,38.56459486502331,555.8560106793406,41.12402402256523,554.6978016091523,39.693387766879034,539.3296209678437
tvc100,friction_damping,1.1,friction_damping_1p1,30,564.6593129314977,42.71103583139517,556.3963056406272,46.99735878710748,558.3961080595838,44.57631474968144,535.8928983850916
tvc100,friction_damping,1.3,friction_damping_1p3,30,574.5353088318636,35.28037616816421,571.1215767015871,37.22316361522512,573.0853716678854,37.01627585417891,561.6713384093215
