metric,reference_effect,candidate_effect,candidate_minus_reference_effect,candidate_minus_reference_ci95_low,candidate_minus_reference_ci95_high,probability_candidate_effect_is_larger
reliability_auc,0.019499633453668785,0.007662070243146135,-0.01183756321052265,-0.09966067530381631,0.07413599008978594,0.3834
cvar20,0.005467916154383579,0.012315588140641376,0.006847671986257797,-0.19572881255209695,0.20344984774313035,0.5212
catastrophe_prob_t0p50,-0.020746031746031762,-0.0032301587301586943,0.017515873015873068,-0.06710952380952392,0.10468849206349207,0.6585
