damping_scale,friction_scale,mass_scale,tv90_delta_mean_from_nominal,tv90_delta_median_from_nominal,tv90_drop_mean_from_nominal,tv90_drop_median_from_nominal,tv90_max_return,tv90_mean_return,tv90_median_return,tv90_min_return,tv90_nominal_mean_return,tv90_nominal_median_return,tv90_std_return,vanilla_delta_mean_from_nominal,vanilla_delta_median_from_nominal,vanilla_drop_mean_from_nominal,vanilla_drop_median_from_nominal,vanilla_max_return,vanilla_mean_return,vanilla_median_return,vanilla_min_return,vanilla_nominal_mean_return,vanilla_nominal_median_return,vanilla_std_return
0.8,0.9,1.1,-635.0609130859375,-635.0609130859375,635.0609130859375,635.0609130859375,1737.016845703125,1546.8197021484375,1546.8197021484375,1356.62255859375,2181.880615234375,2181.880615234375,268.97937993966156,806.538818359375,806.538818359375,-806.538818359375,-806.538818359375,6435.869140625,4661.849609375,4661.849609375,2887.830078125,3855.310791015625,3855.310791015625,2508.8424810085107
1.2,0.9,1.1,3150.3375244140625,3150.3375244140625,-3150.3375244140625,-3150.3375244140625,7637.56494140625,5332.2181396484375,5332.2181396484375,3026.871337890625,2181.880615234375,2181.880615234375,3260.2527130193375,2333.15380859375,2333.15380859375,-2333.15380859375,-2333.15380859375,7249.28369140625,6188.464599609375,6188.464599609375,5127.6455078125,3855.310791015625,3855.310791015625,1500.22474684345
