damping_scale,friction_scale,mass_scale,tv90_delta_mean_from_nominal,tv90_delta_median_from_nominal,tv90_drop_mean_from_nominal,tv90_drop_median_from_nominal,tv90_max_return,tv90_mean_return,tv90_median_return,tv90_min_return,tv90_nominal_mean_return,tv90_nominal_median_return,tv90_std_return,vanilla_delta_mean_from_nominal,vanilla_delta_median_from_nominal,vanilla_drop_mean_from_nominal,vanilla_drop_median_from_nominal,vanilla_max_return,vanilla_mean_return,vanilla_median_return,vanilla_min_return,vanilla_nominal_mean_return,vanilla_nominal_median_return,vanilla_std_return
0.8,0.6,1.1,-1507.3847198486328,-1648.6243591308594,1507.3847198486328,1648.6243591308594,3724.111572265625,1371.5880584716797,1066.8149719238281,280.4375305175781,2878.9727783203125,2715.4393310546875,1054.0538679028703,114.82563476562518,-796.40087890625,-114.82563476562518,796.40087890625,8980.8857421875,3790.9439208984377,3030.34619140625,782.57861328125,3676.1182861328125,3826.7470703125,2710.2234969250203
1.2,0.6,0.7,-1656.7943481445313,-1845.7710876464844,1656.7943481445313,1845.7710876464844,3040.217041015625,1222.1784301757812,869.6682434082031,454.1834411621094,2878.9727783203125,2715.4393310546875,937.4155469628943,-675.5171264648438,-543.002197265625,675.5171264648438,543.002197265625,6183.6669921875,3000.6011596679687,3283.744873046875,826.7090454101562,3676.1182861328125,3826.7470703125,1708.7989059548186
0.8,0.8,1.3,-479.57908935546857,-1013.0765991210938,479.57908935546857,1013.0765991210938,7845.5849609375,2399.393688964844,1702.3627319335938,738.0040283203125,2878.9727783203125,2715.4393310546875,2075.6068545250882,1751.0126220703123,-509.8851318359375,-1751.0126220703123,509.8851318359375,17830.6875,5427.130908203125,3316.8619384765625,2327.944580078125,3676.1182861328125,3826.7470703125,4833.3316856266365
1.2,1.4,1.3,-1152.8256896972657,-1065.3215942382812,1152.8256896972657,1065.3215942382812,3303.118896484375,1726.1470886230468,1650.1177368164062,914.5302124023438,2878.9727783203125,2715.4393310546875,680.1364739335302,-217.42142333984384,-503.4124755859375,217.42142333984384,503.4124755859375,5889.85986328125,3458.6968627929687,3323.3345947265625,1207.6192626953125,3676.1182861328125,3826.7470703125,1456.1340424165776
1.0,0.6,1.3,-1567.4411926269531,-1549.5345458984375,1567.4411926269531,1549.5345458984375,2143.657470703125,1311.5315856933594,1165.90478515625,926.1961059570312,2878.9727783203125,2715.4393310546875,404.0852458014109,-93.17847290039072,-394.5537109375,93.17847290039072,394.5537109375,6307.01220703125,3582.939813232422,3432.193359375,860.2396850585938,3676.1182861328125,3826.7470703125,1762.4550282508344
0.6,1.4,1.3,-591.4655151367188,-958.7636108398438,591.4655151367188,958.7636108398438,4595.52978515625,2287.5072631835938,1756.6757202148438,1053.3975830078125,2878.9727783203125,2715.4393310546875,1295.5218784939448,1816.6497436523441,-320.384033203125,-1816.6497436523441,320.384033203125,15863.603515625,5492.768029785157,3506.363037109375,1092.6256103515625,3676.1182861328125,3826.7470703125,5271.362435703072
1.2,0.8,0.7,-729.7803588867187,-1212.2621459960938,729.7803588867187,1212.2621459960938,5717.349609375,2149.192419433594,1503.1771850585938,811.720703125,2878.9727783203125,2715.4393310546875,1555.774543231855,1923.4920166015627,-260.380859375,-1923.4920166015627,260.380859375,21012.974609375,5599.610302734375,3566.3662109375,2180.043212890625,3676.1182861328125,3826.7470703125,5748.086972671308
1.4,1.2,0.9,22.42495117187491,47.4921875,-22.42495117187491,-47.4921875,6731.0166015625,2901.3977294921874,2762.9315185546875,1150.5635986328125,2878.9727783203125,2715.4393310546875,1620.3410120974793,983.5351196289066,-143.34423828125,-983.5351196289066,143.34423828125,10492.74609375,4659.653405761719,3683.40283203125,1027.3712158203125,3676.1182861328125,3826.7470703125,3348.2184277575825
0.8,1.4,1.1,-917.33642578125,-1025.4926147460938,917.33642578125,1025.4926147460938,3145.212890625,1961.6363525390625,1689.9467163085938,1322.6807861328125,2878.9727783203125,2715.4393310546875,691.4941173856786,901.8872680664062,-102.9832763671875,-901.8872680664062,102.9832763671875,13935.6123046875,4578.005554199219,3723.7637939453125,1738.4915771484375,3676.1182861328125,3826.7470703125,3433.894838890048
1.0,1.2,0.9,153.1667724609374,374.220703125,-153.1667724609374,-374.220703125,5353.27978515625,3032.13955078125,3089.6600341796875,1144.1251220703125,2878.9727783203125,2715.4393310546875,1720.9733978118315,2049.0972839355472,-100.07275390625,-2049.0972839355472,100.07275390625,14814.5869140625,5725.21557006836,3726.67431640625,604.1110229492188,3676.1182861328125,3826.7470703125,4738.259111020909
0.8,0.6,0.7,-1626.477716064453,-1904.337890625,1626.477716064453,1904.337890625,3926.49853515625,1252.4950622558595,811.1014404296875,428.3809814453125,2878.9727783203125,2715.4393310546875,1099.62658141581,101.87560424804678,-20.18310546875,-101.87560424804678,20.18310546875,7702.38134765625,3777.9938903808593,3806.56396484375,977.5109252929688,3676.1182861328125,3826.7470703125,2574.5092204424345
1.4,0.8,1.3,-349.7640136718751,-687.1769409179688,349.7640136718751,687.1769409179688,6218.25634765625,2529.2087646484374,2028.2623901367188,955.5609130859375,2878.9727783203125,2715.4393310546875,1682.22269013986,970.498480224609,-13.2161865234375,-970.498480224609,13.2161865234375,9299.35546875,4646.6167663574215,3813.5308837890625,1006.6325073242188,3676.1182861328125,3826.7470703125,2960.769082054635
1.0,1.4,1.3,-1117.053857421875,-1033.5252075195312,1117.053857421875,1033.5252075195312,3147.76416015625,1761.9189208984376,1681.9141235351562,1050.8665771484375,2878.9727783203125,2715.4393310546875,532.8494048542607,1997.526232910156,9.5203857421875,-1997.526232910156,-9.5203857421875,16506.830078125,5673.644519042969,3836.2674560546875,1298.6815185546875,3676.1182861328125,3826.7470703125,4975.284492219363
0.8,1.4,0.7,-28.1318359375,-540.3772583007812,28.1318359375,540.3772583007812,6078.9697265625,2850.8409423828125,2175.0620727539062,1088.97607421875,2878.9727783203125,2715.4393310546875,1593.2619777800542,2523.440270996094,246.04541015625,-2523.440270996094,-246.04541015625,17661.478515625,6199.558557128907,4072.79248046875,1755.9539794921875,3676.1182861328125,3826.7470703125,5325.840826225736
0.8,0.8,1.1,-1448.0270874023438,-1490.8901977539062,1448.0270874023438,1490.8901977539062,3997.8427734375,1430.9456909179687,1224.5491333007812,388.63531494140625,2878.9727783203125,2715.4393310546875,997.6483400492932,1853.1150268554684,280.0262451171875,-1853.1150268554684,-280.0262451171875,11765.80859375,5529.233312988281,4106.7733154296875,914.7935791015625,3676.1182861328125,3826.7470703125,4335.414167526841
1.0,1.4,0.9,-863.3652160644531,-784.5532836914062,863.3652160644531,784.5532836914062,3530.329833984375,2015.6075622558594,1930.8860473632812,918.2756958007812,2878.9727783203125,2715.4393310546875,763.7159885575079,501.1852294921873,303.9547119140625,-501.1852294921873,-303.9547119140625,5907.544921875,4177.303515625,4130.7017822265625,1552.568115234375,3676.1182861328125,3826.7470703125,1377.523898144227
1.2,1.2,0.7,966.2908813476561,803.2003173828125,-966.2908813476561,-803.2003173828125,6425.16845703125,3845.2636596679686,3518.6396484375,1608.1400146484375,2878.9727783203125,2715.4393310546875,1588.7795103156886,6026.661511230468,428.8173828125,-6026.661511230468,-428.8173828125,26287.408203125,9702.77979736328,4255.564453125,1321.5513916015625,3676.1182861328125,3826.7470703125,9789.837592295416
1.4,1.4,0.7,-854.911083984375,-623.7338256835938,854.911083984375,623.7338256835938,3407.418212890625,2024.0616943359375,2091.7055053710938,1132.7264404296875,2878.9727783203125,2715.4393310546875,734.8013837867793,1431.2906127929691,650.4632568359375,-1431.2906127929691,-650.4632568359375,16545.318359375,5107.408898925782,4477.2103271484375,902.13330078125,3676.1182861328125,3826.7470703125,4573.553231394538
0.6,1.4,0.7,-1054.4034912109375,-979.6672973632812,1054.4034912109375,979.6672973632812,2682.82470703125,1824.569287109375,1735.7720336914062,1188.5963134765625,2878.9727783203125,2715.4393310546875,537.5941858253863,4226.317065429687,687.8095703125,-4226.317065429687,-687.8095703125,19667.72265625,7902.4353515625,4514.556640625,1769.031005859375,3676.1182861328125,3826.7470703125,6521.473906190667
1.2,1.0,0.7,-166.25391845703143,-359.3489990234375,166.25391845703143,359.3489990234375,6697.99072265625,2712.718859863281,2356.09033203125,723.24609375,2878.9727783203125,2715.4393310546875,1772.128726853529,4538.871374511718,724.6258544921875,-4538.871374511718,-724.6258544921875,18637.1796875,8214.98966064453,4551.3729248046875,1689.949951171875,3676.1182861328125,3826.7470703125,7023.377370096752
1.4,1.4,0.9,-789.356201171875,-806.8516845703125,789.356201171875,806.8516845703125,3912.51318359375,2089.6165771484375,1908.587646484375,980.734619140625,2878.9727783203125,2715.4393310546875,1065.9763756636473,1266.0322753906248,754.14892578125,-1266.0322753906248,-754.14892578125,9759.40625,4942.150561523437,4580.89599609375,2451.33984375,3676.1182861328125,3826.7470703125,2346.6146820470735
0.6,1.2,1.1,43.68479614257831,2.715087890625,-43.68479614257831,-2.715087890625,6096.310546875,2922.657574462891,2718.1544189453125,878.7455444335938,2878.9727783203125,2715.4393310546875,1509.9169843126028,4695.684197998047,832.1219482421875,-4695.684197998047,-832.1219482421875,28268.783203125,8371.80248413086,4658.8690185546875,778.1194458007812,3676.1182861328125,3826.7470703125,9398.052524450042
1.4,1.4,1.1,-847.7355102539063,-887.3416748046875,847.7355102539063,887.3416748046875,3667.092041015625,2031.2372680664062,1828.09765625,1375.50146484375,2878.9727783203125,2715.4393310546875,745.2308437824374,1419.0446533203121,837.486572265625,-1419.0446533203121,-837.486572265625,9009.26171875,5095.162939453125,4664.233642578125,2554.1845703125,3676.1182861328125,3826.7470703125,2314.590284780356
1.4,1.2,0.7,1161.238623046875,185.088134765625,-1161.238623046875,-185.088134765625,8264.7333984375,4040.2114013671876,2900.5274658203125,1710.3231201171875,2878.9727783203125,2715.4393310546875,2385.111230413713,4461.642541503907,875.341064453125,-4461.642541503907,-875.341064453125,22558.154296875,8137.760827636719,4702.088134765625,1627.2032470703125,3676.1182861328125,3826.7470703125,7446.7038836031115
0.6,1.4,0.9,-959.3954345703125,-742.4892578125,959.3954345703125,742.4892578125,2351.05517578125,1919.57734375,1972.9500732421875,1302.152099609375,2878.9727783203125,2715.4393310546875,368.36567979588995,1560.6437866210936,914.699462890625,-1560.6437866210936,-914.699462890625,13986.33203125,5236.762072753906,4741.446533203125,1637.0462646484375,3676.1182861328125,3826.7470703125,3405.1817591830054
1.4,1.0,0.9,832.8248046875001,-518.064453125,-832.8248046875001,518.064453125,9074.787109375,3711.7975830078126,2197.3748779296875,1917.3167724609375,2878.9727783203125,2715.4393310546875,2523.668376519507,3825.4432861328123,920.355712890625,-3825.4432861328123,-920.355712890625,22490.849609375,7501.561572265625,4747.102783203125,2049.846923828125,3676.1182861328125,3826.7470703125,6678.686732149636
1.0,1.4,1.1,-1514.7514556884767,-1226.4655151367188,1514.7514556884767,1226.4655151367188,2440.511474609375,1364.2213226318358,1488.9738159179688,-24.511383056640625,2878.9727783203125,2715.4393310546875,621.054808087759,1603.6339355468754,926.5865478515625,-1603.6339355468754,-926.5865478515625,9699.4296875,5279.752221679688,4753.3336181640625,1716.6610107421875,3676.1182861328125,3826.7470703125,3030.2217090795334
1.0,1.4,0.7,-1075.4998352050782,-1028.7921752929688,1075.4998352050782,1028.7921752929688,2881.39453125,1803.4729431152343,1686.6471557617188,1011.0949096679688,2878.9727783203125,2715.4393310546875,650.7811436977086,2814.0545593261722,932.708984375,-2814.0545593261722,-932.708984375,16258.8642578125,6490.172845458985,4759.4560546875,972.3541870117188,3676.1182861328125,3826.7470703125,4975.671859277108
1.4,1.2,1.1,-587.5269958496092,-725.962158203125,587.5269958496092,725.962158203125,5101.7412109375,2291.4457824707033,1989.4771728515625,1014.7276000976562,2878.9727783203125,2715.4393310546875,1155.2084107448893,3588.317602539062,1110.38720703125,-3588.317602539062,-1110.38720703125,21985.970703125,7264.435888671875,4937.13427734375,2868.197509765625,3676.1182861328125,3826.7470703125,6216.8565335095755
1.4,0.8,1.1,-1123.644708251953,-1697.6800537109375,1123.644708251953,1697.6800537109375,5105.86767578125,1755.3280700683595,1017.75927734375,690.6849365234375,2878.9727783203125,2715.4393310546875,1477.3418398631131,2402.864605712891,1121.9091796875,-2402.864605712891,-1121.9091796875,18597.20703125,6078.982891845703,4948.65625,977.9783325195312,3676.1182861328125,3826.7470703125,4972.793213202166
0.8,1.4,1.3,-1012.3940307617188,-951.979248046875,1012.3940307617188,951.979248046875,2725.43603515625,1866.5787475585937,1763.4600830078125,619.1527099609375,2878.9727783203125,2715.4393310546875,627.6875885032363,2296.768603515625,1151.177490234375,-2296.768603515625,-1151.177490234375,12925.671875,5972.886889648437,4977.924560546875,1345.025634765625,3676.1182861328125,3826.7470703125,4113.129677882628
0.6,1.0,0.7,1069.9738586425783,819.1505126953125,-1069.9738586425783,-819.1505126953125,7216.80517578125,3948.946636962891,3534.58984375,997.9627075195312,2878.9727783203125,2715.4393310546875,2299.6896283873284,7011.618103027344,1225.304443359375,-7011.618103027344,-1225.304443359375,48315.93359375,10687.736389160156,5052.051513671875,2011.1497802734375,3676.1182861328125,3826.7470703125,14122.994598381501
1.0,1.2,1.1,723.4709228515626,-172.5169677734375,-723.4709228515626,172.5169677734375,8027.3359375,3602.443701171875,2542.92236328125,669.490966796875,2878.9727783203125,2715.4393310546875,2600.6883396200387,3741.1200439453123,1506.025634765625,-3741.1200439453123,-1506.025634765625,24842.169921875,7417.238330078125,5332.772705078125,1377.69970703125,3676.1182861328125,3826.7470703125,7052.855350493841
0.8,1.4,0.9,-953.2641540527343,-913.8547973632812,953.2641540527343,913.8547973632812,3472.5068359375,1925.7086242675782,1801.5845336914062,941.6170043945312,2878.9727783203125,2715.4393310546875,755.7307349053999,2087.8514404296875,1525.216552734375,-2087.8514404296875,-1525.216552734375,11949.0703125,5763.9697265625,5351.963623046875,1772.67724609375,3676.1182861328125,3826.7470703125,3251.8141738668332
1.0,0.8,0.9,-1057.1716857910155,-860.0105590820312,1057.1716857910155,860.0105590820312,3429.6875,1821.801092529297,1855.4287719726562,354.786865234375,2878.9727783203125,2715.4393310546875,967.3555078214707,2004.9888305664062,1584.320556640625,-2004.9888305664062,-1584.320556640625,10167.60546875,5681.107116699219,5411.067626953125,1844.2032470703125,3676.1182861328125,3826.7470703125,2573.7347157442614
0.8,1.2,0.9,439.29584350585947,690.6512451171875,-439.29584350585947,-690.6512451171875,7607.8193359375,3318.268621826172,3406.090576171875,598.8866577148438,2878.9727783203125,2715.4393310546875,2036.03233490211,4852.349279785156,1620.77978515625,-4852.349279785156,-1620.77978515625,22803.07421875,8528.467565917968,5447.52685546875,1650.9007568359375,3676.1182861328125,3826.7470703125,6662.974673957778
0.6,0.8,0.9,-394.3557617187498,-234.36181640625,394.3557617187498,234.36181640625,4396.423828125,2484.6170166015627,2481.0775146484375,576.849853515625,2878.9727783203125,2715.4393310546875,1290.2975021586706,4581.537292480469,1724.440185546875,-4581.537292480469,-1724.440185546875,22346.912109375,8257.655578613281,5551.187255859375,1100.9156494140625,3676.1182861328125,3826.7470703125,6668.718442037488
0.6,1.2,0.9,1637.6945312500002,1721.4791259765625,-1637.6945312500002,-1721.4791259765625,6977.97705078125,4516.667309570313,4436.91845703125,2149.079833984375,2878.9727783203125,2715.4393310546875,1600.856084113796,5462.013891601562,1895.642822265625,-5462.013891601562,-1895.642822265625,32223.39453125,9138.132177734375,5722.389892578125,1685.01220703125,3676.1182861328125,3826.7470703125,9340.890468190177
1.0,0.8,0.7,-768.7165649414064,-467.58544921875,768.7165649414064,467.58544921875,3911.699951171875,2110.256213378906,2247.8538818359375,712.8380126953125,2878.9727783203125,2715.4393310546875,913.2025415018718,4213.393994140625,1943.36669921875,-4213.393994140625,-1943.36669921875,17622.8671875,7889.512280273438,5770.11376953125,3769.873046875,3676.1182861328125,3826.7470703125,5139.956455401169
1.2,1.0,1.1,420.9023681640624,-291.06201171875,-420.9023681640624,291.06201171875,7112.05322265625,3299.875146484375,2424.3773193359375,1053.28955078125,2878.9727783203125,2715.4393310546875,2016.9258448180024,4908.115258789063,1943.603515625,-4908.115258789063,-1943.603515625,20216.431640625,8584.233544921875,5770.3505859375,2837.568359375,3676.1182861328125,3826.7470703125,6689.185641014332
0.8,0.8,0.9,-563.0902343749999,-1064.7622680664062,563.0902343749999,1064.7622680664062,8241.0908203125,2315.8825439453126,1650.6770629882812,391.991943359375,2878.9727783203125,2715.4393310546875,2233.4601644736254,3176.377734375,2078.568359375,-3176.377734375,-2078.568359375,16364.8447265625,6852.496020507812,5905.3154296875,1728.4189453125,3676.1182861328125,3826.7470703125,4759.0666032812505
1.4,0.8,0.7,-1014.6032409667969,-991.7772827148438,1014.6032409667969,991.7772827148438,5194.375,1864.3695373535156,1723.6620483398438,570.2319946289062,2878.9727783203125,2715.4393310546875,1308.7207946244612,5712.842907714843,2084.438232421875,-5712.842907714843,-2084.438232421875,24967.359375,9388.961193847656,5911.185302734375,1968.0672607421875,3676.1182861328125,3826.7470703125,8643.282112120634
0.6,1.2,0.7,446.47857055664053,357.94189453125,-446.47857055664053,-357.94189453125,8736.703125,3325.451348876953,3073.3812255859375,627.9779663085938,2878.9727783203125,2715.4393310546875,2481.5118723679802,3242.1806030273438,2224.568603515625,-3242.1806030273438,-2224.568603515625,16414.3984375,6918.298889160156,6051.315673828125,1776.6207275390625,3676.1182861328125,3826.7470703125,4043.5425101272317
0.8,1.0,0.9,624.0008697509766,164.59521484375,-624.0008697509766,-164.59521484375,9972.7392578125,3502.973648071289,2880.0345458984375,464.0222473144531,2878.9727783203125,2715.4393310546875,2910.5308748751763,4444.8214111328125,2284.394287109375,-4444.8214111328125,-2284.394287109375,26958.47265625,8120.939697265625,6111.141357421875,2222.118408203125,3676.1182861328125,3826.7470703125,7125.300983527411
0.6,0.8,1.1,-293.70049438476553,-903.0108642578125,293.70049438476553,903.0108642578125,5995.0390625,2585.272283935547,1812.428466796875,709.9309692382812,2878.9727783203125,2715.4393310546875,1927.7675714348238,3575.7623535156254,2307.36962890625,-3575.7623535156254,-2307.36962890625,14818.60546875,7251.880639648438,6134.11669921875,1940.543701171875,3676.1182861328125,3826.7470703125,4384.667146810489
1.2,1.2,1.1,-243.02418212890643,-481.5255126953125,243.02418212890643,481.5255126953125,4915.84326171875,2635.948596191406,2233.913818359375,1022.3365478515625,2878.9727783203125,2715.4393310546875,1175.8364458344151,3760.3482177734377,2331.781005859375,-3760.3482177734377,-2331.781005859375,16445.984375,7436.46650390625,6158.528076171875,2258.480712890625,3676.1182861328125,3826.7470703125,4539.820455658119
