damping_scale,friction_scale,mass_scale,tv90_delta_mean_from_nominal,tv90_delta_median_from_nominal,tv90_drop_mean_from_nominal,tv90_drop_median_from_nominal,tv90_max_return,tv90_mean_return,tv90_median_return,tv90_min_return,tv90_nominal_mean_return,tv90_nominal_median_return,tv90_std_return,vanilla_delta_mean_from_nominal,vanilla_delta_median_from_nominal,vanilla_drop_mean_from_nominal,vanilla_drop_median_from_nominal,vanilla_max_return,vanilla_mean_return,vanilla_median_return,vanilla_min_return,vanilla_nominal_mean_return,vanilla_nominal_median_return,vanilla_std_return
0.6,1.2,1.3,939.1500000000001,746.001708984375,-939.1500000000001,-746.001708984375,7240.41455078125,3818.1227783203126,3461.4410400390625,1632.6142578125,2878.9727783203125,2715.4393310546875,1643.7943919095924,2282.6576416015623,2331.78857421875,-2282.6576416015623,-2331.78857421875,11953.0625,5958.775927734375,6158.53564453125,2256.965087890625,3676.1182861328125,3826.7470703125,3139.2136280868626
0.8,1.0,1.1,-693.3390258789063,-810.831787109375,693.3390258789063,810.831787109375,4146.3310546875,2185.633752441406,1904.6075439453125,1179.448486328125,2878.9727783203125,2715.4393310546875,1000.1283483162885,4265.011206054687,2520.41064453125,-4265.011206054687,-2520.41064453125,30930.875,7941.1294921875,6347.15771484375,2087.699462890625,3676.1182861328125,3826.7470703125,8530.572513271498
1.0,1.2,0.7,173.5077148437499,-142.70556640625,-173.5077148437499,142.70556640625,6417.9169921875,3052.4804931640624,2572.7337646484375,622.3028564453125,2878.9727783203125,2715.4393310546875,1912.4638650087795,2780.994580078125,2526.888916015625,-2780.994580078125,-2526.888916015625,11549.7802734375,6457.112866210938,6353.635986328125,1889.317626953125,3676.1182861328125,3826.7470703125,3132.4279932159925
1.0,0.8,1.1,-165.46807250976553,-282.0908203125,165.46807250976553,282.0908203125,6721.974609375,2713.504705810547,2433.3485107421875,659.4260864257812,2878.9727783203125,2715.4393310546875,1854.5806933583606,4759.267065429687,2532.880615234375,-4759.267065429687,-2532.880615234375,20005.638671875,8435.3853515625,6359.627685546875,1194.42431640625,3676.1182861328125,3826.7470703125,6436.571404460434
1.4,1.0,1.1,125.32976684570303,-325.547607421875,-125.32976684570303,325.547607421875,6649.04833984375,3004.3025451660155,2389.8917236328125,635.6710205078125,2878.9727783203125,2715.4393310546875,2229.4668199458374,3976.0101806640623,2578.186767578125,-3976.0101806640623,-2578.186767578125,13984.3994140625,7652.128466796875,6404.933837890625,2015.51611328125,3676.1182861328125,3826.7470703125,4147.948616742887
1.2,0.8,1.1,-597.9315765380861,-563.1734619140625,597.9315765380861,563.1734619140625,5948.8818359375,2281.0412017822264,2152.265869140625,438.5156555175781,2878.9727783203125,2715.4393310546875,1591.782740793097,2565.8479980468746,2598.628173828125,-2565.8479980468746,-2598.628173828125,11840.955078125,6241.966284179687,6425.375244140625,2646.5712890625,3676.1182861328125,3826.7470703125,2478.8515516495218
1.0,0.8,1.3,-1323.5107055664062,-1384.3464965820312,1323.5107055664062,1384.3464965820312,3049.59521484375,1555.4620727539063,1331.0928344726562,1069.490234375,2878.9727783203125,2715.4393310546875,581.6335423659741,5385.216516113282,2912.37060546875,-5385.216516113282,-2912.37060546875,25542.380859375,9061.334802246094,6739.11767578125,899.7696533203125,3676.1182861328125,3826.7470703125,8110.778131589603
1.2,0.8,1.3,-755.3552703857422,-826.837890625,755.3552703857422,826.837890625,5817.38720703125,2123.6175079345703,1888.6014404296875,343.72943115234375,2878.9727783203125,2715.4393310546875,1655.3637167323664,4014.6748046875,3000.890380859375,-4014.6748046875,-3000.890380859375,25730.529296875,7690.7930908203125,6827.637451171875,979.4647216796875,3676.1182861328125,3826.7470703125,7244.54307399356
1.2,0.8,0.9,-662.7066955566406,-1115.5095825195312,662.7066955566406,1115.5095825195312,5488.5107421875,2216.266082763672,1599.9297485351562,873.2556762695312,2878.9727783203125,2715.4393310546875,1621.2578815588245,6798.984912109376,3027.1923828125,-6798.984912109376,-3027.1923828125,38699.27734375,10475.103198242188,6853.939453125,2117.836181640625,3676.1182861328125,3826.7470703125,10810.239507386923
1.0,1.2,1.3,309.96923828125,402.6507568359375,-309.96923828125,-402.6507568359375,5719.1044921875,3188.9420166015625,3118.090087890625,1534.565673828125,2878.9727783203125,2715.4393310546875,1550.0510612193439,3925.1428588867184,3060.694091796875,-3925.1428588867184,-3060.694091796875,21115.23828125,7601.261145019531,6887.441162109375,831.9892578125,3676.1182861328125,3826.7470703125,6976.270035995499
1.2,1.2,1.3,598.4286098480225,174.1468505859375,-598.4286098480225,-174.1468505859375,8009.98681640625,3477.401388168335,2889.586181640625,16.05367660522461,2878.9727783203125,2715.4393310546875,2443.7773796814463,6935.7464599609375,3263.22021484375,-6935.7464599609375,-3263.22021484375,41576.51171875,10611.86474609375,7089.96728515625,2141.731689453125,3676.1182861328125,3826.7470703125,12082.636798401641
1.0,1.0,0.9,1313.6236816406254,306.9908447265625,-1313.6236816406254,-306.9908447265625,10988.43359375,4192.596459960938,3022.43017578125,1043.5621337890625,2878.9727783203125,2715.4393310546875,3400.341406929295,4673.352197265625,3333.532958984375,-4673.352197265625,-3333.532958984375,17222.765625,8349.470483398438,7160.280029296875,2671.881103515625,3676.1182861328125,3826.7470703125,4831.360845928396
1.2,1.4,1.1,-1236.227276611328,-1060.7380981445312,1236.227276611328,1060.7380981445312,2326.109619140625,1642.7455017089844,1654.7012329101562,1012.4425659179688,2878.9727783203125,2715.4393310546875,365.35439466440306,3502.15400390625,3456.138427734375,-3502.15400390625,-3456.138427734375,14910.6005859375,7178.272290039063,7282.885498046875,1677.819091796875,3676.1182861328125,3826.7470703125,3519.161556672927
1.2,1.4,0.7,-829.8682006835938,-782.3562622070312,829.8682006835938,782.3562622070312,3913.687255859375,2049.1045776367187,1933.0830688476562,928.3062744140625,2878.9727783203125,2715.4393310546875,865.6663985567797,3098.2465942382814,3487.31103515625,-3098.2465942382814,-3487.31103515625,18391.95703125,6774.364880371094,7314.05810546875,1316.9307861328125,3676.1182861328125,3826.7470703125,5171.819703297371
1.0,1.0,1.3,1386.6194213867184,567.7354736328125,-1386.6194213867184,-567.7354736328125,11626.943359375,4265.592199707031,3283.1748046875,1121.678466796875,2878.9727783203125,2715.4393310546875,3528.466331574496,7562.068774414063,3856.332763671875,-7562.068774414063,-3856.332763671875,28281.666015625,11238.187060546876,7683.079833984375,3008.40576171875,3676.1182861328125,3826.7470703125,9124.867194522947
0.6,0.8,0.7,-431.44835205078107,-807.4141845703125,431.44835205078107,807.4141845703125,4235.38134765625,2447.5244262695314,1908.025146484375,1093.3858642578125,2878.9727783203125,2715.4393310546875,1292.5822628598842,6693.712072753906,4160.5440673828125,-6693.712072753906,-4160.5440673828125,25533.95703125,10369.830358886718,7987.2911376953125,920.4741821289062,3676.1182861328125,3826.7470703125,9476.696877235885
1.2,1.2,0.9,449.77886962890625,-794.3837280273438,-449.77886962890625,794.3837280273438,7775.9736328125,3328.7516479492188,1921.0556030273438,1172.6231689453125,2878.9727783203125,2715.4393310546875,2465.2905711048816,7046.2084838867195,4239.88671875,-7046.2084838867195,-4239.88671875,40774.56640625,10722.326770019532,8066.6337890625,1995.9696044921875,3676.1182861328125,3826.7470703125,11215.936411800394
0.8,1.2,1.1,626.6385314941408,380.2913818359375,-626.6385314941408,-380.2913818359375,9050.279296875,3505.6113098144533,3095.730712890625,1001.7319946289062,2878.9727783203125,2715.4393310546875,2244.0534859395043,7038.418627929688,4283.251220703125,-7038.418627929688,-4283.251220703125,21369.423828125,10714.5369140625,8109.998291015625,4828.671875,3676.1182861328125,3826.7470703125,5838.339713150758
1.4,0.8,0.9,-722.8979125976562,-661.93359375,722.8979125976562,661.93359375,4759.24609375,2156.0748657226563,2053.5057373046875,594.4908447265625,2878.9727783203125,2715.4393310546875,1345.285892114316,3822.039196777344,4384.29541015625,-3822.039196777344,-4384.29541015625,16963.810546875,7498.157482910156,8211.04248046875,906.025634765625,3676.1182861328125,3826.7470703125,5331.988521067511
1.4,1.0,1.3,-490.46566162109366,-261.7442626953125,490.46566162109366,261.7442626953125,3810.086669921875,2388.507116699219,2453.695068359375,919.8580322265625,2878.9727783203125,2715.4393310546875,890.3779467268504,6163.110485839843,4408.390380859375,-6163.110485839843,-4408.390380859375,22097.80859375,9839.228771972656,8235.137451171875,2033.5208740234375,3676.1182861328125,3826.7470703125,7430.874089306134
0.8,1.0,1.3,-1233.7233764648438,-982.6096801757812,1233.7233764648438,982.6096801757812,2881.84326171875,1645.2494018554687,1732.8296508789062,623.4307861328125,2878.9727783203125,2715.4393310546875,651.8470947125357,12641.52052001953,4444.121337890625,-12641.52052001953,-4444.121337890625,47719.61328125,16317.638806152343,8270.868408203125,1802.9371337890625,3676.1182861328125,3826.7470703125,17353.662944809505
0.8,0.8,0.7,-1120.1427795410157,-1560.9136352539062,1120.1427795410157,1560.9136352539062,5394.96875,1758.8299987792968,1154.5256958007812,509.79644775390625,2878.9727783203125,2715.4393310546875,1653.7828097092727,5291.469128417968,4480.26904296875,-5291.469128417968,-4480.26904296875,20262.060546875,8967.58741455078,8307.01611328125,994.9420166015625,3676.1182861328125,3826.7470703125,6136.596909877304
1.2,1.0,1.3,1714.5121398925785,1337.6461181640625,-1714.5121398925785,-1337.6461181640625,9971.41796875,4593.484918212891,4053.08544921875,640.7638549804688,2878.9727783203125,2715.4393310546875,3313.991004715219,12528.714575195312,4582.939697265625,-12528.714575195312,-4582.939697265625,46361.11328125,16204.832861328125,8409.686767578125,3386.87890625,3676.1182861328125,3826.7470703125,15678.244800289092
0.6,1.0,1.1,556.6709106445314,284.8447265625,-556.6709106445314,-284.8447265625,7005.06640625,3435.643688964844,3000.2840576171875,907.8717041015625,2878.9727783203125,2715.4393310546875,1994.792754215861,5805.282043457031,4614.05126953125,-5805.282043457031,-4614.05126953125,25861.828125,9481.400329589844,8440.79833984375,1234.8255615234375,3676.1182861328125,3826.7470703125,6588.644713873033
1.0,1.0,1.1,347.22943115234375,294.5040283203125,-347.22943115234375,-294.5040283203125,7353.1982421875,3226.2022094726562,3009.943359375,1334.5845947265625,2878.9727783203125,2715.4393310546875,1704.9306257649862,7591.5380737304695,4687.00390625,-7591.5380737304695,-4687.00390625,32186.724609375,11267.656359863282,8513.7509765625,1891.5699462890625,3676.1182861328125,3826.7470703125,9698.674171936938
0.6,1.0,1.3,1473.3176086425783,1440.697509765625,-1473.3176086425783,-1440.697509765625,12726.1474609375,4352.290386962891,4156.1368408203125,941.6985473632812,2878.9727783203125,2715.4393310546875,3405.457478112569,6241.636096191407,4693.742431640625,-6241.636096191407,-4693.742431640625,19394.59765625,9917.75438232422,8520.489501953125,1915.6737060546875,3676.1182861328125,3826.7470703125,5652.608688723148
0.8,1.2,0.7,1047.835595703125,498.8179931640625,-1047.835595703125,-498.8179931640625,9316.7978515625,3926.8083740234374,3214.25732421875,1816.179443359375,2878.9727783203125,2715.4393310546875,2449.2967457549357,6075.4371337890625,5417.19140625,-6075.4371337890625,-5417.19140625,21500.2265625,9751.555419921875,9243.9384765625,2709.0478515625,3676.1182861328125,3826.7470703125,5165.523032394053
1.4,1.0,0.7,-391.0880371093749,-753.7164306640625,391.0880371093749,753.7164306640625,5225.1513671875,2487.8847412109376,1961.722900390625,973.0555419921875,2878.9727783203125,2715.4393310546875,1594.1630537143865,6779.074511718751,6024.611328125,-6779.074511718751,-6024.611328125,25473.2421875,10455.192797851563,9851.3583984375,2942.521484375,3676.1182861328125,3826.7470703125,7069.636750548545
0.8,1.2,1.3,1445.6565917968746,883.125732421875,-1445.6565917968746,-883.125732421875,10221.4609375,4324.629370117187,3598.5650634765625,1048.886962890625,2878.9727783203125,2715.4393310546875,2696.7354965097397,6436.424694824218,6293.453125,-6436.424694824218,-6293.453125,22416.16796875,10112.54298095703,10120.2001953125,1905.8016357421875,3676.1182861328125,3826.7470703125,7674.11169152479
1.0,1.0,0.7,153.066162109375,-131.1214599609375,-153.066162109375,131.1214599609375,6763.7421875,3032.0389404296875,2584.31787109375,1068.54052734375,2878.9727783203125,2715.4393310546875,1776.4252158038282,6047.084936523437,6854.9443359375,-6047.084936523437,-6854.9443359375,13963.08984375,9723.20322265625,10681.69140625,4533.994140625,3676.1182861328125,3826.7470703125,2923.6929274962886
1.2,1.0,0.9,1772.8704345703127,690.9136962890625,-1772.8704345703127,-690.9136962890625,11979.1591796875,4651.843212890625,3406.35302734375,1043.6961669921875,2878.9727783203125,2715.4393310546875,3952.287925587675,8959.870581054687,6938.487548828125,-8959.870581054687,-6938.487548828125,23381.919921875,12635.9888671875,10765.234619140625,2764.304443359375,3676.1182861328125,3826.7470703125,8435.099996883146
0.8,1.0,0.7,115.60364379882822,-186.1734619140625,-115.60364379882822,186.1734619140625,5484.828125,2994.5764221191407,2529.265869140625,974.8955688476562,2878.9727783203125,2715.4393310546875,1617.9963913261906,8910.654089355468,8184.20947265625,-8910.654089355468,-8184.20947265625,24821.126953125,12586.77237548828,12010.95654296875,1835.9779052734375,3676.1182861328125,3826.7470703125,8720.6148997247
0.6,1.0,0.9,1169.391223144531,192.1063232421875,-1169.391223144531,-192.1063232421875,14370.0625,4048.3640014648436,2907.545654296875,1335.3087158203125,2878.9727783203125,2715.4393310546875,3837.4670678902435,12668.561474609374,8907.862060546875,-12668.561474609374,-8907.862060546875,32580.060546875,16344.679760742187,12734.609130859375,4075.571044921875,3676.1182861328125,3826.7470703125,12046.935283379451
1.4,1.2,1.3,261.9401367187502,-503.6204833984375,-261.9401367187502,503.6204833984375,7643.51318359375,3140.9129150390627,2211.81884765625,1208.296630859375,2878.9727783203125,2715.4393310546875,2111.696471931384,10895.93895263672,10821.064453125,-10895.93895263672,-10821.064453125,34888.3359375,14572.057238769532,14647.8115234375,636.2120361328125,3676.1182861328125,3826.7470703125,8804.2640230163
