kind,model_label,scenario_label,n,mean_return_mean,mean_return_ci95,median_return_mean,median_return_ci95,iqm_return_mean,iqm_return_ci95
group,tv,friction_0p5,5,1303.3487968758475,592.9889295898132,1129.72032293673,637.1793499237313,1178.1992353528385,611.6724043637112
group,tv,friction_0p6,5,1813.9806101369497,607.0335799053031,1651.7433171913465,635.8312792099296,1708.2043329772464,676.2149517146629
group,tv,friction_0p7,5,2259.516437870817,552.0337068493932,2165.0306547241867,791.6789257845747,2209.508562844844,732.0702973920781
group,tv,friction_0p8,5,2605.375472554947,559.5705072124607,2700.133597251911,907.4709377873613,2650.5273050392634,796.6450542550177
group,tv,friction_0p9,5,2952.7437443841804,510.2387062569941,3261.944017777782,875.3681677378424,3158.970804942729,783.8109972928236
group,tv,friction_1p1,5,3166.6689136451487,772.6483632497399,3232.8422299045033,1023.6962353484508,3269.3846306587025,994.3281281739371
group,tv,friction_1p3,5,2341.971084451524,759.8679379256756,2270.319656504556,945.6364101000134,2290.4527969535293,934.8388060349768
group,tv,friction_1p5,5,1597.4895567078106,649.0352498803752,1515.5406273966225,669.3069775242424,1550.1161915534533,704.2819431143016
group,tv,friction_1p7,5,1039.194550780068,330.1620953967035,972.2421453445495,291.07480553751617,981.3400240669328,301.0238271520239
group,tv,friction_2p0,5,559.9497077913915,226.85294538688606,510.86032353661847,148.70964348379465,512.9225297519971,157.68969415717552
group,tv,nominal,5,3144.676130048417,721.9889429371946,3337.5156404421746,922.1983152549972,3291.214128278813,902.6228042292333
group,vanilla,friction_0p5,5,1292.6096375073187,581.7097108313164,1125.049224533254,595.013472062246,1154.3049776758119,580.949463614952
group,vanilla,friction_0p6,5,1784.9801814383504,575.2097669611611,1640.8709503795803,599.9267896509298,1688.0878868392404,601.539069594253
group,vanilla,friction_0p7,5,2185.9536881829886,515.2775224458226,2074.9684130808278,708.3373614160639,2112.7886795589484,684.8280450934128
group,vanilla,friction_0p8,5,2695.6389588514126,486.9480952106436,2806.0129359225593,784.4599363077685,2775.547863012384,693.2783552625217
group,vanilla,friction_0p9,5,2873.7327016864465,611.3957707993167,3065.686666716681,1030.8977532855054,3003.2038533581444,875.5943865535314
group,vanilla,friction_1p1,5,3177.1321748143137,715.6093459990495,3255.2098895787776,1021.0793793568494,3335.783756041943,953.2544342315017
group,vanilla,friction_1p3,5,2319.9188531264867,789.9311648910124,2270.165672758739,947.533749862378,2294.1213631934193,962.1596890800046
group,vanilla,friction_1p5,5,1614.4749830525368,607.133200102002,1458.4053265366624,534.1690186446677,1506.1416534615907,579.5490024363542
group,vanilla,friction_1p7,5,1013.9062639718737,304.66160890999794,976.4892211993013,279.5253562425656,975.8640975449913,290.80499459908015
group,vanilla,friction_2p0,5,557.8059756635721,222.15373382874083,513.041356336614,153.3890146534876,519.865909137098,171.6530572989192
group,vanilla,nominal,5,3084.9738930016,688.9906700131941,3277.808446835171,929.5571901248451,3270.3242723185876,893.967122370316
drop,tv,nominal->friction_0p5,5,1841.3273331725693,486.99972900253056,2207.795317505444,816.7494584628946,0.5936758605236394,0.13816925569213498
drop,vanilla,nominal->friction_0p5,5,1792.364255494281,458.9784210967571,2152.7592223019165,728.8221496976466,0.5907987764677866,0.142841486950193
gain,vanilla_vs_tv,nominal->friction_0p5,5,-48.96307767828807,96.09205093552909,-55.03609520352761,121.31426381182804,-66.78411691818519,68.90543300242238
drop,tv,nominal->friction_0p6,5,1330.6955199114668,428.65695511491066,1685.772323250828,611.6275617684472,0.4271460738874331,0.12435771782633286
drop,vanilla,nominal->friction_0p6,5,1299.9937115632492,426.0143739312422,1636.93749645559,637.3282351462504,0.42361031109640007,0.12787349817242158
gain,vanilla_vs_tv,nominal->friction_0p6,5,-30.701808348217764,59.57645990750604,-48.83482679523795,94.57214662992624,-53.13503869546457,20.398772652678268
drop,tv,nominal->friction_0p7,5,885.1596921775999,485.42901907615715,1172.4849857179877,599.1362641139509,0.27152433459049374,0.13581961943527424
drop,vanilla,nominal->friction_0p7,5,899.0202048186113,383.3505353223765,1202.8400337543426,558.1509951000603,0.28614085192020344,0.10568018269404211
gain,vanilla_vs_tv,nominal->friction_0p7,5,13.860512641011246,142.3166815620094,30.3550480363549,255.69427305546904,20.164979289507908,152.16442530939727
drop,tv,nominal->friction_0p8,5,539.3006574934695,425.21236973117095,637.3820431902632,675.4408691101883,0.16007741882741805,0.12179098025523288
