timestamp,run_name,algo,env_id,seed,eval_episodes,is_perturbed,model_label,scenario_label,model_path,norm_stats_path,eval_raw_rewards,xml_perturb,action_noise_std,action_replace_prob,xml_body_mass_scale,xml_geom_friction_scale,xml_joint_damping_scale,mean_return,std_return,median_return,iqm_return,min_return,max_return
1775664521,eval__Walker2d-v4__ppo_cont__vanilla__action_replace_0p40__seed2__pid3500715,ppo_cont,Walker2d-v4,2,20,1,vanilla,action_replace_0p40,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_vanilla__2__1774449473/ppo_alpha_vanilla.cleanrl_model,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_vanilla__2__1774449473/ppo_alpha_vanilla.cleanrl_model.norm_stats.npz,1,0,0.0,0.4,1.0,1.0,1.0,266.5068444641161,111.44890581318198,254.00447156089047,254.27043773535883,85.78236067055086,506.48967233282434
