env_id,axis,stress_factor,seed,best_model,best_return,vanilla_return,best_minus_vanilla,num_models_above_vanilla
Walker2d-v4,foot_left_mass,0.5,3,tvc250,3180.814556044127,1207.1827468751276,1973.6318091689996,1
Walker2d-v4,foot_left_mass,0.5,4,tvc275,1340.0190752116678,462.480959279403,877.5381159322648,6
Walker2d-v4,foot_left_mass,0.5,5,tvc275,854.6234047434234,571.4387632300709,283.1846415133525,2
Walker2d-v4,foot_left_mass,0.5,6,tvc275,2002.1166635124905,1415.5540871592038,586.5625763532867,1
Walker2d-v4,foot_left_mass,0.5,7,tvc275,2534.2010941493795,1187.7649374169655,1346.436156732414,2
Walker2d-v4,foot_left_mass,0.5,8,tvc200,1126.229303110504,668.4966239384702,457.7326791720337,2
Walker2d-v4,foot_left_mass,0.5,9,tvc225,1104.371289056237,538.0877322687036,566.2835567875334,5
Walker2d-v4,foot_left_mass,0.5,10,tvc275,685.6091622347536,668.1337646701477,17.47539756460594,1
Walker2d-v4,foot_left_mass,0.5,11,tvc275,668.2493593048773,656.3879222453656,11.861437059511672,1
Walker2d-v4,foot_left_mass,0.5,12,tvc275,2673.8773433684373,2323.808261131274,350.06908223716346,2
Walker2d-v4,foot_left_mass,0.5,13,tvc200,807.3184441326141,668.404153645829,138.91429048678515,5
Walker2d-v4,foot_left_mass,0.5,14,tvc250,1215.4940933401672,334.4979411939919,880.9961521461753,5
Walker2d-v4,foot_left_mass,0.5,15,tvc300,2748.719989262668,2693.345347665868,55.3746415968003,1
Walker2d-v4,foot_left_mass,0.5,16,tvc225,790.6612047542202,601.2869488488516,189.3742559053686,4
Walker2d-v4,foot_left_mass,0.5,17,vanilla,1303.629400435735,1303.629400435735,0.0,0
Walker2d-v4,foot_left_mass,0.5,18,tvc275,1014.0676123320028,760.35776241787,253.70984991413275,3
Walker2d-v4,foot_left_mass,0.5,19,vanilla,2249.846191557042,2249.846191557042,0.0,0
Walker2d-v4,foot_left_mass,0.5,20,tvc300,3062.398574137383,756.8877222208507,2305.5108519165324,3
Walker2d-v4,foot_left_mass,0.5,21,tvc250,1869.1337019379505,365.01280192899446,1504.1209000089561,7
Walker2d-v4,foot_left_mass,0.5,22,tvc300,1083.3245369749463,999.6057922384656,83.71874473648074,1
Walker2d-v4,foot_left_mass,0.5,23,tvc250,2025.321088324627,741.2022851398813,1284.1188031847457,3
Walker2d-v4,foot_left_mass,0.5,24,tvc250,2801.322416454682,1349.1394328931472,1452.1829835615347,2
Walker2d-v4,foot_left_mass,0.5,25,vanilla,2247.617977196449,2247.617977196449,0.0,0
Walker2d-v4,foot_left_mass,0.5,26,tvc200,649.3716586334497,539.1378865239689,110.23377210948081,3
Walker2d-v4,foot_left_mass,0.5,27,tvc275,736.1460743449288,604.3370092598809,131.8090650850479,4
Walker2d-v4,foot_left_mass,0.5,28,vanilla,1059.006205820939,1059.006205820939,0.0,0
Walker2d-v4,foot_left_mass,0.5,29,tvc250,877.1156995955085,533.9917262273797,343.1239733681289,4
Walker2d-v4,foot_left_mass,0.5,30,vanilla,3121.92126639451,3121.92126639451,0.0,0
Walker2d-v4,friction,0.5,1,tvc200,2136.1290933322857,1703.7358847246685,432.3932086076172,2
Walker2d-v4,friction,0.5,2,tvc275,3182.396027460321,1055.302167289326,2127.093860170995,4
Walker2d-v4,friction,0.5,3,tvc250,2895.712489859318,1265.3699228625749,1630.342566996743,2
Walker2d-v4,friction,0.5,4,tvc275,2221.3582848993865,165.07201253488137,2056.2862723645053,7
Walker2d-v4,friction,0.5,5,tvc250,822.9428863566142,273.3898081759754,549.5530781806387,7
Walker2d-v4,friction,0.5,6,tvc275,1767.3894258352072,1101.2228081828582,666.166617652349,1
Walker2d-v4,friction,0.5,7,tvc275,2298.8373148298147,1486.622431605191,812.2148832246237,1
Walker2d-v4,friction,0.5,8,tvc200,1539.4328764082852,529.7431697032637,1009.6897067050215,3
Walker2d-v4,friction,0.5,9,vanilla,885.4745211029949,885.4745211029949,0.0,0
Walker2d-v4,friction,0.5,10,vanilla,602.3566988667445,602.3566988667445,0.0,0
Walker2d-v4,friction,0.5,11,tvc225,833.0039229697732,550.4694426576947,282.5344803120785,1
Walker2d-v4,friction,0.5,12,tvc275,3144.7320546310534,2881.116672824129,263.61538180692423,1
Walker2d-v4,friction,0.5,13,tvc250,714.820314483369,349.95801519961145,364.8622992837575,7
Walker2d-v4,friction,0.5,14,tvc250,593.6010710289678,353.3896543296562,240.2114166993116,6
