model_label,axis,factor,scenario_label,n,drop_mean_return_mean,drop_mean_return_ci95,drop_median_return_mean,drop_median_return_ci95,drop_iqm_return_mean,drop_iqm_return_ci95,rel_drop_mean_return_mean,rel_drop_mean_return_ci95
a2p85,actuator_gain,0.0,actuator_gain_0,5,2634.4489625652504,1102.8096438421949,2782.9822723805773,1400.922486195369,2751.09726337255,1263.974507106062,0.9562564981831059,0.022743684138387628
a2p85,actuator_gain,0.1,actuator_gain_0p1,5,2477.430064829331,1101.9135991205744,2624.7506524835444,1400.6031815388142,2593.258877833726,1263.2378741542034,0.883687602517395,0.05963125103524727
a2p85,actuator_gain,0.2,actuator_gain_0p2,5,2459.579224400263,1091.3815951414078,2606.3765810848927,1388.6110005148653,2575.088283294609,1251.4380169626754,0.878181851878902,0.057408693696877566
a2p85,actuator_gain,0.3,actuator_gain_0p3,5,2458.5586239652985,1086.580524438709,2605.7582120060706,1382.9672421538178,2574.489875921944,1246.1663479081183,0.8793198178749533,0.05299142307582071
a2p85,actuator_gain,0.4,actuator_gain_0p4,5,2433.2558643821567,1111.5934047072951,2580.0541186609253,1410.5472285811047,2549.400300148266,1273.4658651453085,0.8616375805109351,0.0725192875749753
a2p85,actuator_gain,0.5,actuator_gain_0p5,5,2407.838226091614,1114.002199828881,2555.03243098065,1410.8561773623653,2523.8653708935217,1274.1315278859274,0.8499565328773082,0.07784865831899751
a2p85,actuator_gain,0.6,actuator_gain_0p6,5,2394.147336535153,1120.8067871154137,2542.3847937048895,1419.4660346043086,2510.3697744199094,1281.5316897499044,0.8416374414545317,0.08604718362545058
a2p85,actuator_gain,0.7,actuator_gain_0p7,5,2335.3023176630486,1121.36053553699,2482.1804477251617,1422.931564126793,2451.6398150625682,1285.7419837439024,0.8139644398716352,0.10113349265663969
a2p85,actuator_gain,0.8,actuator_gain_0p8,5,2017.410460892282,991.9606277511165,2174.187021027034,1275.2911947953999,2137.4905316641716,1142.0353111913503,0.7046025838377371,0.08979623719985276
a2p85,actuator_gain,0.9,actuator_gain_0p9,5,749.4215030333901,955.411180186807,854.1729899319362,1196.38918201013,811.814370765095,1111.9265857832474,0.3242237177796635,0.29856120188207697
a2p85,actuator_gain,1.0,actuator_gain_1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2p85,actuator_gain,1.1,actuator_gain_1p1,5,378.12828390059116,590.6843104520278,549.341057331447,888.4740447847039,431.28426438491636,691.563417822871,0.1777095378961536,0.21012038108580539
a2p85,actuator_gain,1.3,actuator_gain_1p3,5,620.3031506237176,1024.3547482110384,830.2349894660153,1220.315837600443,786.1229855376397,1159.3202276199154,0.28123544456857136,0.3220839823086528
a2p85,actuator_gain,1.5,actuator_gain_1p5,5,932.2706462956697,808.2055258227535,943.6812643416754,1134.9051494654807,998.9271978948158,1023.1272362171138,0.39326282692149317,0.2672774374217756
a2p85,actuator_gain,1.7,actuator_gain_1p7,5,1262.1974806220774,543.1976785916556,1724.7449520160185,984.7904221214852,1519.2089262479021,764.5312892365175,0.4942946076696687,0.14985317793216962
a2p85,actuator_gain,2.0,actuator_gain_2,5,1302.8641658167776,402.95139032049644,1599.701371578403,822.9449491182908,1527.2754854346572,620.8684221753028,0.5082489782804276,0.13049801581378426
a2p85,damping,0.0,damping_0,5,-92.61106113734232,320.7412957721092,-49.77453914958919,78.03146903616772,-80.5156270197871,231.52650926459816,-0.007762640183708864,0.1184890194240265
a2p85,damping,0.1,damping_0p1,5,-34.93356122700261,239.03308559145927,-15.590177296308775,31.04310471991619,25.760221817326283,185.48532518901868,-0.0008575542962278423,0.08144932294582137
a2p85,damping,0.2,damping_0p2,5,-79.72340453183119,83.72465520559984,26.53535790742876,158.43187116837086,-60.030378790254915,130.21749329889954,-0.028678093092031298,0.030954877103288415
a2p85,damping,0.3,damping_0p3,5,-82.5345789227094,192.42562448315886,-30.805258842027797,45.32051563589139,-71.97743103297493,130.55427017615935,-0.020987866459132157,0.06316072050405182
a2p85,damping,0.4,damping_0p4,5,101.79555979310248,153.63405264890815,92.86810241091362,191.85483293436394,114.93995182163385,215.00729413708493,0.046592111336183385,0.07409846746306961
a2p85,damping,0.5,damping_0p5,5,71.58591693151311,84.03007451553486,45.052893178963814,212.40834501330738,34.59345321790788,116.35808011374749,0.020818607310268453,0.022671507167259644
a2p85,damping,0.6,damping_0p6,5,-163.52577858531566,124.20769574474866,-96.0125271713332,104.50179820621044,-186.84125793696543,175.71054996936047,-0.06018304270434878,0.048531098366964426
a2p85,damping,0.7,damping_0p7,5,-71.14346799935251,183.15853777304562,33.79804417718069,128.7832480963343,-85.81322632480469,176.40580529725648,-0.04039748178521689,0.07474254788401233
a2p85,damping,0.8,damping_0p8,5,-29.032860064963824,103.75500596570438,-36.42289127264321,179.6649156436706,-33.30382929123657,118.57616795668994,-0.024174769015011685,0.05821932747149093
a2p85,damping,0.9,damping_0p9,5,-126.1510808605597,118.74280630560972,-62.054287846844275,85.27729598974214,-121.34653128117952,167.813811598917,-0.04855671227753039,0.04427017067290171
a2p85,damping,1.0,damping_1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2p85,damping,1.1,damping_1p1,5,13.125449160597464,95.51573445891523,-11.276461536648458,22.63757543226136,15.51223665189491,50.90655430110643,-0.006646547856896806,0.04634494375874826
a2p85,damping,1.3,damping_1p3,5,-34.485728973528694,160.04155270112204,-112.666860444462,223.50312080539567,-37.319320135812134,192.11921382141907,-0.03334521445950674,0.08829217126720522
a2p85,damping,1.5,damping_1p5,5,-78.74993210965162,221.00134435788812,-165.4600291048483,214.10693709541087,-101.7228982127986,245.4074987830814,-0.038723943941144784,0.0860927144624259
a2p85,damping,1.7,damping_1p7,5,-105.43055218750119,195.56247538104554,-95.65153768256042,103.78533437680069,-176.80675711408722,224.48160055516513,-0.057250683372571665,0.09804155910043116
a2p85,damping,2.0,damping_2,5,-156.32327963273912,260.5873500139025,-208.35057448317576,263.61735967875575,-210.75633815947998,271.1991492129073,-0.07715161101505393,0.12147920661161103
a2p85,friction,0.0,friction_0,5,2540.44048493595,1102.644954122508,2677.234177400555,1394.2467824939768,2650.956509191531,1260.4867379191542,0.91251942097998,0.045912802653059887
a2p85,friction,0.1,friction_0p1,5,2561.0854224604204,1108.1420197879072,2707.6231124517917,1408.2634121139106,2676.4184547632162,1270.5159326204316,0.9208599182273645,0.043747142051048515
a2p85,friction,0.2,friction_0p2,5,2545.0565874109734,1120.154194981541,2694.8941610785646,1424.043080806146,2662.0175040151944,1285.1317913517807,0.90926071724229,0.0623980998554544
a2p85,friction,0.3,friction_0p3,5,2498.685181748848,1103.0747303013466,2656.3547522259732,1409.8071644198292,2620.62537467644,1270.7205485633735,0.891129238069416,0.07010372526095793
a2p85,friction,0.4,friction_0p4,5,1845.3295685206936,1108.8259082113752,1851.8045017830723,1570.2822190052607,1820.538848926477,1438.1976850915398,0.7179668433583821,0.2844630369792815
a2p85,friction,0.5,friction_0p5,5,1231.6853679912085,756.1651700688203,1052.8466620301847,1355.1486886161063,1124.2731257705584,1182.3899398470687,0.5210826758867992,0.27131069487529413
a2p85,friction,0.6,friction_0p6,5,782.7788591983392,932.0932931340692,931.6371754672755,1336.7813368403492,849.6785622723006,1179.0639654775234,0.37492587456011084,0.3378364191563312
a2p85,friction,0.7,friction_0p7,5,618.9617804322565,785.1095251362644,745.2367789741232,1165.1597171517444,693.9314074517289,1045.8054475313825,0.2940005464732585,0.2753320402498254
a2p85,friction,0.8,friction_0p8,5,357.54540922984944,277.50000367057686,169.27271217916254,205.41482123415446,334.9552130003702,270.739579346006,0.1757811442691672,0.12883780977117446
a2p85,friction,0.9,friction_0p9,5,261.633294196547,359.11148601123637,370.23578005793576,696.3319667365815,305.1597645309911,490.1465731396717,0.13517974626648907,0.14262985636041495
a2p85,friction,1.0,friction_1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2p85,friction,1.1,friction_1p1,5,-87.27856070256257,422.7989373094472,-253.1388930388529,398.2188895502486,-154.71520454309803,389.5580536807088,-0.074478134643277,0.16856653460676901
a2p85,friction,1.3,friction_1p3,5,1141.5095057000522,987.999637076521,1336.2624952134006,1125.3571681392314,1266.6433209791858,1050.1612293221383,0.4086154688327152,0.21916117418249828
a2p85,friction,1.5,friction_1p5,5,1731.2927824806015,994.9583473245767,2040.0356751221523,1328.8601658447824,1990.6169795733172,1190.4711666294643,0.595691659141271,0.13704464737800248
a2p85,friction,1.7,friction_1p7,5,2070.1762578432367,1066.762258846773,2283.6692069127494,1392.334800669979,2235.0073680633336,1245.819447589801,0.7124375477394749,0.1155179292063817
a2p85,friction,2.0,friction_2,5,2096.174047111132,1062.263135785109,2246.938847606846,1309.1395417885842,2214.5914498037164,1186.5572671865082,0.733480598249966,0.11607933736315658
a2p95,actuator_gain,0.0,actuator_gain_0,5,3428.3536579266597,978.2713793512473,3613.751017473417,1221.8074390947756,3581.5212691960346,1128.8077546707902,0.9692066346601373,0.014460838858979475
