axis,model_label,nominal_mean_return,nominal_mean_return_ci95,avg_gain_mean_return,avg_gain_mean_return_ci95,positive_gain_scenarios,perturbed_scenarios
bfoot_actuator_gain,vanilla,2115.9465295198825,912.5029329974684,0.0,0.0,0,0
bfoot_actuator_gain,a2p20,2138.8366401381786,996.8591883538988,49.398698301605044,229.43701246062932,15,15
bfoot_actuator_gain,a2p40,2190.4208573453516,935.6778001072981,-1.7448943292887373,44.47021219883349,7,15
bfoot_actuator_gain,a2p55,2612.24647799061,1216.4578851300369,-46.996554316743136,188.37596010982216,5,15
bfoot_actuator_gain,a2p65,2079.0007853890643,970.0851399399164,37.43531621529284,57.23632793204115,11,15
bfoot_actuator_gain,a2p70,1584.2339012926489,136.27574119823865,83.07753515000061,269.0127126711685,13,15
bfoot_actuator_gain,a2p75,1585.5378563300435,65.46567078855365,93.53941563453864,167.06893428677876,15,15
bfoot_actuator_gain,a2p80,2170.198322189544,1154.82005747332,66.39183631761611,205.08386628058426,10,15
bfoot_actuator_gain,a3p00,1642.3861351539592,119.25757476499622,106.37199426627863,161.833534519137,13,15
bfoot_actuator_gain,a3p05,1624.0758515193259,68.34534782479125,95.70949858320208,182.75176149386382,15,15
bfoot_actuator_gain,a3p10,1581.481430904751,63.60635542204812,76.15697799596846,159.87330796619898,11,15
bfoot_actuator_gain,a3p20,1607.9582047877864,113.88713597263894,105.7014278522874,151.9997055668338,14,15
bfoot_actuator_gain,a3p40,1562.9990882263428,100.32535806797631,69.74534626228656,190.6710652944732,15,15
bfoot_actuator_gain,a3p70,1624.596575774159,106.27137003791323,107.93815581404405,145.99394111761683,13,15
bfoot_damping,vanilla,2108.2483735469173,906.6147545503743,0.0,0.0,0,0
bfoot_damping,a2p20,2138.8366401381786,996.8591883538988,-13.019474062944203,111.81183239781272,9,15
bfoot_damping,a2p40,2190.4208573453516,935.6778001072981,-38.14519440025428,39.55291950013133,2,15
bfoot_damping,a2p55,2618.719561307735,1218.7145093809565,-26.28760142486452,114.85155822509549,7,15
bfoot_damping,a2p65,2087.328991933503,974.1834996113669,-22.540533893499276,43.88580969745779,0,15
bfoot_damping,a2p70,1585.0315937025593,136.3467446384003,73.9594483575589,140.5014576628276,12,15
bfoot_damping,a2p75,1584.5004032000934,64.19274575822061,41.680993107884994,58.71308993158791,12,15
bfoot_damping,a2p80,2170.198322189544,1154.82005747332,-26.975959774037054,121.863450492998,4,15
bfoot_damping,a3p00,1642.3861351539592,119.25757476499622,16.236380553467374,64.43821800167811,10,15
bfoot_damping,a3p05,1624.0758515193259,68.34534782479125,16.477247905249822,82.60650371377824,10,15
bfoot_damping,a3p10,1580.093679717164,58.7617820252547,-6.658283714706164,62.52649918510653,6,15
bfoot_damping,a3p20,1609.657416582136,112.69443803640257,30.132564095645908,53.09469479045349,12,15
bfoot_damping,a3p40,1569.0920112852218,96.67573809027756,10.290865925338744,54.41258708931999,8,15
bfoot_damping,a3p70,1625.9947875755927,108.79330246549678,18.163775102587085,51.13106613257667,10,15
bfoot_friction,vanilla,2115.9465295198825,912.5029329974684,0.0,0.0,0,0
bfoot_friction,a2p20,2153.321926037602,1003.8250363103242,-3.6331103500422683,9.300947067863824,4,15
bfoot_friction,a2p40,2189.022759642344,936.331990753109,7.306790057634354,5.207291503453862,14,15
bfoot_friction,a2p55,2612.24647799061,1216.4578851300369,8.503900669910266,7.697706980567999,12,15
bfoot_friction,a2p65,2087.328991933503,974.1834996113669,4.079979904005649,6.024808738918558,10,15
bfoot_friction,a2p70,1584.2339012926489,136.27574119823865,6.640623400671115,6.876021168842927,12,15
bfoot_friction,a2p75,1584.5004032000934,64.19274575822061,5.345594897931035,6.716842522839824,13,15
bfoot_friction,a2p80,2170.662691508806,1154.5599034715478,-1.7981886478358073,18.452599275731835,10,15
