axis,model_label,nominal_mean_return,nominal_mean_return_ci95,avg_gain_mean_return,avg_gain_mean_return_ci95,positive_gain_scenarios,perturbed_scenarios
action_noise,vanilla,3981.978061508968,258.75589693819177,0.0,0.0,0,0
