model_label,axis,factor,scenario_label,n,mean_return_mean,mean_return_ci95,median_return_mean,median_return_ci95,iqm_return_mean,iqm_return_ci95,seed_iqm_of_mean_return
tvc100,action_noise,0.0,action_noise_0,30,598.9037201138038,36.64353865870346,587.6270457829614,38.66463584082061,588.6171269923157,37.52420599159279,579.9860205478715
tvc100,action_noise,0.05,action_noise_0p05,30,588.7537869673721,34.20791407943877,576.6071812919243,35.14648636503966,582.5079281308051,35.32732342993103,578.4952231050459
tvc100,action_noise,0.1,action_noise_0p1,30,591.8194761653243,32.24847063090149,588.6720253894896,37.46281821279203,588.2072761259823,33.99945817036232,579.563827108712
tvc100,action_noise,0.2,action_noise_0p2,30,571.3353236600126,30.36448266523341,565.6181163708994,31.333170113359962,568.232734822437,32.42757299118613,558.6081402012327
tvc100,action_noise,0.3,action_noise_0p3,30,533.2843108609626,27.21476768088714,521.2544718098254,30.159910733373167,524.2024235082165,28.33803255891263,510.8205383486258
tvc100,action_noise,0.5,action_noise_0p5,30,475.0837499684015,23.229560954754618,468.3236081930297,21.947474904385622,469.87375472733555,22.483149951058444,458.17226089973116
tvc150,action_noise,0.0,action_noise_0,30,839.8734980432674,83.52661316277175,816.7066169162255,79.02045194567756,821.8244794915369,80.14767949729125,804.814687825213
tvc150,action_noise,0.05,action_noise_0p05,30,812.1737355795558,74.08571804454893,819.0094442007147,72.36117257454544,809.9758447497519,70.26467056104362,802.6267923689157
tvc150,action_noise,0.1,action_noise_0p1,30,771.1375913941519,66.83668330495338,772.1095541619617,70.55276505283778,766.6587256756642,65.62767835658279,762.7656802307357
tvc150,action_noise,0.2,action_noise_0p2,30,694.8145217863262,67.59708789275095,693.9762901393623,72.56362097188891,689.3017289747473,67.87908949284055,671.1383993576768
tvc150,action_noise,0.3,action_noise_0p3,30,613.803193362023,51.420417693149446,582.906127248881,51.15579092695071,593.325924203737,50.11653519155486,582.8571358838324
tvc150,action_noise,0.5,action_noise_0p5,30,474.43467699241313,35.33153909086585,463.0284934007498,35.74458554985881,464.8766047111623,33.84142736141895,468.3829907023251
tvc200,action_noise,0.0,action_noise_0,30,1594.8691969328133,196.62135285730523,1505.1895051405625,206.561683481502,1519.0429230739198,197.954192486879,1572.7817745511766
tvc200,action_noise,0.05,action_noise_0p05,30,1556.2914839485281,209.05049896216102,1452.9100072046363,201.79030896189093,1494.374031725467,200.52304492062564,1458.092037319426
tvc200,action_noise,0.1,action_noise_0p1,30,1448.4511532466975,184.26761246798333,1355.2041373140098,180.43164635694973,1385.5193173560538,178.7615985521269,1403.8959149549787
tvc200,action_noise,0.2,action_noise_0p2,30,1315.0399125902504,194.70644755904712,1258.753965450428,215.94902863517513,1262.1158672011652,201.38950346334053,1226.5436103966874
tvc200,action_noise,0.3,action_noise_0p3,30,1074.9199216862935,149.05172987125567,999.0492106521787,138.7683325043752,1016.8551527070325,146.2505567924135,987.8517780409954
tvc200,action_noise,0.5,action_noise_0p5,30,689.6007356684465,76.13758209487852,656.8871239630795,62.26939652424839,651.8585555508903,59.53481842757185,661.5358816625461
tvc225,action_noise,0.0,action_noise_0,30,2111.1995107834105,308.69322126691156,2159.6732151740803,365.2102591292214,2137.7024955442075,347.87081203584876,2070.8469893428814
tvc225,action_noise,0.05,action_noise_0p05,30,2046.6407434550908,291.43139608589814,2004.3142614570081,324.003852946889,2027.0408836266265,318.6864195154821,1985.2910717816376
tvc225,action_noise,0.1,action_noise_0p1,30,1960.7227531644644,288.5399959928223,1928.5414316863494,325.49179470400406,1939.9161538228398,312.75437274523443,1861.4501924487274
tvc225,action_noise,0.2,action_noise_0p2,30,1692.0553515442336,253.17460926912827,1648.2370995824042,279.22847277909153,1662.6849602160403,279.6699795563151,1532.2066734385394
tvc225,action_noise,0.3,action_noise_0p3,30,1441.94807962202,238.35249738720006,1408.9175868748905,253.56750758456184,1411.895300799906,253.5331997702516,1255.1820044484705
tvc225,action_noise,0.5,action_noise_0p5,30,857.3462996241152,161.11795009381692,832.9563797475647,164.65605042997288,840.8035718761151,168.64054137323043,723.9308614380535
tvc250,action_noise,0.0,action_noise_0,30,2975.4687050162447,255.2668520899387,3130.4208118037445,332.93532820892005,3100.5805943678847,319.0638171383152,3143.354295460005
tvc250,action_noise,0.05,action_noise_0p05,30,2993.231837792853,254.1772598439143,3169.4628093976503,338.41974804701266,3120.7251358967474,316.52086007320105,3110.688533394641
tvc250,action_noise,0.1,action_noise_0p1,30,2880.49894318645,267.3326033257495,3103.78780866473,357.2226983095406,3052.379831815883,333.85914024938205,3016.5007046522883
tvc250,action_noise,0.2,action_noise_0p2,30,2694.081458042797,296.6302540261585,2880.7162689949882,373.492006260925,2839.3445087719906,356.608915223329,2809.6635317174555
tvc250,action_noise,0.3,action_noise_0p3,30,2243.7829347882507,309.23730768406,2284.2481700307635,389.4733373794497,2270.79595644703,359.6771347069923,2225.8760517550068
tvc250,action_noise,0.5,action_noise_0p5,30,1332.3897636760012,240.92363808221785,1273.2359415409694,279.5351241802756,1296.2652784585669,270.9950797032573,1094.5180987529134
tvc275,action_noise,0.0,action_noise_0,30,3352.270554524158,205.73837046034825,3439.348832062436,239.10630348144267,3448.840515035062,232.30330579439328,3484.0063153034744
tvc275,action_noise,0.05,action_noise_0p05,30,3309.4651779253686,229.42959727855612,3422.2799938043745,261.49136817484595,3407.598039710573,257.1039193733655,3429.6186000361117
tvc275,action_noise,0.1,action_noise_0p1,30,3266.853944513842,271.8687593351619,3370.418465235729,295.7009725836212,3372.7983766918987,293.05464552011625,3441.957715209005
tvc275,action_noise,0.2,action_noise_0p2,30,3036.0727592202957,289.20210143024934,3208.920424465952,347.65106779520005,3207.4422321699235,330.1307352613014,3266.124285201934
tvc275,action_noise,0.3,action_noise_0p3,30,2669.96533161878,307.92396781059426,2835.3818941614886,373.9440931045921,2802.715563235333,358.04001556771954,2830.754695420163
tvc275,action_noise,0.5,action_noise_0p5,30,1549.2373369438858,324.59220730006024,1575.239806871617,390.4761610695643,1566.4125666894067,377.864721249393,1360.7369811727494
tvc300,action_noise,0.0,action_noise_0,30,3620.880530071264,99.99920455223595,3765.2853548751295,127.40302591879679,3755.3752570619636,122.04866336883349,3619.7350312613885
tvc300,action_noise,0.05,action_noise_0p05,30,3603.9106278505656,134.05677413543307,3771.6315953003696,130.07527322118153,3734.143227715781,129.8329080586903,3585.6879027335162
tvc300,action_noise,0.1,action_noise_0p1,30,3565.5683056191147,126.94619478930177,3769.6948225969777,126.60879775051029,3738.06245250243,118.76524661869875,3527.2922324672886
tvc300,action_noise,0.2,action_noise_0p2,30,3397.1743708918893,158.4205119455185,3567.602944051779,175.774674578657,3582.8415021792284,165.61851726173336,3436.361059498988
tvc300,action_noise,0.3,action_noise_0p3,30,3123.888878187499,231.2469190915058,3298.40357195227,290.51945689031015,3297.637268509482,275.65704921266365,3234.747142314547
tvc300,action_noise,0.5,action_noise_0p5,30,1867.9275925930199,331.6364014364053,1925.084202479752,447.91953327015034,1891.1069135854275,411.92549557014604,1582.7298425780352
tvc400,action_noise,0.0,action_noise_0,30,4003.27132634504,241.46335913604145,4068.236712238134,241.51167254425783,4065.1884165309066,241.97574495109342,4146.597975870937
tvc400,action_noise,0.05,action_noise_0p05,30,4001.995269041202,254.92873757753708,4077.304694202343,243.9935155104925,4062.677764020972,248.68845476187244,4159.354987988995
tvc400,action_noise,0.1,action_noise_0p1,30,3986.1204018778776,250.15580677655763,4076.7718044955845,244.3026651702024,4069.8581624600824,242.81532423849777,4113.541586459806
tvc400,action_noise,0.2,action_noise_0p2,30,3968.164683793076,247.03104691914672,4069.9528784052964,247.77424276942352,4069.5786617957106,246.1921016833877,4090.15150608468
