timestamp,run_name,algo,env_id,seed,eval_episodes,is_perturbed,model_label,scenario_label,model_path,norm_stats_path,eval_raw_rewards,xml_perturb,action_noise_std,xml_body_mass_scale,xml_geom_friction_scale,xml_joint_damping_scale,mean_return,std_return,median_return,iqm_return,min_return,max_return
1775527037,eval__Walker2d-v4__ppo_cont__a3p10__actuator_bias_0p7__seed5__pid529200,ppo_cont,Walker2d-v4,5,20,1,a3p10,actuator_bias_0p7,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_a3p10__5__1774673109/ppo_alpha_a3p10.cleanrl_model,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_a3p10__5__1774673109/ppo_alpha_a3p10.cleanrl_model.norm_stats.npz,1,1,0.0,1.0,1.0,1.0,3377.540125268849,933.9587677932332,3795.7058112893583,3678.4842603236893,464.41626928430253,4072.1558485693918
