timestamp,run_name,algo,env_id,seed,eval_episodes,is_perturbed,model_label,scenario_label,model_path,norm_stats_path,eval_raw_rewards,xml_perturb,action_noise_std,xml_body_mass_scale,xml_geom_friction_scale,xml_joint_damping_scale,mean_return,std_return,median_return,iqm_return,min_return,max_return
1775525954,eval__Walker2d-v4__ppo_cont__a3p05__friction_0p9__seed4__pid3513037,ppo_cont,Walker2d-v4,4,20,1,a3p05,friction_0p9,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_a3p05__4__1774847187/ppo_alpha_a3p05.cleanrl_model,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_a3p05__4__1774847187/ppo_alpha_a3p05.cleanrl_model.norm_stats.npz,1,1,0.0,1.0,0.9,1.0,2867.6687230626567,969.2196060295852,2785.1508000861727,2961.644211042409,355.345982320296,3981.869173146298
