env_id,model_label,n_axes,n_model_seeds_min,n_baseline_seeds_min,bootstrap_replicates,reliability_auc_delta,reliability_auc_delta__ci95_low,reliability_auc_delta__ci95_high,probability_reliability_auc_improves,catastrophe_recovery_area,catastrophe_recovery_area__ci95_low,catastrophe_recovery_area__ci95_high,catastrophe_harm_area,catastrophe_harm_area__ci95_low,catastrophe_harm_area__ci95_high,worst_survival_delta,worst_survival_delta__ci95_low,worst_survival_delta__ci95_high,probability_curve_empirically_dominates
Walker2d-v5,klprho0p05,20,30,30,5000,-0.07841765873015873,-0.15184900644841273,-0.01352925099206352,0.008,0.0,0.0,0.003040184027777766,0.07841765873015873,0.016055745535714303,0.15184900644841257,-0.16343650793650794,-0.29352023809523814,-0.06314246031746029,0.0004
Walker2d-v5,vanilla,20,30,30,5000,-0.010751249999999997,-0.040928912698412735,0.02210142162698404,0.2516,0.002293154761904761,0.0,0.025412974206349203,0.013044404761904757,0.0016761378968253885,0.04093112549603174,-0.12657142857142858,-0.26153690476190466,-0.020036507936507807,0.0
