env_id,model_label,threshold,survival,baseline_survival,survival_delta
Walker2d-v5,klprho0,0.5750000000000001,0.723047619047619,0.723047619047619,0.0
Walker2d-v5,klprho0,0.58,0.7220238095238095,0.7220238095238095,0.0
Walker2d-v5,klprho0,0.585,0.7207063492063492,0.7207063492063492,0.0
Walker2d-v5,klprho0,0.59,0.7192380952380952,0.7192380952380952,0.0
Walker2d-v5,klprho0,0.595,0.7178730158730159,0.7178730158730159,0.0
Walker2d-v5,klprho0,0.6,0.7157460317460317,0.7157460317460317,0.0
Walker2d-v5,klprho0,0.605,0.7143968253968254,0.7143968253968254,0.0
Walker2d-v5,klprho0,0.61,0.7121904761904763,0.7121904761904763,0.0
Walker2d-v5,klprho0,0.615,0.7102063492063493,0.7102063492063493,0.0
Walker2d-v5,klprho0,0.62,0.7092460317460317,0.7092460317460317,0.0
Walker2d-v5,klprho0,0.625,0.7076587301587302,0.7076587301587302,0.0
Walker2d-v5,klprho0,0.63,0.7055952380952382,0.7055952380952382,0.0
Walker2d-v5,klprho0,0.635,0.705031746031746,0.705031746031746,0.0
Walker2d-v5,klprho0,0.64,0.7037698412698413,0.7037698412698413,0.0
Walker2d-v5,klprho0,0.645,0.7026428571428571,0.7026428571428571,0.0
Walker2d-v5,klprho0,0.65,0.7012698412698413,0.7012698412698413,0.0
Walker2d-v5,klprho0,0.655,0.699952380952381,0.699952380952381,0.0
Walker2d-v5,klprho0,0.66,0.6986666666666667,0.6986666666666667,0.0
Walker2d-v5,klprho0,0.665,0.6975,0.6975,0.0
Walker2d-v5,klprho0,0.67,0.6961190476190476,0.6961190476190476,0.0
Walker2d-v5,klprho0,0.675,0.6949841269841269,0.6949841269841269,0.0
Walker2d-v5,klprho0,0.68,0.6942936507936508,0.6942936507936508,0.0
Walker2d-v5,klprho0,0.685,0.6933809523809524,0.6933809523809524,0.0
Walker2d-v5,klprho0,0.6900000000000001,0.6923333333333334,0.6923333333333334,0.0
