timestamp,run_name,algo,env_id,seed,eval_episodes,is_perturbed,model_label,scenario_label,model_path,norm_stats_path,eval_raw_rewards,xml_perturb,action_noise_std,action_replace_prob,xml_body_mass_scale,xml_body_name_selector,xml_geom_friction_scale,xml_geom_name_selector,xml_joint_damping_scale,xml_joint_name_selector,xml_actuator_gain_scale,xml_actuator_bias_scale,mean_return,std_return,median_return,iqm_return,min_return,max_return,xml_actuator_joint_selector
1776211117,eval__Walker2d-v4__ppo_cont__a3p05__thigh_left_damping_1p3__seed2__pid2510341,ppo_cont,Walker2d-v4,2,20,1,a3p05,thigh_left_damping_1p3,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_a3p05__2__1774847157/ppo_alpha_a3p05.cleanrl_model,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_a3p05__2__1774847157/ppo_alpha_a3p05.cleanrl_model.norm_stats.npz,1,1,0.0,0.0,1.0,,1.0,,1.3,thigh_left_joint,1.0,1.0,2340.8927450845595,1090.9531008578508,1947.2769841386457,2010.798344825372,1244.512108136789,4795.821646059069,
