env_id,axis,stress_factor,seed,best_model,best_return,vanilla_return,best_minus_vanilla,num_models_above_vanilla
Walker2d-v4,action_replace,0.5,1,kle100,310.69022653286225,285.1653926883181,25.524833844544162,2
Walker2d-v4,action_replace,0.5,2,kle100,242.57830303823687,179.7766380272207,62.801665011016155,1
Walker2d-v4,action_replace,0.5,3,kle100,258.56274816552383,170.13332653281117,88.42942163271266,1
Walker2d-v4,action_replace,0.5,4,kle20,301.20454769718583,152.39857933918515,148.80596835800068,3
Walker2d-v4,action_replace,0.5,5,kle100,338.9010061822115,208.49618410529487,130.40482207691664,3
Walker2d-v4,actuator_gain,0.5,1,kle2,426.4207895962351,345.1062827299492,81.31450686628591,1
Walker2d-v4,actuator_gain,0.5,2,kle100,388.8072279223966,258.4533396646887,130.35388825770787,1
Walker2d-v4,actuator_gain,0.5,3,vanilla,387.3412663213127,387.3412663213127,0.0,0
Walker2d-v4,actuator_gain,0.5,4,kle20,388.70824118379096,365.6335020462299,23.07473913756104,2
Walker2d-v4,actuator_gain,0.5,5,kle100,388.627249477874,372.3915218796979,16.235727598176084,1
Walker2d-v4,mass,0.5,1,kle100,1844.777450244728,351.7742345676839,1493.0032156770442,2
Walker2d-v4,mass,0.5,2,vanilla,1764.1676895866417,1764.1676895866417,0.0,0
Walker2d-v4,mass,0.5,3,vanilla,1472.5045492421038,1472.5045492421038,0.0,0
Walker2d-v4,mass,0.5,4,kle20,849.0417761284043,737.051088890078,111.99068723832636,1
Walker2d-v4,mass,0.5,5,vanilla,1264.4474370715116,1264.4474370715116,0.0,0
