env_id,axis,stress_factor,best_model_by_reliability_auc_0_to_1x_nominal,best_reliability_auc_0_to_1x_nominal,vanilla_reliability_auc_0_to_1x_nominal,best_minus_vanilla_reliability_auc
Walker2d-v4,action_replace,0.5,kle100,0.12300000000000001,0.08500000000000002,0.03799999999999999
Walker2d-v4,actuator_gain,0.5,kle100,0.1538,0.1434,0.010399999999999993
Walker2d-v4,mass,0.5,vanilla,0.47739999999999994,0.47739999999999994,0.0
