timestamp,run_name,algo,env_id,seed,eval_episodes,is_perturbed,model_label,scenario_label,model_path,norm_stats_path,eval_raw_rewards,xml_perturb,obs_noise_std,reward_noise_std,action_noise_std,action_replace_prob,xml_total_mass_scale,xml_body_mass_scale,xml_body_name_selector,xml_geom_friction_scale,xml_geom_friction_component,xml_geom_name_selector,xml_gravity_component_index,xml_gravity_component_value,xml_joint_damping_scale,xml_joint_name_selector,xml_actuator_gain_scale,xml_actuator_bias_scale,mean_return,std_return,median_return,iqm_return,min_return,max_return,xml_actuator_joint_selector
1777630816,eval__Walker2d-v4__ppo_cont__a3p00__thigh_left_damping_0p6__seed4__pid1169225,ppo_cont,Walker2d-v4,4,20,1,a3p00,thigh_left_damping_0p6,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_a3p00__4__1774664385/ppo_alpha_a3p00.cleanrl_model,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_a3p00__4__1774664385/ppo_alpha_a3p00.cleanrl_model.norm_stats.npz,1,1,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,-1,,-1,,0.6,thigh_left_joint,1.0,1.0,3233.7573092286502,997.5341946655457,3810.006171074462,3584.8267071618675,704.2241446474059,4007.318580094322,
1778555023,eval__Walker2d-v4__ppo_cont__a3p00__thigh_left_damping_0p6__seed4__pid1209600,ppo_cont,Walker2d-v4,4,20,1,a3p00,thigh_left_damping_0p6,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_a3p00__4__1774664385/ppo_alpha_a3p00.cleanrl_model,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_a3p00__4__1774664385/ppo_alpha_a3p00.cleanrl_model.norm_stats.npz,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,-1,,-1,,0.6,thigh_left_joint,1.0,1.0,3180.9725927909617,871.7449542127121,3568.9095040191737,3424.044608874744,1591.5288176475717,4031.02705088937,
