scenario_label,n,gain_mean,gain_mean_ci95,gain_median,gain_median_ci95,gain_iqm,gain_iqm_ci95
nominal->friction_1p0,5,122.25307428809201,341.8766717707977,-21.702132698067906,267.1377807586086,74.18871310749107,239.266878469948
nominal->friction_1p1,5,-45.606624374630975,247.91317723159506,-53.109402659566875,377.9834963964177,-49.047067671226465,87.66401775210191
nominal->friction_1p2,5,50.11885106953982,224.70266989591465,-134.44746735063845,279.15439499024205,-32.848378935953484,114.71920689997317
nominal->friction_1p3,5,101.28144166398238,134.1785665388712,-111.18607729990526,225.53965304522004,106.18688406329557,42.136016034828295
