env_id,axis,stress_factor,seed,best_model,best_return,vanilla_return,best_minus_vanilla,num_models_above_vanilla
Walker2d-v4,action_noise,0.5,1,klb50,740.8174515316235,618.815544703605,122.00190682801849,2
Walker2d-v4,action_noise,0.5,2,vanilla,677.311319425953,677.311319425953,0.0,0
Walker2d-v4,action_noise,0.5,3,vanilla,1023.0385480868013,1023.0385480868013,0.0,0
Walker2d-v4,action_noise,0.5,4,vanilla,1648.445392725337,1648.445392725337,0.0,0
Walker2d-v4,action_noise,0.5,5,vanilla,777.7709677854739,777.7709677854739,0.0,0
Walker2d-v4,action_replace,0.5,1,klb100,326.58856155348525,281.6774045651583,44.91115698832692,1
Walker2d-v4,action_replace,0.5,2,klb1,320.5945148261779,185.44491516738412,135.14959965879376,6
Walker2d-v4,action_replace,0.5,3,klb50,270.1697515485932,220.1809514120256,49.98880013656759,3
Walker2d-v4,action_replace,0.5,4,klb100,340.5825801572076,233.95221902090825,106.63036113629934,4
Walker2d-v4,action_replace,0.5,5,klb20,364.3424340359616,330.8678806757969,33.47455336016469,2
Walker2d-v4,actuator_gain,0.5,1,klb50,469.0332105828844,321.2099277087693,147.82328287411508,5
Walker2d-v4,actuator_gain,0.5,2,klb10,483.7560708702316,370.4486617207212,113.30740914951042,2
Walker2d-v4,actuator_gain,0.5,3,klb5,856.8501705015836,342.6286286199459,514.2215418816377,4
Walker2d-v4,actuator_gain,0.5,4,klb2,1048.6739182761064,320.43978111494306,728.2341371611633,7
Walker2d-v4,actuator_gain,0.5,5,klb2,586.0545513411068,489.31512895065225,96.73942239045459,2
Walker2d-v4,damping,0.5,1,klb50,1097.7538120695544,1017.5888621521508,80.16494991740365,1
Walker2d-v4,damping,0.5,2,vanilla,1933.762631807912,1933.762631807912,0.0,0
Walker2d-v4,damping,0.5,3,vanilla,3663.6512697128346,3663.6512697128346,0.0,0
Walker2d-v4,damping,0.5,4,vanilla,3417.851398878509,3417.851398878509,0.0,0
Walker2d-v4,damping,0.5,5,vanilla,934.0410439218682,934.0410439218682,0.0,0
Walker2d-v4,foot_left_actuator_gain,0.5,1,klb50,847.2254729788385,366.2653587495587,480.96011422927984,5
Walker2d-v4,foot_left_actuator_gain,0.5,2,klb20,592.9899723178854,405.281698646214,187.7082736716714,4
Walker2d-v4,foot_left_actuator_gain,0.5,3,klb100,955.8131528288056,309.58331595990273,646.2298368689029,6
Walker2d-v4,foot_left_actuator_gain,0.5,4,klb2,1066.0366839238618,421.4282031779648,644.6084807458969,7
Walker2d-v4,foot_left_actuator_gain,0.5,5,klb20,1837.030985880103,704.7271189316623,1132.3038669484406,2
Walker2d-v4,foot_left_damping,0.5,1,vanilla,982.9898259436046,982.9898259436046,0.0,0
Walker2d-v4,foot_left_damping,0.5,2,vanilla,1457.615659881005,1457.615659881005,0.0,0
Walker2d-v4,foot_left_damping,0.5,3,vanilla,3660.7100177123343,3660.7100177123343,0.0,0
Walker2d-v4,foot_left_damping,0.5,4,vanilla,3594.5446307653788,3594.5446307653788,0.0,0
Walker2d-v4,foot_left_damping,0.5,5,vanilla,952.773023071292,952.773023071292,0.0,0
Walker2d-v4,foot_left_friction,0.5,1,klb50,1065.5884708898163,955.7025107560494,109.88596013376696,1
Walker2d-v4,foot_left_friction,0.5,2,vanilla,2094.839386282613,2094.839386282613,0.0,0
Walker2d-v4,foot_left_friction,0.5,3,vanilla,3590.237596642889,3590.237596642889,0.0,0
Walker2d-v4,foot_left_friction,0.5,4,vanilla,1843.3634482346367,1843.3634482346367,0.0,0
Walker2d-v4,foot_left_friction,0.5,5,klb20,1492.0780259285614,954.8271017308824,537.250924197679,1
Walker2d-v4,foot_left_mass,0.5,1,vanilla,906.2300923167282,906.2300923167282,0.0,0
Walker2d-v4,foot_left_mass,0.5,2,klb20,1131.1539377190816,123.1130776918462,1008.0408600272353,7
Walker2d-v4,foot_left_mass,0.5,3,vanilla,3686.574645426146,3686.574645426146,0.0,0
Walker2d-v4,foot_left_mass,0.5,4,vanilla,1210.7862347899836,1210.7862347899836,0.0,0
Walker2d-v4,foot_left_mass,0.5,5,klb100,1082.2370417081752,996.9516441521372,85.28539755603799,1
Walker2d-v4,friction,0.5,1,vanilla,1208.8963657013735,1208.8963657013735,0.0,0
Walker2d-v4,friction,0.5,2,vanilla,3877.796988064319,3877.796988064319,0.0,0
Walker2d-v4,friction,0.5,3,vanilla,3593.8238483656523,3593.8238483656523,0.0,0
Walker2d-v4,friction,0.5,4,vanilla,1987.0056734998573,1987.0056734998573,0.0,0
Walker2d-v4,friction,0.5,5,klb2,734.7903452195053,691.8193548972013,42.97099032230403,2
