version,model_label,n_model_seeds,n_vanilla_seeds,nominal_retention_median,delta_reliability_auc_vs_vanilla,delta_reliability_auc_vs_vanilla_ci95_low,delta_reliability_auc_vs_vanilla_ci95_high,delta_cvar20_vs_vanilla,delta_cvar20_vs_vanilla_ci95_low,delta_cvar20_vs_vanilla_ci95_high,delta_catastrophe_prob_t0p50_vs_vanilla,delta_catastrophe_prob_t0p50_vs_vanilla_ci95_low,delta_catastrophe_prob_t0p50_vs_vanilla_ci95_high
Walker2d-v4,tvc250,30,30,0.8356358777802307,-0.02310273076671876,-0.08819222806183678,0.04410717836256551,-0.01817839614961725,-0.226338675669364,0.1977427439575856,0.0005317460317460221,-0.055460912698412725,0.06363511904761904
Walker2d-v5,tvc400,30,30,1.022379688808284,0.007662070243146135,-0.05498124581418763,0.06987692921225669,0.012315588140641376,-0.03308097014664978,0.05777169596688294,-0.0032301587301586943,-0.0770878968253969,0.0715597222222222
