version,model_label,seed,nominal_retention,reliability_auc,cvar20,catastrophe_prob_t0p50
Walker2d-v4,tvc100,28,0.6489810164301816,0.525677936546716,0.4060695813353319,0.23642857142857143
Walker2d-v4,tvc100,29,0.5260516862034132,0.48200458018165515,0.3836119090168557,0.41595238095238096
Walker2d-v4,tvc100,30,0.46439119212640567,0.46835151435459715,0.351049647358135,0.6295238095238095
Walker2d-v4,tvc150,1,0.5808114199136143,0.5189190139029455,0.37760553540780956,0.23500000000000001
Walker2d-v4,tvc150,2,0.399075867416471,0.38981969022657936,0.29721611394571607,0.9447619047619048
Walker2d-v4,tvc150,3,0.7668112596677733,0.6728619251644715,0.4661989951168846,0.19857142857142857
Walker2d-v4,tvc150,4,0.7336581915935161,0.6685858541481434,0.4578450320307278,0.17857142857142855
Walker2d-v4,tvc150,5,0.36919042552574893,0.3216301560242659,0.24001624770509297,0.99
Walker2d-v4,tvc150,6,0.7427192032536192,0.6225311622414378,0.43387097878522096,0.1788095238095238
Walker2d-v4,tvc150,7,0.48521028345208206,0.4375750292096036,0.3307438902684602,0.8354761904761905
Walker2d-v4,tvc150,8,0.6504228069039156,0.6054009668806081,0.43648787037699704,0.22023809523809526
Walker2d-v4,tvc150,9,0.6143932159201928,0.47887169286709447,0.33591477253245433,0.44785714285714284
Walker2d-v4,tvc150,10,0.5624555557832452,0.51708044712467,0.3858627898285051,0.2578571428571429
Walker2d-v4,tvc150,11,0.3938196993320646,0.41637442972699956,0.3216983985130486,0.865952380952381
Walker2d-v4,tvc150,12,0.6993530616460601,0.6895550038791212,0.44941877673320824,0.2719047619047619
Walker2d-v4,tvc150,13,0.5023376160066938,0.4499314838722399,0.3284807890805187,0.77
Walker2d-v4,tvc150,14,0.6052020988945672,0.5652076928683235,0.4500358290139874,0.1626190476190476
Walker2d-v4,tvc150,15,0.6595272616674627,0.526493195817497,0.37475687608365876,0.3342857142857143
Walker2d-v4,tvc150,16,0.5587303452582787,0.4416744767276941,0.31516179871241057,0.5242857142857142
Walker2d-v4,tvc150,17,0.5095259342021595,0.49376003906638327,0.36883858526287355,0.37214285714285716
Walker2d-v4,tvc150,18,0.5829724583013143,0.5125709374331326,0.4095493220704549,0.3254761904761905
Walker2d-v4,tvc150,19,0.4400678218253889,0.3866583325128698,0.2848343730785573,0.93
Walker2d-v4,tvc150,20,0.5561937533132765,0.5216676676120584,0.41770323589892167,0.19833333333333333
Walker2d-v4,tvc150,21,0.4828568485217176,0.45070906224493656,0.33625481561806747,0.7307142857142856
Walker2d-v4,tvc150,22,0.5338091220304402,0.49139583503090245,0.3732104985113797,0.35571428571428576
Walker2d-v4,tvc150,23,0.4749652830976103,0.4164395930053876,0.3042078915303327,0.8666666666666666
Walker2d-v4,tvc150,24,0.6662042926035798,0.6107918994661893,0.37979849552443457,0.2704761904761905
Walker2d-v4,tvc150,25,0.5479623727010864,0.5191794169232725,0.3699358977833946,0.30452380952380953
Walker2d-v4,tvc150,26,0.5540589264553673,0.4852280176064533,0.35884366871020285,0.3497619047619048
Walker2d-v4,tvc150,27,0.5104429647385862,0.4333990798653602,0.31058873340511917,0.5464285714285715
Walker2d-v4,tvc150,28,0.549567868984805,0.5101361541521289,0.38661288948481976,0.265
Walker2d-v4,tvc150,29,0.4586816360120995,0.4232956408872937,0.31910035627477684,0.9364285714285714
Walker2d-v4,tvc150,30,0.5293551390990774,0.47776779231830335,0.3667516821721852,0.33404761904761904
Walker2d-v4,tvc200,1,1.7790899515647105,0.854978246067042,0.7974704962750054,0.15880952380952382
Walker2d-v4,tvc200,2,0.9748001585596012,0.779129421856106,0.4914258715352716,0.21071428571428572
Walker2d-v4,tvc200,3,0.8990592978567251,0.7686585383317361,0.5491292466337285,0.10833333333333332
Walker2d-v4,tvc200,4,0.7285563698849874,0.6242437091341165,0.46299249359260886,0.17666666666666667
Walker2d-v4,tvc200,5,0.6829205143250748,0.5726941450604572,0.4206503097258315,0.29904761904761906
Walker2d-v4,tvc200,6,0.7404754532239873,0.6556828280230156,0.4894636481790487,0.1488095238095238
Walker2d-v4,tvc200,7,0.3811624026922898,0.41807606719601037,0.29270040528307917,0.8330952380952381
Walker2d-v4,tvc200,8,1.4051316017767403,0.8677613734354541,0.6434454870887037,0.11690476190476191
Walker2d-v4,tvc200,9,1.0610953528044578,0.7904038550405035,0.5261771346916144,0.23095238095238094
Walker2d-v4,tvc200,10,0.6523018322617905,0.549057474212191,0.3774749332604247,0.2966666666666667
Walker2d-v4,tvc200,11,0.6262217887133733,0.5285733840775795,0.32333286003260275,0.319047619047619
Walker2d-v4,tvc200,12,1.6552687576406435,0.8547014559048633,0.7882241696928844,0.14214285714285713
Walker2d-v4,tvc200,13,1.163467119118285,0.7931996652422552,0.5688723445834925,0.17619047619047618
Walker2d-v4,tvc200,14,0.46540642428410917,0.4285961077669689,0.335819847406715,0.925952380952381
Walker2d-v4,tvc200,15,0.671889833182314,0.6000668431749716,0.4247618157622208,0.24785714285714286
Walker2d-v4,tvc200,16,0.5887120791788928,0.4934903952371396,0.36852195512593217,0.3795238095238095
Walker2d-v4,tvc200,17,0.5402408731132817,0.4805906917310283,0.36378272281211876,0.4045238095238095
Walker2d-v4,tvc200,18,0.7425064600762692,0.613708236690794,0.3797637184689898,0.2661904761904762
Walker2d-v4,tvc200,19,0.6685789471856816,0.6388610929976388,0.47996735450798633,0.12380952380952381
Walker2d-v4,tvc200,20,0.6068652519769854,0.5663367917634736,0.4441276070599085,0.14357142857142857
Walker2d-v4,tvc200,21,0.8477729204471783,0.6672102699697146,0.40309294317411304,0.2461904761904762
Walker2d-v4,tvc200,22,0.7836496790006272,0.6517975575079158,0.47914450788383584,0.1819047619047619
Walker2d-v4,tvc200,23,0.9644390462222799,0.8106993067201091,0.5849291672601573,0.15166666666666667
Walker2d-v4,tvc200,24,0.5879869764484628,0.5402405550672914,0.4189074515466042,0.19238095238095237
Walker2d-v4,tvc200,25,0.7875535864717977,0.7133004890045813,0.49410158649311803,0.22214285714285714
Walker2d-v4,tvc200,26,0.7921187588015257,0.6647497578788633,0.48556381136092347,0.21000000000000002
Walker2d-v4,tvc200,27,0.8736818286347459,0.724316744883795,0.493175085027077,0.20404761904761903
Walker2d-v4,tvc200,28,1.0457869587089719,0.8091818806269334,0.6188987406105754,0.20523809523809522
Walker2d-v4,tvc200,29,0.5464572192258548,0.5106291850851756,0.3837009055069357,0.2842857142857143
Walker2d-v4,tvc200,30,0.593966584841914,0.4659140099130936,0.2971081641135205,0.42023809523809524
Walker2d-v4,tvc225,1,3.808208334041395,0.8782040022751589,1.3192254555006493,0.10238095238095238
Walker2d-v4,tvc225,2,2.055763647868698,0.8659366220889254,0.9976320371511418,0.14952380952380953
Walker2d-v4,tvc225,3,2.5845121195598226,0.8690449600485299,1.3659474794775917,0.15428571428571428
Walker2d-v4,tvc225,4,0.5248017865114732,0.48102432147318475,0.35170086346821494,0.27476190476190476
Walker2d-v4,tvc225,5,0.8303260240822333,0.6611846601038696,0.450000136499503,0.23666666666666666
Walker2d-v4,tvc225,6,0.807145550952814,0.7096487772276909,0.5101887244916231,0.12880952380952382
Walker2d-v4,tvc225,7,1.300637791437249,0.8113611403423475,0.6381470345808733,0.2045238095238095
Walker2d-v4,tvc225,8,0.9006463879299126,0.7433362763868412,0.49332018442160247,0.19404761904761905
Walker2d-v4,tvc225,9,1.3369704151645077,0.8013807068816776,0.6223204041204589,0.24976190476190477
Walker2d-v4,tvc225,10,0.7335829504811316,0.6267754342814513,0.4464074672282615,0.24380952380952378
Walker2d-v4,tvc225,11,1.0152363842098346,0.7915590812613916,0.5554625166241082,0.19738095238095238
Walker2d-v4,tvc225,12,3.590090896119104,0.8889766943339883,1.3188860572411403,0.10952380952380951
Walker2d-v4,tvc225,13,0.7987515575777056,0.6877950517967092,0.4787777259635191,0.16095238095238096
Walker2d-v4,tvc225,14,0.5614515810011719,0.5549395799587278,0.3809943648126214,0.2488095238095238
Walker2d-v4,tvc225,15,1.2110592126308553,0.7814779011555083,0.5632663309148531,0.195
Walker2d-v4,tvc225,16,1.072716335799709,0.8198609588060923,0.6158032811584871,0.16095238095238093
Walker2d-v4,tvc225,17,0.9149744471327024,0.7482930285693914,0.5348103484313874,0.225
Walker2d-v4,tvc225,18,0.8466332140547802,0.7183893003380443,0.464603795506443,0.19095238095238093
Walker2d-v4,tvc225,19,0.6722003742235595,0.6318318942876145,0.486187526119671,0.16142857142857142
Walker2d-v4,tvc225,20,0.8427514055610832,0.7370905683162502,0.4907533046993115,0.16333333333333333
Walker2d-v4,tvc225,21,1.026434005982465,0.8176276146756598,0.5836983496055621,0.14666666666666667
Walker2d-v4,tvc225,22,0.6984430263680799,0.6251841510367937,0.4208706624828982,0.24904761904761905
Walker2d-v4,tvc225,23,1.321817394400803,0.8411609022977791,0.6848099679399657,0.1580952380952381
Walker2d-v4,tvc225,24,0.658925196807023,0.5477230359091833,0.3881250057464801,0.3038095238095238
Walker2d-v4,tvc225,25,0.2616728965196081,0.35504559594152907,0.22759180113251545,0.881904761904762
Walker2d-v4,tvc225,26,0.8631233718989513,0.741142919418113,0.49354697250749996,0.17595238095238094
Walker2d-v4,tvc225,27,0.8662212100049062,0.6829701003955766,0.4725533975019779,0.2833333333333333
Walker2d-v4,tvc225,28,0.5571484807547514,0.5627585994174722,0.37826347985574904,0.28523809523809524
Walker2d-v4,tvc225,29,0.9739398206826005,0.8149811626426914,0.6022774985361634,0.12214285714285714
Walker2d-v4,tvc225,30,0.7234558161012381,0.6121141465070774,0.42391473415598274,0.21857142857142858
Walker2d-v4,tvc250,1,2.5798007523918587,0.9106506286144935,1.1502872278824576,0.09380952380952381
Walker2d-v4,tvc250,2,3.92411055265375,0.8914540884209806,2.012708296799158,0.13952380952380952
Walker2d-v4,tvc250,3,4.033808361445862,0.8835007691997646,1.837591442550749,0.13023809523809524
Walker2d-v4,tvc250,4,0.7522405909449684,0.7139040427873009,0.4830027597579236,0.15476190476190477
Walker2d-v4,tvc250,5,1.032147997832279,0.7747184890771779,0.5017790090641758,0.2223809523809524
Walker2d-v4,tvc250,6,0.6786037694310023,0.6003012703502919,0.4649633559708472,0.1592857142857143
Walker2d-v4,tvc250,7,1.688048234235795,0.8257738595262814,0.7159646037151213,0.19666666666666666
Walker2d-v4,tvc250,8,0.6183662202690526,0.6082697825223645,0.3982504680639143,0.23976190476190476
Walker2d-v4,tvc250,9,0.8094689504900304,0.669815380810285,0.41896740775109054,0.24523809523809526
Walker2d-v4,tvc250,10,0.291039295702347,0.3682897015934846,0.22430092442500843,0.8457142857142858
Walker2d-v4,tvc250,11,0.6269406090625453,0.5895646554775713,0.4264780859922152,0.23904761904761904
Walker2d-v4,tvc250,12,3.4192072616278284,0.9044352893535688,1.5931301734345946,0.10761904761904761
Walker2d-v4,tvc250,13,1.064504465464248,0.8615382627640258,0.6580557832614403,0.11261904761904762
Walker2d-v4,tvc250,14,1.1420407332461615,0.8490685353747802,0.6628027034036971,0.14452380952380953
Walker2d-v4,tvc250,15,0.693433514785222,0.572078874342247,0.4170099079122876,0.2447619047619048
Walker2d-v4,tvc250,16,0.8500524292063406,0.6895534365993508,0.47483612791741514,0.2414285714285714
Walker2d-v4,tvc250,17,0.7040004101476415,0.6132007438125127,0.43738721107428696,0.21142857142857144
Walker2d-v4,tvc250,18,0.7707403104509835,0.6319913893564322,0.41340714246812144,0.2561904761904762
Walker2d-v4,tvc250,19,0.557327640286175,0.6911905694681832,0.45088509039253466,0.19380952380952382
Walker2d-v4,tvc250,20,2.8543816573624854,0.8625795817377202,1.0992341607849578,0.1514285714285714
Walker2d-v4,tvc250,21,2.4013663921564063,0.8509429303334279,0.9178235920083964,0.15642857142857142
Walker2d-v4,tvc250,22,0.7165419111873825,0.6319463412680777,0.4498246337844784,0.22809523809523807
Walker2d-v4,tvc250,23,1.7327544480064276,0.8618822023734726,0.8121553801436342,0.13952380952380952
Walker2d-v4,tvc250,24,3.459203599248274,0.8459894601554993,1.0841932930044194,0.18047619047619048
Walker2d-v4,tvc250,25,1.2147075965687948,0.8674754620051331,0.7139005082312577,0.1376190476190476
Walker2d-v4,tvc250,26,0.5916467948236676,0.5699265517912468,0.4133115697486356,0.17119047619047617
Walker2d-v4,tvc250,27,0.8082092641808706,0.6758729478762581,0.4561506730573054,0.2573809523809524
Walker2d-v4,tvc250,28,0.7548267092913821,0.6584264394703072,0.4570011342598229,0.1388095238095238
Walker2d-v4,tvc250,29,1.0546232199599774,0.876583927280928,0.6783322081675508,0.09142857142857143
Walker2d-v4,tvc250,30,0.8212193263541209,0.6722525416689312,0.4376761533617629,0.26261904761904764
Walker2d-v4,tvc275,1,1.7123382527215352,0.8196185746509113,0.678271547745077,0.18904761904761905
Walker2d-v4,tvc275,2,3.9330446229879925,0.8710406924878532,1.5062263934860005,0.14547619047619048
Walker2d-v4,tvc275,3,0.7872245848524808,0.7131787164228428,0.5014373235064807,0.12738095238095237
Walker2d-v4,tvc275,4,3.2852395921413247,0.8659032691163357,1.3096588791742538,0.14285714285714285
Walker2d-v4,tvc275,5,0.9368558089997688,0.7596939505683719,0.5243888220596469,0.21023809523809525
Walker2d-v4,tvc275,6,1.8033719279142235,0.8335364757597722,0.7883600681366411,0.1957142857142857
Walker2d-v4,tvc275,7,2.6400858949714983,0.8359436984349662,1.0592006662519857,0.21285714285714286
Walker2d-v4,tvc275,8,0.5028870535344447,0.5988053052138793,0.3427421546762578,0.39285714285714285
Walker2d-v4,tvc275,9,0.597877811318663,0.5597165626177111,0.40677779881291054,0.25833333333333336
Walker2d-v4,tvc275,10,0.5686702767763605,0.5185226890092238,0.36361843733497407,0.35904761904761906
Walker2d-v4,tvc275,11,0.8876804994025653,0.7303914675300968,0.5030980878501438,0.2419047619047619
Walker2d-v4,tvc275,12,3.766396889478247,0.8956121933194577,1.8544156968354948,0.09785714285714285
Walker2d-v4,tvc275,13,0.6952541929499946,0.6353824351562142,0.4225515068104345,0.20690476190476187
Walker2d-v4,tvc275,14,0.6289307935707342,0.5290120463643624,0.30423452159713466,0.34119047619047616
Walker2d-v4,tvc275,15,0.8787184332140191,0.737225567678262,0.5274361704098258,0.16333333333333333
Walker2d-v4,tvc275,16,0.880509149591393,0.7641906576140622,0.5692545726551586,0.16785714285714287
Walker2d-v4,tvc275,17,0.7315873671319705,0.6077980008337156,0.3455634907619113,0.26833333333333337
Walker2d-v4,tvc275,18,1.2752339633199,0.8260948542169118,0.6364265746309528,0.18619047619047618
Walker2d-v4,tvc275,19,0.6695944687819606,0.571742736836459,0.4264886691460929,0.20833333333333334
Walker2d-v4,tvc275,20,1.994875469029798,0.8904215136566276,0.9996825964561944,0.1269047619047619
Walker2d-v4,tvc275,21,0.8192845228872427,0.7038677819556042,0.4609923482087809,0.21619047619047618
Walker2d-v4,tvc275,22,0.933143851513203,0.7898394101572492,0.5354001653167771,0.17619047619047618
Walker2d-v4,tvc275,23,1.5655202960660453,0.8375938846524631,0.7616744602229242,0.15095238095238095
Walker2d-v4,tvc275,24,0.6286123364998122,0.5311920522731892,0.3857241089344957,0.3395238095238095
Walker2d-v4,tvc275,25,1.005853600450814,0.8188483151728436,0.5992453336453861,0.15738095238095237
Walker2d-v4,tvc275,26,0.5688824946527481,0.47907608859247597,0.3547397653980323,0.41
Walker2d-v4,tvc275,27,0.9287236190544582,0.7632238956881354,0.5279815737412342,0.17642857142857143
Walker2d-v4,tvc275,28,0.8801694081405564,0.7494923051066361,0.5498120768128448,0.16404761904761905
Walker2d-v4,tvc275,29,0.6656667178265081,0.6274935600392679,0.49956895191179596,0.13023809523809524
Walker2d-v4,tvc275,30,1.7235223616806783,0.8200709932193408,0.7341644294345752,0.19523809523809524
Walker2d-v4,tvc300,1,1.5895001426423303,0.8306642966745134,0.7180771833373086,0.15785714285714286
Walker2d-v4,tvc300,2,3.226467719749145,0.859339382927159,1.3834605643879292,0.1580952380952381
Walker2d-v4,tvc300,3,1.7152438290394796,0.8514785279200797,0.738560730362792,0.1692857142857143
Walker2d-v4,tvc300,4,1.018564540914206,0.804689310421538,0.607524815776208,0.1845238095238095
Walker2d-v4,tvc300,5,0.7366764321657512,0.6513621856045683,0.47040497104827017,0.21428571428571427
Walker2d-v4,tvc300,6,1.0607569469155487,0.8218369738570198,0.5561656190970897,0.10523809523809521
Walker2d-v4,tvc300,7,1.1103117596323562,0.8469998862406303,0.6216063266663224,0.1595238095238095
Walker2d-v4,tvc300,8,1.2630884727844565,0.8651302856124609,0.6970072026037549,0.12523809523809523
Walker2d-v4,tvc300,9,1.0295868849664422,0.807751855139333,0.5615156056430036,0.1957142857142857
Walker2d-v4,tvc300,10,0.5259516938384368,0.4716072308297653,0.3373438954886406,0.3576190476190476
Walker2d-v4,tvc300,11,0.762333632133675,0.6751057683701094,0.5106759675309904,0.19857142857142857
Walker2d-v4,tvc300,12,3.907383268538707,0.8717691591585256,1.4202567673342819,0.1473809523809524
Walker2d-v4,tvc300,13,0.9663044242438262,0.7881246734533546,0.5429747677037995,0.18857142857142856
Walker2d-v4,tvc300,14,0.7057358249616108,0.6107245646339702,0.41805191400991504,0.28238095238095234
Walker2d-v4,tvc300,15,4.173105141437678,0.8869149615542756,1.603222723304508,0.1019047619047619
Walker2d-v4,tvc300,16,0.8718773101425282,0.7055114206620944,0.4750853048833865,0.31
Walker2d-v4,tvc300,17,1.6570491349230898,0.8812530949907526,0.9663986184044049,0.13047619047619047
Walker2d-v4,tvc300,18,1.2385561260875628,0.8552842600152802,0.6231835986407754,0.13833333333333334
Walker2d-v4,tvc300,19,0.7406233534930412,0.6563723323699423,0.4715592973969507,0.2230952380952381
Walker2d-v4,tvc300,20,3.898897372831754,0.8964030737853381,1.870948020175824,0.1180952380952381
Walker2d-v4,tvc300,21,1.169902237511091,0.8507987281994437,0.635611383465721,0.13214285714285715
Walker2d-v4,tvc300,22,1.4904100339720012,0.8281743333309419,0.7630810969358597,0.17404761904761906
Walker2d-v4,tvc300,23,0.8166282715168044,0.663999348106015,0.4383276641115631,0.2335714285714286
Walker2d-v4,tvc300,24,2.9219724936598643,0.8749794524808324,1.1439422452172399,0.12666666666666665
Walker2d-v4,tvc300,25,2.0053967058740745,0.8493158499268716,0.9103131030090564,0.13642857142857143
Walker2d-v4,tvc300,26,0.8778693313263548,0.7259143239358583,0.48423259443939737,0.17809523809523808
Walker2d-v4,tvc300,27,0.8549390446003894,0.7329457054395402,0.5148312810713557,0.12904761904761902
Walker2d-v4,tvc300,28,1.0804091896578638,0.8486549071377159,0.5903828118752201,0.14095238095238094
Walker2d-v4,tvc300,29,0.9799281167749643,0.7805042073905403,0.5444767567299216,0.1980952380952381
Walker2d-v4,tvc300,30,0.5374621435917826,0.5076389818552609,0.3515775668577962,0.34023809523809523
Walker2d-v4,vanilla,1,3.6137209151478653,0.8804931700477431,1.5287124860285157,0.12928571428571428
Walker2d-v4,vanilla,2,2.1228781430305688,0.8276552016079746,0.8260057243576331,0.18738095238095237
Walker2d-v4,vanilla,3,2.745826743884179,0.8976926711716027,1.0938598490492992,0.09857142857142856
Walker2d-v4,vanilla,4,0.49489015143370935,0.456550518972808,0.3206967407321972,0.5911904761904763
Walker2d-v4,vanilla,5,0.5545733705865586,0.56799550489029,0.3748907048127631,0.3335714285714286
Walker2d-v4,vanilla,6,1.8057396854793946,0.8916740304265736,0.8428259358960046,0.10571428571428572
Walker2d-v4,vanilla,7,1.651609472681508,0.8478953993644683,0.7313028849080866,0.18214285714285713
Walker2d-v4,vanilla,8,0.8140329993086609,0.720129792688704,0.5102414411319923,0.16214285714285714
Walker2d-v4,vanilla,9,0.9516539742795086,0.7374622864099551,0.5115556357833457,0.2807142857142857
Walker2d-v4,vanilla,10,0.8836521084255137,0.7560778434436564,0.5198999556595687,0.20714285714285713
Walker2d-v4,vanilla,11,0.8152739034600653,0.7219605217316623,0.5247799230779109,0.13738095238095238
Walker2d-v4,vanilla,12,3.7253455790109555,0.8673972007259376,1.445580109065544,0.1630952380952381
Walker2d-v4,vanilla,13,0.5593825124611727,0.584330126584287,0.390503264364469,0.28833333333333333
Walker2d-v4,vanilla,14,0.6756379273512589,0.49300115234942526,0.29555280827748454,0.44452380952380954
Walker2d-v4,vanilla,15,4.3036436258386255,0.8795882822761156,1.8204225050946086,0.11928571428571429
Walker2d-v4,vanilla,16,0.8286940500787375,0.6733376226415537,0.4440815225807591,0.2314285714285714
Walker2d-v4,vanilla,17,1.3505680548583225,0.869773461253024,0.7096243489587778,0.12714285714285714
Walker2d-v4,vanilla,18,1.1273021530092389,0.8397161958624795,0.615908382977924,0.14714285714285716
Walker2d-v4,vanilla,19,2.926161687011787,0.8379544063784851,1.0546665419725814,0.14976190476190476
Walker2d-v4,vanilla,20,0.9356646787279742,0.7360393857483742,0.4944667445491883,0.20785714285714282
Walker2d-v4,vanilla,21,0.9763650083603153,0.80092642973342,0.5265664552448696,0.17476190476190476
Walker2d-v4,vanilla,22,1.172312015672858,0.8596726742293624,0.6390386882065581,0.13785714285714284
Walker2d-v4,vanilla,23,0.7565133861172473,0.7266662905096741,0.5287512948521845,0.15047619047619049
Walker2d-v4,vanilla,24,1.023634991639685,0.762035534541857,0.48810286494236166,0.22119047619047622
Walker2d-v4,vanilla,25,3.031639604364993,0.8486963394549882,1.108338715666457,0.1630952380952381
Walker2d-v4,vanilla,26,0.9361016051590977,0.7792671507002877,0.5178448717497844,0.18119047619047618
Walker2d-v4,vanilla,27,0.6898022030784403,0.5779236269114643,0.36940307317780546,0.26928571428571424
Walker2d-v4,vanilla,28,1.099939858555405,0.8462010279005904,0.6381055637962947,0.15357142857142855
Walker2d-v4,vanilla,29,0.6020717761893082,0.5670401626387357,0.4489631030759079,0.1716666666666667
Walker2d-v4,vanilla,30,3.8516298984548767,0.8611060672181681,1.4860707728869016,0.16095238095238096
Walker2d-v5,tvc100,1,0.15862643627643153,0.1408827595824825,0.10736893367678606,1.0
Walker2d-v5,tvc100,2,0.12726292642788037,0.11320111200656577,0.0869700878287973,1.0
Walker2d-v5,tvc100,3,0.14736122365903254,0.13169491934951635,0.09831816800669695,1.0
Walker2d-v5,tvc100,4,0.12028231854592684,0.10995476062960112,0.08437278302427817,1.0
Walker2d-v5,tvc100,5,0.20208368310729707,0.17127581038118153,0.114632255221368,1.0
Walker2d-v5,tvc100,6,0.1517406690564424,0.13451094020141088,0.09870046421170935,1.0
Walker2d-v5,tvc100,7,0.13014464290633665,0.11173809601565372,0.08235126625063394,1.0
Walker2d-v5,tvc100,8,0.14876318467177768,0.12481754059141137,0.09421729835385682,1.0
Walker2d-v5,tvc100,9,0.17521052601361017,0.15438476121956446,0.10772359748797929,1.0
Walker2d-v5,tvc100,10,0.10408138665299044,0.09591684567794741,0.07028960042557073,1.0
Walker2d-v5,tvc100,11,0.1425653221009867,0.12024806801381771,0.09508897152127958,1.0
Walker2d-v5,tvc100,12,0.1751034735706562,0.1444392833279097,0.0990156902486272,1.0
Walker2d-v5,tvc100,13,0.1734352882389744,0.1530051437538066,0.11178997284722703,1.0
Walker2d-v5,tvc100,14,0.11200413111275967,0.10204243415956049,0.0796885076402126,1.0
Walker2d-v5,tvc100,15,0.1157542994167207,0.10701003429097951,0.08430162018762942,1.0
Walker2d-v5,tvc100,16,0.10284313112393215,0.0968689108304146,0.07997550593842424,1.0
Walker2d-v5,tvc100,17,0.09871649967213814,0.10235976653513468,0.07660919931297791,1.0
Walker2d-v5,tvc100,18,0.12343874265759325,0.11802838378362657,0.09412340913733099,1.0
Walker2d-v5,tvc100,19,0.1346434313418993,0.1266706330336006,0.09729906353623416,1.0
Walker2d-v5,tvc100,20,0.13256697313173205,0.1192217829305515,0.09312709849609214,1.0
Walker2d-v5,tvc100,21,0.12230736824774535,0.10944181128935948,0.08644084817280874,1.0
Walker2d-v5,tvc100,22,0.13254738776460712,0.11652391272046295,0.08683426885214908,1.0
Walker2d-v5,tvc100,23,0.12495028937214833,0.11282112477325038,0.0874947373606141,1.0
Walker2d-v5,tvc100,24,0.12745714475289815,0.10568296354682168,0.07987629543532312,1.0
Walker2d-v5,tvc100,25,0.1524405057918696,0.12287505413174744,0.09170354306265276,1.0
Walker2d-v5,tvc100,26,0.143784076681227,0.12787270856568153,0.08679594351030875,1.0
Walker2d-v5,tvc100,27,0.12332725231025952,0.11471250169905263,0.09082920238533551,1.0
Walker2d-v5,tvc100,28,0.1972312376860752,0.15670149871927597,0.10866545799750127,1.0
Walker2d-v5,tvc100,29,0.1334300225759805,0.11956733613738373,0.09255534837773019,1.0
Walker2d-v5,tvc100,30,0.13323856943960732,0.12627799697769365,0.09702132765689478,1.0
Walker2d-v5,tvc150,1,0.2030113891678138,0.16376701212374928,0.0967265156477119,1.0
Walker2d-v5,tvc150,2,0.2190814081662568,0.17740490803908987,0.10701458794905001,1.0
Walker2d-v5,tvc150,3,0.14774685341878624,0.1349620203535765,0.095899727154354,1.0
