env_id,model_label,comparison,reliability_auc_delta,catastrophe_recovery_area,catastrophe_harm_area,dominance_threshold_fraction,strict_improvement_threshold_fraction,worst_survival_delta,worst_survival_delta_threshold,max_survival_delta,max_survival_delta_threshold
Walker2d-v5,klprho0,klprho0_minus_vanilla,0.010751249999999997,0.013044404761904757,0.002293154761904761,0.746268656716418,0.746268656716418,-0.014301587301587298,0.68,0.12657142857142858,1.0
Walker2d-v5,vanilla,vanilla_minus_vanilla,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Walker2d-v5,klprho0p05,klprho0p05_minus_vanilla,-0.06766640873015872,5.537698412698426e-05,0.06772178571428572,0.009950248756218905,0.009950248756218905,-0.14928571428571427,0.86,0.012706349206349216,1.0
