env_id,model_label,n_axes,n_model_seeds_min,n_baseline_seeds_min,bootstrap_replicates,reliability_auc_delta,reliability_auc_delta__ci95_low,reliability_auc_delta__ci95_high,probability_reliability_auc_improves,catastrophe_recovery_area,catastrophe_recovery_area__ci95_low,catastrophe_recovery_area__ci95_high,catastrophe_harm_area,catastrophe_harm_area__ci95_low,catastrophe_harm_area__ci95_high,worst_survival_delta,worst_survival_delta__ci95_low,worst_survival_delta__ci95_high,probability_curve_empirically_dominates
Walker2d-v5,klprho0,20,30,30,5000,0.010751249999999997,-0.023423311011904747,0.042257706845238045,0.7344,0.013044404761904757,0.0014866934523809494,0.04226444890873011,0.002293154761904761,0.0,0.026726603670634893,-0.014301587301587298,-0.08010813492063515,0.0005873015873014726,0.0574
Walker2d-v5,klprho0p05,20,30,30,5000,-0.06766640873015872,-0.14107090178571427,-0.004998307539682561,0.0166,5.537698412698426e-05,0.0,0.009780852678571426,0.06772178571428572,0.012534035218253959,0.14107090178571424,-0.14928571428571427,-0.2691736111111111,-0.04824960317460342,0.001
