scenario_label,model_label,seed,gain_over_vanilla,vanilla_return,cap_return
mass_damping_0p5,a2p20,26,-97.89466177105032,1043.1596209151508,945.2649591441004
mass_damping_0p5,a2p20,27,-251.3680074265592,1419.5868826948708,1168.2188752683116
mass_damping_0p5,a2p20,28,126.49261142657099,756.4767043071039,882.9693157336749
mass_damping_0p5,a2p20,29,-13.985111772352631,5.465661951294966,-8.519449821057666
mass_damping_0p5,a2p20,30,94.69793249366626,1093.7387529227046,1188.436685416371
mass_damping_0p5,a2p40,1,17.475343406684487,1100.716012484599,1118.1913558912836
mass_damping_0p5,a2p40,2,-527.0581031347733,927.164444557462,400.1063414226888
mass_damping_0p5,a2p40,3,-355.1655129803387,1112.4043452653132,757.2388322849745
mass_damping_0p5,a2p40,4,560.8961157037138,-169.76623649234344,391.1298792113704
mass_damping_0p5,a2p40,5,57.933776970465715,970.0019706693784,1027.935747639844
mass_damping_0p5,a2p40,6,207.35996917658292,863.5799451934612,1070.939914370044
mass_damping_0p5,a2p40,7,-223.45101730972092,341.7508211268669,118.299803817146
mass_damping_0p5,a2p40,8,-394.9463764741254,1243.3175724010528,848.3711959269274
mass_damping_0p5,a2p40,9,-58.100800295705994,1453.6564248309494,1395.5556245352434
mass_damping_0p5,a2p40,10,17.945130137390606,1016.4247142773984,1034.369844414789
mass_damping_0p5,a2p40,11,-174.59718120251847,651.29983364635,476.7026524438315
mass_damping_0p5,a2p40,12,114.81434977115589,617.4020319658729,732.2163817370288
mass_damping_0p5,a2p40,13,40.569788364599276,925.6661442560924,966.2359326206916
mass_damping_0p5,a2p40,14,-26.232619120170853,978.2841261036884,952.0515069835176
mass_damping_0p5,a2p40,15,655.7096982160963,217.78556656115208,873.4952647772484
mass_damping_0p5,a2p40,16,-242.60568925004878,604.8657101951143,362.2600209450655
mass_damping_0p5,a2p40,17,-179.38076823192876,1179.2913327195288,999.9105644876
mass_damping_0p5,a2p40,18,-395.63281715558367,1044.1881081729778,648.5552910173941
mass_damping_0p5,a2p40,19,-491.14612264227503,1644.8628384770234,1153.7167158347484
mass_damping_0p5,a2p40,20,-408.45263513264285,1268.4958278464155,860.0431927137727
mass_damping_0p5,a2p40,21,-143.9390607430779,985.9732601283928,842.0341993853149
mass_damping_0p5,a2p40,22,-632.8851643653175,1399.850547503351,766.9653831380335
mass_damping_0p5,a2p40,23,528.2914437474047,611.2608820072743,1139.552325754679
mass_damping_0p5,a2p40,24,237.68266825816204,1136.7753492225104,1374.4580174806724
mass_damping_0p5,a2p40,25,-55.54016535177038,1230.0084202806474,1174.468254928877
mass_damping_0p5,a2p40,26,-84.50483393806633,1043.1596209151508,958.6547869770844
mass_damping_0p5,a2p40,27,-662.1074004649772,1419.5868826948708,757.4794822298936
mass_damping_0p5,a2p40,28,381.2960907955986,756.4767043071039,1137.7727951027025
mass_damping_0p5,a2p40,29,799.0877103627055,5.465661951294966,804.5533723140004
mass_damping_0p5,a2p40,30,113.42338715549931,1093.7387529227046,1207.162140078204
mass_damping_0p5,a2p55,1,-149.33545136616954,1100.716012484599,951.3805611184296
mass_damping_0p5,a2p55,2,-315.28414019184606,927.164444557462,611.880304365616
mass_damping_0p5,a2p55,3,-19.687533565027252,1112.4043452653132,1092.716811700286
mass_damping_0p5,a2p55,4,697.6697726525708,-169.76623649234344,527.9035361602274
mass_damping_0p5,a2p55,5,133.42250076513915,970.0019706693784,1103.4244714345175
mass_damping_0p5,a2p55,6,76.10423417970776,863.5799451934612,939.684179373169
mass_damping_0p5,a2p55,7,735.0544108897263,341.7508211268669,1076.8052320165932
mass_damping_0p5,a2p55,8,73.42313218710933,1243.3175724010528,1316.740704588162
mass_damping_0p5,a2p55,9,-256.8417705310235,1453.6564248309494,1196.814654299926
mass_damping_0p5,a2p55,10,-67.18665772156157,1016.4247142773984,949.2380565558368
mass_damping_0p5,a2p55,11,1133.45544075182,651.29983364635,1784.75527439817
mass_damping_0p5,a2p55,12,203.32807780164353,617.4020319658729,820.7301097675164
mass_damping_0p5,a2p55,13,393.9015667864992,925.6661442560924,1319.5677110425916
mass_damping_0p5,a2p55,14,17.73957914744676,978.2841261036884,996.0237052511352
mass_damping_0p5,a2p55,15,1.8841416833045912,217.78556656115208,219.66970824445667
mass_damping_0p5,a2p55,16,97.98357722777303,604.8657101951143,702.8492874228873
mass_damping_0p5,a2p55,17,96.73268384683729,1179.2913327195288,1276.024016566366
mass_damping_0p5,a2p55,18,-794.8282240679607,1044.1881081729778,249.3598841050171
mass_damping_0p5,a2p55,19,-204.82585923797546,1644.8628384770234,1440.036979239048
mass_damping_0p5,a2p55,20,-64.42428886424682,1268.4958278464155,1204.0715389821687
mass_damping_0p5,a2p55,21,-510.8693987805793,985.9732601283928,475.1038613478135
mass_damping_0p5,a2p55,22,-438.3748847914102,1399.850547503351,961.4756627119408
mass_damping_0p5,a2p55,23,-92.15152319045615,611.2608820072743,519.1093588168181
mass_damping_0p5,a2p55,24,-494.426141183405,1136.7753492225104,642.3492080391054
mass_damping_0p5,a2p55,25,-247.842916647087,1230.0084202806474,982.1655036335604
mass_damping_0p5,a2p55,26,-34.01257498904113,1043.1596209151508,1009.1470459261096
mass_damping_0p5,a2p55,27,-393.7140431899702,1419.5868826948708,1025.8728395049006
mass_damping_0p5,a2p55,28,167.5810892024807,756.4767043071039,924.0577935095846
mass_damping_0p5,a2p55,29,1004.2901652106127,5.465661951294966,1009.7558271619076
mass_damping_0p5,a2p55,30,-340.6383674125914,1093.7387529227046,753.1003855101133
mass_damping_0p5,a2p65,1,-112.24670745002788,1100.716012484599,988.4693050345712
mass_damping_0p5,a2p65,2,737.3731566776435,927.164444557462,1664.5376012351055
mass_damping_0p5,a2p65,3,-243.8997846963024,1112.4043452653132,868.5045605690108
mass_damping_0p5,a2p65,4,514.5912150830186,-169.76623649234344,344.8249785906752
mass_damping_0p5,a2p65,5,49.758704317663614,970.0019706693784,1019.760674987042
mass_damping_0p5,a2p65,6,257.89882743618625,863.5799451934612,1121.4787726296474
mass_damping_0p5,a2p65,7,617.9886762824915,341.7508211268669,959.7394974093584
mass_damping_0p5,a2p65,8,-227.7580769847092,1243.3175724010528,1015.5594954163436
mass_damping_0p5,a2p65,9,-411.86718238853587,1453.6564248309494,1041.7892424424135
mass_damping_0p5,a2p65,10,-33.26891438010318,1016.4247142773984,983.1557998972952
mass_damping_0p5,a2p65,11,-299.578818633313,651.29983364635,351.72101501303695
mass_damping_0p5,a2p65,12,-765.6509064719362,617.4020319658729,-148.24887450606332
mass_damping_0p5,a2p65,13,111.97017087482413,925.6661442560924,1037.6363151309165
mass_damping_0p5,a2p65,14,-534.4955182706701,978.2841261036884,443.7886078330184
mass_damping_0p5,a2p65,15,241.16772718389112,217.78556656115208,458.9532937450432
mass_damping_0p5,a2p65,16,-169.17760611916538,604.8657101951143,435.6881040759489
mass_damping_0p5,a2p65,17,797.5133720248043,1179.2913327195288,1976.804704744333
mass_damping_0p5,a2p65,18,71.25413786804415,1044.1881081729778,1115.442246041022
mass_damping_0p5,a2p65,19,-645.5320313300866,1644.8628384770234,999.3308071469368
mass_damping_0p5,a2p65,20,132.5654351938208,1268.4958278464155,1401.0612630402363
mass_damping_0p5,a2p65,21,-45.39935962275581,985.9732601283928,940.573900505637
mass_damping_0p5,a2p65,22,-277.2280822388982,1399.850547503351,1122.6224652644528
mass_damping_0p5,a2p65,23,-288.8952884640921,611.2608820072743,322.3655935431822
mass_damping_0p5,a2p65,24,-202.3264189709496,1136.7753492225104,934.4489302515608
mass_damping_0p5,a2p65,25,-160.02987489024122,1230.0084202806474,1069.9785453904062
mass_damping_0p5,a2p65,26,-6.315493615113837,1043.1596209151508,1036.844127300037
mass_damping_0p5,a2p65,27,-569.4458115278975,1419.5868826948708,850.1410711669733
mass_damping_0p5,a2p65,28,235.63377023349312,756.4767043071039,992.110474540597
mass_damping_0p5,a2p65,29,433.4582044575684,5.465661951294966,438.9238664088634
mass_damping_0p5,a2p65,30,36.953092555011835,1093.7387529227046,1130.6918454777165
mass_damping_0p5,a2p75,1,-82.97775445783009,1100.716012484599,1017.738258026769
mass_damping_0p5,a2p75,2,213.81632459903426,927.164444557462,1140.9807691564963
mass_damping_0p5,a2p75,3,158.38933521371382,1112.4043452653132,1270.793680479027
mass_damping_0p5,a2p75,4,616.5005442789512,-169.76623649234344,446.7343077866078
mass_damping_0p5,a2p75,5,549.4128798973952,970.0019706693784,1519.4148505667736
mass_damping_0p5,a2p75,6,13.415363173639662,863.5799451934612,876.9953083671008
mass_damping_0p5,a2p75,7,811.9695879340884,341.7508211268669,1153.7204090609553
mass_damping_0p5,a2p75,8,-294.4857030910588,1243.3175724010528,948.831869309994
mass_damping_0p5,a2p75,9,-425.4000645106519,1453.6564248309494,1028.2563603202975
mass_damping_0p5,a2p75,10,-206.78140322794036,1016.4247142773984,809.643311049458
mass_damping_0p5,a2p75,11,-627.3342694022348,651.29983364635,23.96556424411516
mass_damping_0p5,a2p75,12,-307.7481447860856,617.4020319658729,309.65388717978726
mass_damping_0p5,a2p75,13,169.987754105083,925.6661442560924,1095.6538983611754
mass_damping_0p5,a2p75,14,13.751276531972735,978.2841261036884,992.0354026356612
mass_damping_0p5,a2p75,15,919.7078333830516,217.78556656115208,1137.4933999442037
mass_damping_0p5,a2p75,16,-301.5687867941104,604.8657101951143,303.2969234010039
mass_damping_0p5,a2p75,17,-866.3630187037104,1179.2913327195288,312.92831401581844
mass_damping_0p5,a2p75,18,44.88052606061069,1044.1881081729778,1089.0686342335885
mass_damping_0p5,a2p75,19,-848.7090513851444,1644.8628384770234,796.1537870918789
mass_damping_0p5,a2p75,20,11.824287849620987,1268.4958278464155,1280.3201156960365
mass_damping_0p5,a2p75,21,212.86001129861586,985.9732601283928,1198.8332714270086
