timestamp,run_name,algo,env_id,seed,eval_episodes,is_perturbed,model_label,scenario_label,model_path,norm_stats_path,eval_raw_rewards,xml_perturb,obs_noise_std,reward_noise_std,action_noise_std,action_replace_prob,xml_total_mass_scale,xml_body_mass_scale,xml_body_name_selector,xml_geom_friction_scale,xml_geom_friction_component,xml_geom_name_selector,xml_gravity_component_index,xml_gravity_component_value,xml_joint_damping_scale,xml_joint_name_selector,xml_actuator_gain_scale,xml_actuator_bias_scale,mean_return,std_return,median_return,iqm_return,min_return,max_return,xml_actuator_joint_selector
1777591515,eval__HalfCheetah-v4__ppo_cont__a2p20__mass_damping_0p7__seed4__pid3854174,ppo_cont,HalfCheetah-v4,4,20,1,a2p20,mass_damping_0p7,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p20__4__1777433994/ppo_alpha_a2p20.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p20__4__1777433994/ppo_alpha_a2p20.cleanrl_model.norm_stats.npz,1,1,0.0,0.0,0.0,0.0,0.7,1.0,,1.0,-1,,-1,,0.7,,1.0,1.0,994.3907503951743,329.8991813537492,1071.5753849648904,1056.2639149984163,-371.95680395582747,1286.3352599873906,
1778579830,eval__HalfCheetah-v4__ppo_cont__a2p20__mass_damping_0p7__seed4__pid622737,ppo_cont,HalfCheetah-v4,4,20,1,a2p20,mass_damping_0p7,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p20__4__1777433994/ppo_alpha_a2p20.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p20__4__1777433994/ppo_alpha_a2p20.cleanrl_model.norm_stats.npz,1,1,1,0.0,0.0,0.0,0.0,0.7,1.0,,1.0,-1,,-1,,0.7,,1.0,1.0,874.9038712721056,772.422604660436,1310.8692456915526,1170.2334038867994,-363.14534771289345,1511.868872177617,
1778697585,eval__HalfCheetah-v4__ppo_cont__a2p20__mass_damping_0p7__seed4__pid1637736,ppo_cont,HalfCheetah-v4,4,20,1,a2p20,mass_damping_0p7,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p20__4__1777433994/ppo_alpha_a2p20.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p20__4__1777433994/ppo_alpha_a2p20.cleanrl_model.norm_stats.npz,1,1,1,0.0,0.0,0.0,0.0,0.7,1.0,,1.0,-1,,-1,,0.7,,1.0,1.0,874.9038712721056,772.422604660436,1310.8692456915526,1170.2334038867994,-363.14534771289345,1511.868872177617,
