timestamp,run_name,algo,env_id,seed,eval_episodes,is_perturbed,model_label,scenario_label,model_path,norm_stats_path,eval_raw_rewards,xml_perturb,obs_noise_std,reward_noise_std,action_noise_std,action_replace_prob,xml_total_mass_scale,xml_body_mass_scale,xml_body_name_selector,xml_geom_friction_scale,xml_geom_friction_component,xml_geom_name_selector,xml_gravity_component_index,xml_gravity_component_value,xml_joint_damping_scale,xml_joint_name_selector,xml_actuator_gain_scale,xml_actuator_bias_scale,mean_return,std_return,median_return,iqm_return,min_return,max_return,xml_actuator_joint_selector
1777597461,eval__HalfCheetah-v4__ppo_cont__a2p65__friction_mass_damping_0p9__seed2__pid878518,ppo_cont,HalfCheetah-v4,2,20,1,a2p65,friction_mass_damping_0p9,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p65__2__1777446511/ppo_alpha_a2p65.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p65__2__1777446511/ppo_alpha_a2p65.cleanrl_model.norm_stats.npz,1,1,0.0,0.0,0.0,0.0,0.9,1.0,,0.9,0,,-1,,0.9,,1.0,1.0,1507.3341044051017,34.44143069558613,1512.3831586682654,1509.424369433224,1440.4879191065481,1579.2099010849581,
1778594443,eval__HalfCheetah-v4__ppo_cont__a2p65__friction_mass_damping_0p9__seed2__pid804485,ppo_cont,HalfCheetah-v4,2,20,1,a2p65,friction_mass_damping_0p9,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p65__2__1777446511/ppo_alpha_a2p65.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p65__2__1777446511/ppo_alpha_a2p65.cleanrl_model.norm_stats.npz,1,1,1,0.0,0.0,0.0,0.0,0.9,1.0,,0.9,0,,-1,,0.9,,1.0,1.0,1720.4276658107763,33.23781516801946,1717.3287871255134,1716.2109906106175,1677.2224253782138,1785.2917868880359,
1778701510,eval__HalfCheetah-v4__ppo_cont__a2p65__friction_mass_damping_0p9__seed2__pid1670490,ppo_cont,HalfCheetah-v4,2,20,1,a2p65,friction_mass_damping_0p9,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p65__2__1777446511/ppo_alpha_a2p65.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p65__2__1777446511/ppo_alpha_a2p65.cleanrl_model.norm_stats.npz,1,1,1,0.0,0.0,0.0,0.0,0.9,1.0,,0.9,0,,-1,,0.9,,1.0,1.0,1720.4276658107763,33.23781516801946,1717.3287871255134,1716.2109906106175,1677.2224253782138,1785.2917868880359,
