timestamp,run_name,algo,env_id,seed,eval_episodes,is_perturbed,model_label,scenario_label,model_path,norm_stats_path,eval_raw_rewards,xml_perturb,obs_noise_std,reward_noise_std,action_noise_std,action_replace_prob,xml_total_mass_scale,xml_body_mass_scale,xml_body_name_selector,xml_geom_friction_scale,xml_geom_friction_component,xml_geom_name_selector,xml_gravity_component_index,xml_gravity_component_value,xml_joint_damping_scale,xml_joint_name_selector,xml_actuator_gain_scale,xml_actuator_bias_scale,mean_return,std_return,median_return,iqm_return,min_return,max_return,xml_actuator_joint_selector
1777593920,eval__HalfCheetah-v4__ppo_cont__a2p40__friction_mass_damping_0p7__seed3__pid2779673,ppo_cont,HalfCheetah-v4,3,20,1,a2p40,friction_mass_damping_0p7,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p40__3__1777438257/ppo_alpha_a2p40.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p40__3__1777438257/ppo_alpha_a2p40.cleanrl_model.norm_stats.npz,1,1,0.0,0.0,0.0,0.0,0.7,1.0,,0.7,0,,-1,,0.7,,1.0,1.0,1367.4023140859836,65.5083534492625,1381.3446779506298,1374.243163424898,1229.691238229806,1485.7987734715703,
1778584236,eval__HalfCheetah-v4__ppo_cont__a2p40__friction_mass_damping_0p7__seed3__pid745040,ppo_cont,HalfCheetah-v4,3,20,1,a2p40,friction_mass_damping_0p7,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p40__3__1777438257/ppo_alpha_a2p40.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p40__3__1777438257/ppo_alpha_a2p40.cleanrl_model.norm_stats.npz,1,1,1,0.0,0.0,0.0,0.0,0.7,1.0,,0.7,0,,-1,,0.7,,1.0,1.0,1603.6510604795799,54.10794832145175,1614.7700584224701,1606.523830982207,1443.3745479169638,1685.6986203379606,
1778699026,eval__HalfCheetah-v4__ppo_cont__a2p40__friction_mass_damping_0p7__seed3__pid76610,ppo_cont,HalfCheetah-v4,3,20,1,a2p40,friction_mass_damping_0p7,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p40__3__1777438257/ppo_alpha_a2p40.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p40__3__1777438257/ppo_alpha_a2p40.cleanrl_model.norm_stats.npz,1,1,1,0.0,0.0,0.0,0.0,0.7,1.0,,0.7,0,,-1,,0.7,,1.0,1.0,1603.6510604795799,54.10794832145175,1614.7700584224701,1606.523830982207,1443.3745479169638,1685.6986203379606,
