timestamp,run_name,algo,env_id,seed,eval_episodes,is_perturbed,model_label,scenario_label,model_path,norm_stats_path,eval_raw_rewards,xml_perturb,obs_noise_std,reward_noise_std,action_noise_std,action_replace_prob,xml_total_mass_scale,xml_body_mass_scale,xml_body_name_selector,xml_geom_friction_scale,xml_geom_friction_component,xml_geom_name_selector,xml_gravity_component_index,xml_gravity_component_value,xml_joint_damping_scale,xml_joint_name_selector,xml_actuator_gain_scale,xml_actuator_bias_scale,mean_return,std_return,median_return,iqm_return,min_return,max_return,xml_actuator_joint_selector
1777595961,eval__HalfCheetah-v4__ppo_cont__a2p65__mass_0p7__seed2__pid3289404,ppo_cont,HalfCheetah-v4,2,20,1,a2p65,mass_0p7,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p65__2__1777446511/ppo_alpha_a2p65.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p65__2__1777446511/ppo_alpha_a2p65.cleanrl_model.norm_stats.npz,1,1,0.0,0.0,0.0,0.0,0.7,1.0,,1.0,-1,,-1,,1.0,,1.0,1.0,1286.3256684465882,48.92882087331083,1275.0593031288658,1279.4918918095245,1216.0171034699033,1390.6415324959905,
1778589850,eval__HalfCheetah-v4__ppo_cont__a2p65__mass_0p7__seed2__pid772803,ppo_cont,HalfCheetah-v4,2,20,1,a2p65,mass_0p7,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p65__2__1777446511/ppo_alpha_a2p65.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p65__2__1777446511/ppo_alpha_a2p65.cleanrl_model.norm_stats.npz,1,1,1,0.0,0.0,0.0,0.0,0.7,1.0,,1.0,-1,,-1,,1.0,,1.0,1.0,1488.4493097084692,37.45217850061821,1487.1901300716559,1486.9541632935573,1395.469117650904,1546.8105049184164,
1778700369,eval__HalfCheetah-v4__ppo_cont__a2p65__mass_0p7__seed2__pid1688924,ppo_cont,HalfCheetah-v4,2,20,1,a2p65,mass_0p7,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p65__2__1777446511/ppo_alpha_a2p65.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p65__2__1777446511/ppo_alpha_a2p65.cleanrl_model.norm_stats.npz,1,1,1,0.0,0.0,0.0,0.0,0.7,1.0,,1.0,-1,,-1,,1.0,,1.0,1.0,1488.4493097084692,37.45217850061821,1487.1901300716559,1486.9541632935573,1395.469117650904,1546.8105049184164,
