timestamp,run_name,algo,env_id,seed,eval_episodes,is_perturbed,model_label,scenario_label,model_path,norm_stats_path,eval_raw_rewards,xml_perturb,obs_noise_std,reward_noise_std,action_noise_std,action_replace_prob,xml_total_mass_scale,xml_body_mass_scale,xml_body_name_selector,xml_geom_friction_scale,xml_geom_friction_component,xml_geom_name_selector,xml_gravity_component_index,xml_gravity_component_value,xml_joint_damping_scale,xml_joint_name_selector,xml_actuator_gain_scale,xml_actuator_bias_scale,mean_return,std_return,median_return,iqm_return,min_return,max_return,xml_actuator_joint_selector
1777593589,eval__HalfCheetah-v4__ppo_cont__a2p40__friction_mass_1p3__seed3__pid3275225,ppo_cont,HalfCheetah-v4,3,20,1,a2p40,friction_mass_1p3,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p40__3__1777438257/ppo_alpha_a2p40.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p40__3__1777438257/ppo_alpha_a2p40.cleanrl_model.norm_stats.npz,1,1,0.0,0.0,0.0,0.0,1.3,1.0,,1.3,0,,-1,,1.0,,1.0,1.0,1230.2467649226364,23.806868942626007,1230.5584193943655,1231.9733758045452,1168.116779152756,1264.800675961435,
1778583549,eval__HalfCheetah-v4__ppo_cont__a2p40__friction_mass_1p3__seed3__pid645644,ppo_cont,HalfCheetah-v4,3,20,1,a2p40,friction_mass_1p3,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p40__3__1777438257/ppo_alpha_a2p40.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p40__3__1777438257/ppo_alpha_a2p40.cleanrl_model.norm_stats.npz,1,1,1,0.0,0.0,0.0,0.0,1.3,1.0,,1.3,0,,-1,,1.0,,1.0,1.0,1419.4405776509343,26.51993919297369,1414.4099607155586,1417.7441138216682,1361.4322955106,1470.4398926296822,
1778698809,eval__HalfCheetah-v4__ppo_cont__a2p40__friction_mass_1p3__seed3__pid2373255,ppo_cont,HalfCheetah-v4,3,20,1,a2p40,friction_mass_1p3,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p40__3__1777438257/ppo_alpha_a2p40.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p40__3__1777438257/ppo_alpha_a2p40.cleanrl_model.norm_stats.npz,1,1,1,0.0,0.0,0.0,0.0,1.3,1.0,,1.3,0,,-1,,1.0,,1.0,1.0,1419.4405776509343,26.51993919297369,1414.4099607155586,1417.7441138216682,1361.4322955106,1470.4398926296822,
