timestamp,run_name,algo,env_id,seed,eval_episodes,is_perturbed,model_label,scenario_label,model_path,norm_stats_path,eval_raw_rewards,xml_perturb,obs_noise_std,reward_noise_std,action_noise_std,action_replace_prob,xml_total_mass_scale,xml_body_mass_scale,xml_body_name_selector,xml_geom_friction_scale,xml_geom_friction_component,xml_geom_name_selector,xml_gravity_component_index,xml_gravity_component_value,xml_joint_damping_scale,xml_joint_name_selector,xml_actuator_gain_scale,xml_actuator_bias_scale,mean_return,std_return,median_return,iqm_return,min_return,max_return,xml_actuator_joint_selector
1777595476,eval__HalfCheetah-v4__ppo_cont__a2p55__friction_mass_0p9__seed5__pid3286497,ppo_cont,HalfCheetah-v4,5,20,1,a2p55,friction_mass_0p9,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p55__5__1777442821/ppo_alpha_a2p55.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p55__5__1777442821/ppo_alpha_a2p55.cleanrl_model.norm_stats.npz,1,1,0.0,0.0,0.0,0.0,0.9,1.0,,0.9,0,,-1,,1.0,,1.0,1.0,1413.9831033560436,47.52444320646882,1412.263767980714,1415.2279987618106,1327.5765969696554,1508.54738886268,
1778588260,eval__HalfCheetah-v4__ppo_cont__a2p55__friction_mass_0p9__seed5__pid765679,ppo_cont,HalfCheetah-v4,5,20,1,a2p55,friction_mass_0p9,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p55__5__1777442821/ppo_alpha_a2p55.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p55__5__1777442821/ppo_alpha_a2p55.cleanrl_model.norm_stats.npz,1,1,1,0.0,0.0,0.0,0.0,0.9,1.0,,0.9,0,,-1,,1.0,,1.0,1.0,1619.9530583565097,37.754757857479234,1615.3759312462885,1613.603985476766,1549.4080762562253,1714.6581887037164,
1778700009,eval__HalfCheetah-v4__ppo_cont__a2p55__friction_mass_0p9__seed5__pid1686655,ppo_cont,HalfCheetah-v4,5,20,1,a2p55,friction_mass_0p9,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p55__5__1777442821/ppo_alpha_a2p55.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p55__5__1777442821/ppo_alpha_a2p55.cleanrl_model.norm_stats.npz,1,1,1,0.0,0.0,0.0,0.0,0.9,1.0,,0.9,0,,-1,,1.0,,1.0,1.0,1619.9530583565097,37.754757857479234,1615.3759312462885,1613.603985476766,1549.4080762562253,1714.6581887037164,
