timestamp,run_name,algo,env_id,seed,eval_episodes,is_perturbed,model_label,scenario_label,model_path,norm_stats_path,eval_raw_rewards,xml_perturb,action_noise_std,xml_body_mass_scale,xml_geom_friction_scale,xml_joint_damping_scale,mean_return,std_return,median_return,iqm_return,min_return,max_return
1775531650,eval__Walker2d-v4__ppo_cont__a3p20__friction_mass_0p9__seed5__pid1361774,ppo_cont,Walker2d-v4,5,20,1,a3p20,friction_mass_0p9,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_a3p20__5__1774498309/ppo_alpha_a3p20.cleanrl_model,/home/users/am1015/rl_runs_alpha_grid_norm_merged_20260406/Walker2d-v4__ppo_alpha_a3p20__5__1774498309/ppo_alpha_a3p20.cleanrl_model.norm_stats.npz,1,1,0.0,0.9,0.9,1.0,2359.3021076030855,1076.2723631952297,2175.106832977245,2272.407830873649,842.3200333599654,4567.247316723032
