scenario_label,model_label,n,mean_return,std_return,median_return,sem_return,ci95
actuator_gain_0p5,a2p55,30,-145.17167960379305,344.24218487574103,-253.82398598939804,62.84973663376904,123.18548380218732
actuator_gain_0p5,a2p65,30,-149.88888551344468,477.97880603983896,-265.95197634824865,87.26659135913546,171.0425190639055
actuator_gain_0p5,a2p75,30,-115.36731903736026,370.3359186461685,-243.6827370381995,67.61377883230152,132.52300651131097
actuator_gain_0p5,vanilla,30,-113.7521213442645,352.1254785367316,-230.6942034030092,64.28902255562303,126.00648420902115
mass_damping_0p5,a2p55,30,936.0604737597992,344.9146693835526,971.8205831727506,62.97251494526942,123.42612929272805
mass_damping_0p5,a2p65,30,897.2899410108439,424.3695481472441,990.2898897875841,77.47892474617342,151.8586925024999
mass_damping_0p5,a2p75,30,902.2109154127065,355.4096959562497,1002.316745039954,64.88863587709686,127.18172631910984
mass_damping_0p5,vanilla,30,922.4562538730552,420.0177986894568,1001.1989872028955,76.68440763195977,150.30143895864114
