model_label,axis,factor,scenario_label,n,mean_return_mean,mean_return_ci95,median_return_mean,median_return_ci95,iqm_return_mean,iqm_return_ci95,seed_iqm_of_mean_return
a1e9,friction,0.5,friction_0p5,5,1842.6041817291,327.1565852644759,1964.885490668254,469.6118922715998,1950.5527593611878,446.64272607776064,1823.9415472628764
a1e9,friction,0.6,friction_0p6,5,1914.5507668396153,456.2844992865152,1945.556601771419,484.57447370684963,1946.0914037412026,487.85504365012946,1878.4219359827773
a1e9,friction,0.7,friction_0p7,5,1899.129426934116,473.0590560270293,1950.4729578953581,538.2572505153198,1944.2317392102389,525.7814078677184,1836.749772867226
a1e9,friction,0.8,friction_0p8,5,1886.2557888286378,497.9625238135127,1915.491487689846,534.9030207124515,1915.4786757365757,530.9662330862575,1816.861114913674
a1e9,friction,0.9,friction_0p9,5,1851.8520020936326,511.71779851175336,1898.1550329048646,540.9081923380212,1893.7985221490658,540.8762334335637,1713.4043849548982
a1e9,friction,1.0,friction_1,5,1735.1492018635654,398.9836458384173,1854.4026941199088,555.9085382309426,1848.0713942431648,545.6643456632607,1665.3962023510878
a1e9,friction,1.1,friction_1p1,5,1789.3141876535221,518.5495168918537,1838.8650039262411,556.4214448085379,1831.4767287182622,553.46257101358,1634.92195402538
a1e9,friction,1.3,friction_1p3,5,1561.0047544385925,289.3820273333578,1630.5515651844498,360.76044874751705,1621.3158916229527,353.9569444009074,1482.8140862291693
a1e9,friction,1.5,friction_1p5,5,1598.3330825406472,368.46033896055786,1655.2920172973347,423.1760414024756,1656.9734265454867,434.6316777300442,1514.3808812886743
a1e9,friction,1.7,friction_1p7,5,1509.099684790486,304.75991829132795,1643.8267376246135,458.0806608397308,1608.0758981313968,417.4693136480466,1469.0619939237997
a1e9,friction,2.0,friction_2,5,1475.2661694938668,340.9505299332433,1577.114515015254,468.5144160064032,1553.7119394961805,448.47091666600954,1407.3579739459522
a1e9,gear,0.5,gear_0p5,5,-218.60045036279263,71.33974887166453,-235.77564056239498,85.65142686071638,-232.47488135690637,78.2940665220188,-215.14761206164144
a1e9,gear,0.6,gear_0p6,5,232.4177325845103,204.3589811647629,276.27113741626164,196.46502563388944,246.2336687946744,203.61264048379002,217.4412782684232
a1e9,gear,0.7,gear_0p7,5,763.5627828227491,91.35495964943348,785.8057336079946,71.77298669462107,782.8078580084384,69.82392388387437,785.5156093996511
a1e9,gear,0.8,gear_0p8,5,1216.459926324241,231.29735626811785,1230.8061328387134,241.0934840932959,1232.4523113690843,241.44858891718908,1199.7622274511434
a1e9,gear,0.9,gear_0p9,5,1541.9585807401725,368.7042037364051,1572.389525400819,394.6599803267618,1579.5191024678072,399.3160292487291,1431.1845999714617
a1e9,gear,1.0,gear_1,5,1845.2851942175294,512.0741224277017,1891.6403316429612,567.4642877780827,1904.3082566116277,582.768255887932,1749.421690612884
a1e9,gear,1.1,gear_1p1,5,1840.7335063453447,428.2062174907111,1987.185185073325,611.8001656541484,1951.1331628864632,565.8394195857006,1777.54698765559
a1e9,gear,1.3,gear_1p3,5,1431.8730414940803,119.2772392181983,1315.2064151925001,242.05977420236852,1344.8942636193156,196.5616238203828,1481.354333658606
a1e9,gear,1.5,gear_1p5,5,905.2348059343416,236.68899096503728,986.3935680485156,326.89565954212804,921.2382252160287,329.95637072050454,899.1784532517437
a1e9,gear,1.7,gear_1p7,5,780.9322946821009,136.06917869970474,812.901078262719,278.48680119619445,822.5618895303658,232.27544830043988,741.5034375452293
a1e9,gear,2.0,gear_2,5,424.09601008271454,256.5529006059881,287.4794166402604,269.43543217485063,331.14833383599506,258.7575856130735,384.1758460601982
a1e9,gravity,0.0,gravity_0,5,1834.470490966706,543.7445499616119,1864.31078408713,569.4883734723543,1864.043371344537,566.6217216334376,1696.605855812727
a1e9,gravity,0.5,gravity_0p5,5,1485.9843509563202,292.54083642588756,1572.655944587896,378.1220110218245,1562.7038651381317,377.13736399004193,1431.990781508658
a1e9,gravity,0.6,gravity_0p6,5,1392.6549802315656,204.40018161742537,1522.322516447985,362.8840771312063,1468.4982871620118,322.4863233841001,1346.7403032469756
a1e9,gravity,0.7,gravity_0p7,5,1323.6089424171146,165.39453255241193,1465.6173799468372,333.04045254481235,1457.7850126644944,327.77797795250905,1296.699588298553
a1e9,gravity,0.8,gravity_0p8,5,1262.518833627612,190.31353112406254,1386.045802481533,274.97813330115406,1334.1999508674448,260.42739585287313,1178.189376572547
a1e9,gravity,0.9,gravity_0p9,5,1191.004976085545,160.52683871143208,1269.83881254339,210.7806610953197,1255.6146949387498,206.59440315389503,1125.7045898489253
a1e9,gravity,1.0,gravity_1,5,1177.3147176777456,127.62085020857604,1237.2219343881595,202.5843478831156,1227.9849625547417,181.29778633481402,1157.7215623061174
a1e9,gravity,1.1,gravity_1p1,5,1005.0963434020441,75.81057298273173,1030.9146740957603,84.78330192169234,1022.4384793191666,59.342059806976536,1002.0205718995388
a1e9,gravity,1.3,gravity_1p3,5,706.5905893321842,308.7035398855706,609.7347408706539,433.4172283710579,644.2685046453769,390.76632749770187,723.9245791758412
a1e9,gravity,1.5,gravity_1p5,5,654.3834661200433,293.9810369537822,594.0372642133027,392.5150012770827,618.2681744550949,349.64902316389146,691.2071445577391
a1e9,gravity,1.7,gravity_1p7,5,443.71879964161815,420.08652063743364,402.66912257187363,501.81898457115295,395.922551010692,503.9795202590773,476.4566174943982
a1e9,gravity,2.0,gravity_2,5,213.79776323733844,481.4951428559062,205.28249180609367,533.2174442752572,214.35168969935935,524.2679371360967,236.3733874251551
a1e9,mass,0.5,mass_0p5,5,881.2733170850657,158.2280813341304,823.2348924996379,231.86776796994647,850.3375653771889,202.92141317534663,915.6252185461705
a1e9,mass,0.6,mass_0p6,5,1078.6565470238843,146.84875172655086,1030.1563175560127,231.3017253991879,1085.2887721372947,194.81507601693667,1091.1528305984941
a1e9,mass,0.7,mass_0p7,5,1345.299668865423,227.58692578841683,1325.2995585076,450.4379266144253,1320.2640811268932,344.382674385949,1326.0048135797103
a1e9,mass,0.8,mass_0p8,5,1669.1808620695876,317.4641570443112,1844.2666411191465,509.0533983166249,1765.2235198429946,413.37237846923745,1606.1155460019388
a1e9,mass,0.9,mass_0p9,5,1850.0079971512046,473.1867899719522,1929.526401290825,556.5557029666439,1921.3352572091972,549.5358861460386,1787.156770492952
a1e9,mass,1.0,mass_1,5,1795.3253579724671,467.6775805552042,1860.1754295393234,545.7110092826117,1864.843011751549,550.8887101618807,1679.8203734148403
a1e9,mass,1.1,mass_1p1,5,1671.9208441285955,410.0628578859405,1751.926378871595,499.2457071784506,1732.662586018941,482.68267732761007,1557.967602124446
a1e9,mass,1.3,mass_1p3,5,1499.895862989572,400.8323488381417,1501.0145208895817,402.37286556211524,1504.7898067654194,404.6453444321145,1414.90575395794
a1e9,mass,1.5,mass_1p5,5,1193.3639563184763,240.27490996471116,1203.0613853675131,248.06507274489738,1194.7825961334845,241.5392859134709,1156.6265574535016
a1e9,mass,1.7,mass_1p7,5,945.2223253054029,134.53824792411746,955.943095216362,138.07396845391239,949.9619559548067,136.4632497326078,937.7114812067903
a1e9,mass,2.0,mass_2,5,494.3624782123743,115.2826887852952,533.1262991916478,74.64597685921142,532.9991351495499,73.90987375931756,524.8208875779752
a2p70,friction,0.5,friction_0p5,1,1431.6374451887145,0.0,1423.241409329646,0.0,1426.5162523817148,0.0,1431.6374451887145
a2p70,friction,0.6,friction_0p6,1,1394.89472291517,0.0,1391.654509799985,0.0,1394.0680767309764,0.0,1394.89472291517
a2p70,friction,0.7,friction_0p7,1,1378.591654566695,0.0,1378.3477289065272,0.0,1379.42960348479,0.0,1378.591654566695
